Almac�n;CODIGO;Desc. c�digo;Stock;Caducidad;Ubicaci�n;Precio;Importe;P.de Venta;Importe Venta;Dif. Precio;Dif. Importe;ABC;Familia;Descripci�n;Desc. c�digo;VA_COLOR;VA_COLOR2;VA_TOOLTIP
1;075740;MEDICAMENTOS CAROS;0;;;;;0;;;;;101;Parafarmacia;MEDICAMENTOS CAROS;;;
1;658624;MEDIKINET 30 MG 30 CAPSULAS LIBERACION MODIFICADA (50-50%);0;abr-28;;;;0;;;;;01;Especialidad;MEDIKINET 30 MG 30 CAPSULAS LIBERACION MODIFICADA (50-50%);;;
1;701408;MEDIKINET 50 MG 30 CAPSULAS LIBERACION MODIFICADA (50-50%);0;;;18,93;0;26,26;0;7,33;0;;01;Especialidad;MEDIKINET 50 MG 30 CAPSULAS LIBERACION MODIFICADA (50-50%);;;
1;701410;MEDIKINET 60 MG 30 CAPSULAS LIBERACION MODIFICADA (50-50%);0;abr-28;;22,71;0;31,5;0;8,79;0;;01;Especialidad;MEDIKINET 60 MG 30 CAPSULAS LIBERACION MODIFICADA (50-50%);;;
1;199346;MEGALEVURE FRESA 10 STICKS;0;may-27;;0;0;12,95;0;12,95;0;;103;Diet�tica;MEGALEVURE FRESA 10 STICKS;;;
1;174067;MEGALEVURE PL�TANO 10 STICKS;0;may-27;;0;0;12,95;0;12,95;0;;103;Diet�tica;MEGALEVURE PL�TANO 10 STICKS;;;
1;188438;MEGASMECT 10 SOBRES 3,86 G;0;;;;;0;;;;;101;Parafarmacia;MEGASMECT 10 SOBRES 3,86 G;;;
1;833434;MEIACT 200 MG 20 COMPRIMIDOS RECUBIERTOS;0;may-28;;;;0;;;;;01;Especialidad;MEIACT 200 MG 20 COMPRIMIDOS RECUBIERTOS;;;
1;841247;MEIACT 400 MG 10 COMPRIMIDOS RECUBIERTOS;0;jun-28;;;;0;;;;;01;Especialidad;MEIACT 400 MG 10 COMPRIMIDOS RECUBIERTOS;;;
1;210074;MEIBOPATCH ANTIFAZ 1UN;0;;;;;0;;;;;101;Parafarmacia;MEIBOPATCH ANTIFAZ 1UN;;;
1;169419;MELA B3 CREMA 30+ 40 ML;0;jul-27;;;;0;;;;;102;Dermofarmacia;MELA B3 CREMA 30+ 40 ML;;;
1;359729;MELAGYN GEL HIGIENE INTIMA 200;0;;;;;0;;;;;102;Dermofarmacia;MELAGYN GEL HIGIENE INTIMA 200;;;
1;186077;MELAGYN HIDRATANTE VULVAR 30GR;0;;;;;0;;;;;102;Dermofarmacia;MELAGYN HIDRATANTE VULVAR 30GR;;;
1;180047;MELAGYN SOLUC VAGINAL 100 ML;0;;;;;0;;;;;106;Efectos y accesorios;MELAGYN SOLUC VAGINAL 100 ML;;;
1;180790;MELAGYN SPRAY 50 ML;0;;;;;0;;;;;102;Dermofarmacia;MELAGYN SPRAY 50 ML;;;
1;180046;MELAGYN 10 OVULOS VAGINALES;0;;;;;0;;;;;106;Efectos y accesorios;MELAGYN 10 OVULOS VAGINALES;;;
1;178484;MELAMIL TRIPTO 30ML;0;ene-27;;;;0;;;;;103;Diet�tica;MELAMIL TRIPTO 30ML;;;
1;160365;MELAMIL 30 ML;0;jul-27;;0;0;21,95;0;21,95;0;;103;Diet�tica;MELAMIL 30 ML;;;
1;174439;MELATONINA FARLINE COMP 60COMP;0;;;;;0;;;;;103;Diet�tica;MELATONINA FARLINE COMP 60COMP;;;
1;190206;MELATONINA FLASH 1900 30 COM;0;;;;;0;;;;;101;Parafarmacia;MELATONINA FLASH 1900 30 COM;;;
1;762711;MELATONINA NOXAREM 3 MG 10 COMPRIMIDOS;0;ago-26;;;;0;;;;;01;Especialidad;MELATONINA NOXAREM 3 MG 10 COMPRIMIDOS;;;
1;762712;MELATONINA NOXAREM 5 MG 10 COMPRIMIDOS;0;may-27;;;;0;;;;;01;Especialidad;MELATONINA NOXAREM 5 MG 10 COMPRIMIDOS;;;
1;206130;MELATOVIT LIPOSOMAL 1 BOTELLA 30 ML SABOR NARANJA;0;;;;;0;;;;;101;Parafarmacia;MELATOVIT LIPOSOMAL 1 BOTELLA 30 ML SABOR NARANJA;;;
1;170491;MELATOZINC 120 CAPSULAS;0;;;;;0;;;;;103;Diet�tica;MELATOZINC 120 CAPSULAS;;;
1;169285;MELILAX PEDIATRIC 6 MICROEN 5G;0;mar-27;;0;0;10,95;0;10,95;0;;106;Efectos y accesorios;MELILAX PEDIATRIC 6 MICROEN 5G;;;
1;169283;MELILAX 6 MICROENEMAS 10 GR;0;may-27;;0;0;10,95;0;10,95;0;;106;Efectos y accesorios;MELILAX 6 MICROENEMAS 10 GR;;;
1;659533;MELOXICAM CINFA EFG 15 MG 20 COMPRIMIDOS;0;;;1,83;0;2,54;0;0,71;0;;01;Especialidad;MELOXICAM CINFA EFG 15 MG 20 COMPRIMIDOS;;;
1;660058;MELOXICAM NORMON EFG 15 MG 20 COMPRIMIDOS;0;mar-28;;;;0;;;;;01;Especialidad;MELOXICAM NORMON EFG 15 MG 20 COMPRIMIDOS;;;
1;660057;MELOXICAM NORMON EFG 7,5 MG 20 COMPRIMIDOS;0;dic-27;;;;0;;;;;01;Especialidad;MELOXICAM NORMON EFG 7,5 MG 20 COMPRIMIDOS;;;
1;584848;MELOXIDYL 0,5 MG/ML SUSPENSION ORAL PARA GATOS 1 FRASCO 5 ML;0;jul-27;;;;0;;;;;205;Veterinaria;MELOXIDYL 0,5 MG/ML SUSPENSION ORAL PARA GATOS 1 FRASCO 5 ML;;;
1;573406;MELOXIDYL 1,5 MG/ML SUSPENSION ORAL PARA PERROS 1 FRASCO 10 ML;0;mar-27;;;;0;;;;;205;Veterinaria;MELOXIDYL 1,5 MG/ML SUSPENSION ORAL PARA PERROS 1 FRASCO 10 ML;;;
1;573407;MELOXIDYL 1,5 MG/ML SUSPENSION ORAL PARA PERROS 1 FRASCO 32 ML;0;sep-27;;;;0;;;;;205;Veterinaria;MELOXIDYL 1,5 MG/ML SUSPENSION ORAL PARA PERROS 1 FRASCO 32 ML;;;
1;785089;MENADERM CLIO 0,25 MG/G + 30 MG/G CREMA 1 TUBO 30 G;0;nov-29;;;;0;;;;;01;Especialidad;MENADERM CLIO 0,25 MG/G + 30 MG/G CREMA 1 TUBO 30 G;;;
1;655878;MENADERM CLIO 0,25 MG/G + 30 MG/G CREMA 1 TUBO 60 G;0;nov-29;;;;0;;;;;01;Especialidad;MENADERM CLIO 0,25 MG/G + 30 MG/G CREMA 1 TUBO 60 G;;;
1;654962;MENADERM NEOMICINA 0,25 MG/G + 7,2 MG/G CREMA 1 TUBO 30 G;0;;;;;0;;;;;01;Especialidad;MENADERM NEOMICINA 0,25 MG/G + 7,2 MG/G CREMA 1 TUBO 30 G;;;
1;928267;MENADERM OTOLOGICO 0,25 MG/ML + 10 MG/ML GOTAS OTICAS EN SOLUCION 1 FRASCO 10 ML;0;jul-27;;1,15;0;1,59;0;0,44;0;;01;Especialidad;MENADERM OTOLOGICO 0,25 MG/ML + 10 MG/ML GOTAS OTICAS EN SOLUCION 1 FRASCO 10 ML;;;
1;654988;MENADERM SIMPLE 0,25 MG/G CREMA 1 TUBO 30 G;0;oct-30;;;;0;;;;;01;Especialidad;MENADERM SIMPLE 0,25 MG/G CREMA 1 TUBO 30 G;;;
1;785105;MENADERM SIMPLE 0,25 MG/G CREMA 1 TUBO 60 G;0;may-30;;;;0;;;;;01;Especialidad;MENADERM SIMPLE 0,25 MG/G CREMA 1 TUBO 60 G;;;
1;785121;MENADERM SIMPLE 0,25 MG/G UNGUENTO 1 TUBO 60 G;0;ene-28;;;;0;;;;;01;Especialidad;MENADERM SIMPLE 0,25 MG/G UNGUENTO 1 TUBO 60 G;;;
1;785113;MENADERM SIMPLE 0,25 MG/ML EMULSION CUTANEA 1 FRASCO 60 ML;0;mar-30;;;;0;;;;;01;Especialidad;MENADERM SIMPLE 0,25 MG/ML EMULSION CUTANEA 1 FRASCO 60 ML;;;
1;994657;MENAVEN 1000 UI/G GEL CUTANEO 1 TUBO 60 G;0;jun-28;;;;0;;;;;01;Especialidad;MENAVEN 1000 UI/G GEL CUTANEO 1 TUBO 60 G;;;
1;204059;MENOCTA 30 COMP;0;ene-28;;;;0;;;;;101;Parafarmacia;MENOCTA 30 COMP;;;
1;213525;MENOPRO 30 COM;0;;;;;0;;;;;101;Parafarmacia;MENOPRO 30 COM;;;
1;677430;MENOPUR 1200 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 2 JERINGAS PRECARGADAS DISOLVENTE;0;dic-27;;;;0;;;;;01;Especialidad;MENOPUR 1200 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 2 JERINGAS PRECARGADAS DISOLVENTE;;;
1;677431;MENOPUR 600 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;0;feb-28;;;;0;;;;;01;Especialidad;MENOPUR 600 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;;;
1;257000;MEPENTOL PULVERIZADOR 100 ML;0;;;;;0;;;;;106;Efectos y accesorios;MEPENTOL PULVERIZADOR 100 ML;;;
1;247205;MEPENTOL 20ML 150 APLICACIONES;0;;;;;0;;;;;106;Efectos y accesorios;MEPENTOL 20ML 150 APLICACIONES;;;
1;214122;MEPENTOL 60 ML;0;;;;;0;;;;;106;Efectos y accesorios;MEPENTOL 60 ML;;;
1;336636;MEPIFORM LAMINA 5X7.5 5 UN;0;;;;;0;;;;;106;Efectos y accesorios;MEPIFORM LAMINA 5X7.5 5 UN;;;
1;785584;MERCROMINA FILM 20 MG/ML SOLUCION CUTANEA 1 FRASCO 30 ML;0;oct-30;;;;0;;;;;01;Especialidad;MERCROMINA FILM 20 MG/ML SOLUCION CUTANEA 1 FRASCO 30 ML;;;
1;037622;MERCURIUS PROTO-IODA. GR 15CH;0;;;;;0;;;;;101;Parafarmacia;MERCURIUS PROTO-IODA. GR 15CH;;;
1;706230;MERIOFERT KIT 150 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;0;ene-27;;37,86;0;52,51;0;14,65;0;;01;Especialidad;MERIOFERT KIT 150 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;;;
1;706232;MERIOFERT KIT 150 UI 10 VIALES POLVO PARA SOLUCION INYECTABLE + 10 JERINGAS PRECARGADAS DISOLVEN;0;;;357,7;0;402,8;0;45,1;0;;01;Especialidad;MERIOFERT KIT 150 UI 10 VIALES POLVO PARA SOLUCION INYECTABLE + 10 JERINGAS PRECARGADAS DISOLVEN;;;
1;706233;MERIOFERT KIT 75 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;0;;;;;0;;;;;01;Especialidad;MERIOFERT KIT 75 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;;;
1;706236;MERIOFERT KIT 75 UI 10 VIALES POLVO PARA SOLUCION INYECTABLE + 10 JERINGAS PRECARGADAS DISOLVENT;0;ene-27;;;;0;;;;;01;Especialidad;MERIOFERT KIT 75 UI 10 VIALES POLVO PARA SOLUCION INYECTABLE + 10 JERINGAS PRECARGADAS DISOLVENT;;;
1;762359;MERIOFERT KIT 900 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;0;jul-27;;;;0;;;;;01;Especialidad;MERIOFERT KIT 900 UI 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 JERINGA PRECARGADA DISOLVENTE;;;
1;395772;MERITENE AL CAFE DESC 15 SOBR;0;ago-26;;0;0;26,95;0;26,95;0;;103;Diet�tica;MERITENE AL CAFE DESC 15 SOBR;;;
1;395756;MERITENE CHOCOLATE INST 15SOB;0;sep-27;;;;0;;;;;103;Diet�tica;MERITENE CHOCOLATE INST 15SOB;;;
1;505628;MERITENE CLINI EXT PRO24X200ML;0;;;;;0;;;;;103;Diet�tica;MERITENE CLINI EXT PRO24X200ML;;;
1;505221;MERITENE CLINICAL CAFE24X200ML;0;;;;;0;;;;;103;Diet�tica;MERITENE CLINICAL CAFE24X200ML;;;
1;505223;MERITENE CLINICAL EXTRA PROTEIN 24 BOTELLAS 200 ML MULTISABOR (12 VAINILLA / 8 CAFE / 4 FRES;0;;;;;0;;;;;103;Diet�tica;MERITENE CLINICAL EXTRA PROTEIN 24 BOTELLAS 200 ML MULTISABOR (12 VAINILLA / 8 CAFE / 4 FRES;;;
1;505222;MERITENE CLINICAL FRES24X200ML;0;;;;;0;;;;;103;Diet�tica;MERITENE CLINICAL FRES24X200ML;;;
1;505290;MERITENE CLINICAL NEUT24X200ML;0;;;;;0;;;;;103;Diet�tica;MERITENE CLINICAL NEUT24X200ML;;;
1;505220;MERITENE CLINICAL VAIN24X200ML;0;;;0;0;154,67;0;154,67;0;;103;Diet�tica;MERITENE CLINICAL VAIN24X200ML;;;
1;392688;MERITENE PURE ATUN VERD 300 G;0;;;;;0;;;;;103;Diet�tica;MERITENE PURE ATUN VERD 300 G;;;
1;175025;MERITENE PURE LOMO PATAT 300 G;0;;;;;0;;;;;103;Diet�tica;MERITENE PURE LOMO PATAT 300 G;;;
1;318360;MERITENE PURE MERLUZA B 300 G;0;;;0;0;4,95;0;4,95;0;;103;Diet�tica;MERITENE PURE MERLUZA B 300 G;;;
1;395640;MERITENE PURE PAVO 300 G;0;;;;;0;;;;;103;Diet�tica;MERITENE PURE PAVO 300 G;;;
1;395632;MERITENE PURE POLLO 300 G;0;;;;;0;;;;;103;Diet�tica;MERITENE PURE POLLO 300 G;;;
1;395491;MERITENE PURE TERNERA 300 G;0;;;0;0;4,95;0;4,95;0;;103;Diet�tica;MERITENE PURE TERNERA 300 G;;;
1;395715;MERITENE VAINILLA INST 15 SOB;0;may-27;;;;0;;;;;103;Diet�tica;MERITENE VAINILLA INST 15 SOB;;;
1;672101;MESTINON 60 MG 100 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;MESTINON 60 MG 100 COMPRIMIDOS;;;
1;570972;METACAM 0,5 MG/ML SUSPENSION ORAL PARA GATOS Y COBAYAS 1 FRASCO 15 ML;0;sep-26;;;;0;;;;;205;Veterinaria;METACAM 0,5 MG/ML SUSPENSION ORAL PARA GATOS Y COBAYAS 1 FRASCO 15 ML;;;
1;700564;METALGIAL 500 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 20 ML;0;ene-27;;1,8;0;2,5;0;0,7;0;;01;Especialidad;METALGIAL 500 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 20 ML;;;
1;721997;METALGIAL 500 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 30 ML;0;dic-27;;;;0;;;;;01;Especialidad;METALGIAL 500 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 30 ML;;;
1;935049;METAMIZOL NORMON EFG 0,4 G/ML 5 AMPOLLAS SOLUCION INYECTABLE 5 ML;0;oct-28;;;;0;;;;;01;Especialidad;METAMIZOL NORMON EFG 0,4 G/ML 5 AMPOLLAS SOLUCION INYECTABLE 5 ML;;;
1;935056;METAMIZOL NORMON EFG 575 MG 10 CAPSULAS;0;jul-30;;;;0;;;;;01;Especialidad;METAMIZOL NORMON EFG 575 MG 10 CAPSULAS;;;
1;935080;METAMIZOL NORMON EFG 575 MG 20 CAPSULAS;0;sep-30;;1,63;0;2,26;0;0,63;0;;01;Especialidad;METAMIZOL NORMON EFG 575 MG 20 CAPSULAS;;;
1;700638;METASEDIN 10 MG/ML 12 AMPOLLAS SOLUCION INYECTABLE 1 ML;0;;;;;0;;;;;01;Especialidad;METASEDIN 10 MG/ML 12 AMPOLLAS SOLUCION INYECTABLE 1 ML;;;
1;656367;METFORMINA CINFA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;0;;;0,76;0;1,05;0;0,29;0;;01;Especialidad;METFORMINA CINFA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;724972;METFORMINA KERN PHARMA EFG 1000 MG 50 COMPRIMIDOS RECUBIERTOS;0;mar-27;;;;0;;;;;01;Especialidad;METFORMINA KERN PHARMA EFG 1000 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;724973;METFORMINA KERN PHARMA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;METFORMINA KERN PHARMA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;724977;METFORMINA NORMON EFG 1000 MG 30 COMPRIMIDOS RECUBIERTOS;0;ene-27;;;;0;;;;;01;Especialidad;METFORMINA NORMON EFG 1000 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;724978;METFORMINA NORMON EFG 1000 MG 50 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;METFORMINA NORMON EFG 1000 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;724974;METFORMINA NORMON EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;0;;;0,76;0;1,05;0;0,29;0;;01;Especialidad;METFORMINA NORMON EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;720039;METFORMINA SANDOZ EFG 1000 MG 60 COMPRIMIDOS RECUBIERTOS;0;jun-28;;1,8;0;2,5;0;0,7;0;;01;Especialidad;METFORMINA SANDOZ EFG 1000 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;670938;METFORMINA SANDOZ EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;0;;;3,6;0;5;0;1,4;0;;01;Especialidad;METFORMINA SANDOZ EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;763926;METFORMINA SANDOZ EFG 850 MG 60 COMPRIMIDOS RECUBIERTOS;0;sep-27;;;;0;;;;;01;Especialidad;METFORMINA SANDOZ EFG 850 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;660751;METFORMINA STADA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;0;feb-28;;;;0;;;;;01;Especialidad;METFORMINA STADA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;762653;METFORMINA STADAFARMA EFG 1000 MG 60 COMPRIMIDOS RECUBIERTOS;0;sep-27;;;;0;;;;;01;Especialidad;METFORMINA STADAFARMA EFG 1000 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;762655;METFORMINA STADAFARMA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;METFORMINA STADAFARMA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;765997;METFORMINA STADAFARMA EFG 850 MG 60 COMPRIMIDOS RECUBIERTOS;0;sep-27;;;;0;;;;;01;Especialidad;METFORMINA STADAFARMA EFG 850 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;722188;METFORMINA UXA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;0;jun-29;;0,76;0;1,05;0;0,29;0;;01;Especialidad;METFORMINA UXA EFG 850 MG 50 COMPRIMIDOS RECUBIERTOS;;;
1;689260;METFORMINA VIATRIS EFG 1000 MG 30 COMPRIMIDOS RECUBIERTOS;0;jul-27;;;;0;;;;;01;Especialidad;METFORMINA VIATRIS EFG 1000 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;722106;METHOFILL EFG 15 MG 4 JERINGAS PRECARGADAS SOLUCION INYECTABLE 0,3 ML;0;;;58,33;0;80,9;0;22,57;0;;01;Especialidad;METHOFILL EFG 15 MG 4 JERINGAS PRECARGADAS SOLUCION INYECTABLE 0,3 ML;;;
1;703564;METICEL EFG 200 MG 30 CAPSULAS;0;jun-27;;;;0;;;;;01;Especialidad;METICEL EFG 200 MG 30 CAPSULAS;;;
1;731904;METILPREDNISOLONA CINFA 1 MG/G EMULSION CUTANEA 1 TUBO 50 G;0;mar-28;;;;0;;;;;01;Especialidad;METILPREDNISOLONA CINFA 1 MG/G EMULSION CUTANEA 1 TUBO 50 G;;;
1;682811;METILPREDNISOLONA NORMON EFG 20 MG 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 AMPOLLA DISOLVENTE;0;nov-26;;;;0;;;;;01;Especialidad;METILPREDNISOLONA NORMON EFG 20 MG 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 AMPOLLA DISOLVENTE;;;
1;682812;METILPREDNISOLONA NORMON EFG 40 MG 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 AMPOLLA DISOLVENTE;0;mar-27;;;;0;;;;;01;Especialidad;METILPREDNISOLONA NORMON EFG 40 MG 1 VIAL POLVO PARA SOLUCION INYECTABLE + 1 AMPOLLA DISOLVENTE;;;
1;688746;METOCLOPRAMIDA ACCORD EFG 10 MG 30 COMPRIMIDOS;0;may-27;;;;0;;;;;01;Especialidad;METOCLOPRAMIDA ACCORD EFG 10 MG 30 COMPRIMIDOS;;;
1;697902;METOCLOPRAMIDA ACCORD EFG 10 MG 60 COMPRIMIDOS;0;ene-27;;;;0;;;;;01;Especialidad;METOCLOPRAMIDA ACCORD EFG 10 MG 60 COMPRIMIDOS;;;
1;659857;METOCLOPRAMIDA KERN PHARMA EFG 1 MG/ML SOLUCION ORAL 1 FRASCO 250 ML;0;abr-29;;;;0;;;;;01;Especialidad;METOCLOPRAMIDA KERN PHARMA EFG 1 MG/ML SOLUCION ORAL 1 FRASCO 250 ML;;;
1;716319;METOJECT 12,5 MG 4 JERINGAS PRECARGADAS SOLUCION INYECTABLE 0,25 ML;0;;;;;0;;;;;01;Especialidad;METOJECT 12,5 MG 4 JERINGAS PRECARGADAS SOLUCION INYECTABLE 0,25 ML;;;
1;708637;METOTREXATO SEMANAL CIPLA EFG 2,5 MG 24 COMPRIMIDOS;0;feb-27;;1,37;0;1,9;0;0,53;0;;01;Especialidad;METOTREXATO SEMANAL CIPLA EFG 2,5 MG 24 COMPRIMIDOS;;;
1;707424;METOTREXATO SEMANAL WYETH 2,5 MG 24 COMPRIMIDOS;0;ago-27;;1,37;0;1,9;0;0,53;0;;01;Especialidad;METOTREXATO SEMANAL WYETH 2,5 MG 24 COMPRIMIDOS;;;
1;729510;METOTREXATO WYETH 2,5 MG 24 COMPRIMIDOS;0;feb-28;;;;0;;;;;01;Especialidad;METOTREXATO WYETH 2,5 MG 24 COMPRIMIDOS;;;
1;585490;METROBACTIN 250 MG 10 COMPRIMIDOS PARA PERROS Y GATOS;0;sep-27;;0;0;14,95;0;14,95;0;;205;Veterinaria;METROBACTIN 250 MG 10 COMPRIMIDOS PARA PERROS Y GATOS;;;
1;585504;METROBACTIN 500 MG 10 COMPRIMIDOS PARA PERROS Y GATOS;0;abr-28;;;;0;;;;;205;Veterinaria;METROBACTIN 500 MG 10 COMPRIMIDOS PARA PERROS Y GATOS;;;
1;693738;METRONIDAZOL NORMON EFG 250 MG 21 COMPRIMIDOS;0;sep-28;;1,27;0;1,76;0;0,49;0;;01;Especialidad;METRONIDAZOL NORMON EFG 250 MG 21 COMPRIMIDOS;;;
1;935478;METRONIDAZOL VI�AS 7,5 MG/G GEL CUTANEO 1 TUBO 30 G;0;oct-27;;;;0;;;;;01;Especialidad;METRONIDAZOL VI�AS 7,5 MG/G GEL CUTANEO 1 TUBO 30 G;;;
1;588015;METROVIS FLAVOUR 250 MG 10 COMPRIMIDOS;0;mar-27;;;;0;;;;;205;Veterinaria;METROVIS FLAVOUR 250 MG 10 COMPRIMIDOS;;;
1;588009;METROVIS 100 MG 10 COMPRIMIDOS PARA PERROS Y GATOS;0;ene-28;;;;0;;;;;205;Veterinaria;METROVIS 100 MG 10 COMPRIMIDOS PARA PERROS Y GATOS;;;
1;588021;METROVIS 750 MG 8 COMPRIMIDOS PARA PERROS;0;;;;;0;;;;;205;Veterinaria;METROVIS 750 MG 8 COMPRIMIDOS PARA PERROS;;;
1;661654;MEZAVANT 1200 MG 60 COMPRIMIDOS GASTRORRESISTENTES LIBERACION PROLONGADA;0;nov-26;;37,17;0;51,56;0;14,39;0;;01;Especialidad;MEZAVANT 1200 MG 60 COMPRIMIDOS GASTRORRESISTENTES LIBERACION PROLONGADA;;;
1;037681;MI REBOTICA CHAMPU CEBOLLA 500ML;0;;;;;0;;;;;101;Parafarmacia;MI REBOTICA CHAMPU CEBOLLA 500ML;;;
1;037689;MI REBOTICA CHAMPU SOLIDO CABELLO GRASO CON EXTRACTO DE CEBOLLA 65GR;0;dic-30;;;;0;;;;;101;Parafarmacia;MI REBOTICA CHAMPU SOLIDO CABELLO GRASO CON EXTRACTO DE CEBOLLA 65GR;;;
1;037688;MI REBOTICA CHAMPU SOLIDO CON EXTRACTO DE CEBOLLA 65GR;0;;;;;0;;;;;101;Parafarmacia;MI REBOTICA CHAMPU SOLIDO CON EXTRACTO DE CEBOLLA 65GR;;;
1;037673;MI REBOTICA MASCARILLA DE CEBOLLA 300ML;0;;;;;0;;;;;101;Parafarmacia;MI REBOTICA MASCARILLA DE CEBOLLA 300ML;;;
1;765629;MIBAC 10 MG/G + 30 MG/G GEL CUTANEO 1 TUBO 60 G;0;sep-27;;;;0;;;;;01;Especialidad;MIBAC 10 MG/G + 30 MG/G GEL CUTANEO 1 TUBO 60 G;;;
1;713267;MICARDIS DIFARMED 80 MG 28 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;MICARDIS DIFARMED 80 MG 28 COMPRIMIDOS;;;
1;727065;MICARDIS 40 MG 28 COMPRIMIDOS;0;may-28;;7,2;0;9,99;0;2,79;0;;01;Especialidad;MICARDIS 40 MG 28 COMPRIMIDOS;;;
1;656578;MICARDIS 80 MG 28 COMPRIMIDOS;0;jun-29;;14,4;0;19,97;0;5,57;0;;01;Especialidad;MICARDIS 80 MG 28 COMPRIMIDOS;;;
1;713318;MICARDISPLUS DIFARMED 80 MG/12,5 MG 28 COMPRIMIDOS;0;abr-28;;;;0;;;;;01;Especialidad;MICARDISPLUS DIFARMED 80 MG/12,5 MG 28 COMPRIMIDOS;;;
1;713319;MICARDISPLUS DIFARMED 80 MG/25 MG 28 COMPRIMIDOS;0;jun-27;;;;0;;;;;01;Especialidad;MICARDISPLUS DIFARMED 80 MG/25 MG 28 COMPRIMIDOS;;;
1;826131;MICARDISPLUS 40 MG/12,5 MG 28 COMPRIMIDOS;0;mar-28;;;;0;;;;;01;Especialidad;MICARDISPLUS 40 MG/12,5 MG 28 COMPRIMIDOS;;;
1;656581;MICARDISPLUS 80 MG/12,5 MG 28 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;MICARDISPLUS 80 MG/12,5 MG 28 COMPRIMIDOS;;;
1;660711;MICARDISPLUS 80 MG/25 MG 28 COMPRIMIDOS;0;abr-27;;;;0;;;;;01;Especialidad;MICARDISPLUS 80 MG/25 MG 28 COMPRIMIDOS;;;
1;690099;MICETAL 10 MG/G CREMA 1 TUBO 30 G;0;;;;;0;;;;;01;Especialidad;MICETAL 10 MG/G CREMA 1 TUBO 30 G;;;
1;847103;MICETAL 10 MG/G POLVO CUTANEO 1 TARRO 30 G;0;;;;;0;;;;;01;Especialidad;MICETAL 10 MG/G POLVO CUTANEO 1 TARRO 30 G;;;
1;036982;MICKEY ESTUCHE INFANTIL VASO+PASTA DE DIENTES+ CEPILLO;0;mar-28;;;;0;;;;;101;Parafarmacia;MICKEY ESTUCHE INFANTIL VASO+PASTA DE DIENTES+ CEPILLO;;;
1;665299;MICRALAX CITRATO/LAURIL SULFOACETATO 450 MG/ML + 45 MG/ML SOLUCION RECTAL 12 ENEMAS 5 ML;0;oct-30;;13,3;0;18,45;0;5,15;0;;01;Especialidad;MICRALAX CITRATO/LAURIL SULFOACETATO 450 MG/ML + 45 MG/ML SOLUCION RECTAL 12 ENEMAS 5 ML;;;
