Almac�n;CODIGO;Desc. c�digo;Stock;Caducidad;Ubicaci�n;Precio;Importe;P.de Venta;Importe Venta;Dif. Precio;Dif. Importe;ABC;Familia;Descripci�n;Desc. c�digo;VA_COLOR;VA_COLOR2;VA_TOOLTIP
1;204692;BIMAIO HYALURO FILL 10 AMPOLLAS 2 ML;0;;;;;0;;;;;101;Parafarmacia;BIMAIO HYALURO FILL 10 AMPOLLAS 2 ML;;;
1;183755;BIMAIO LIQUID GOLD 1 ENVASE 50 ML;0;;;;;0;;;;;101;Parafarmacia;BIMAIO LIQUID GOLD 1 ENVASE 50 ML;;;
1;204697;BIMAIO PROTECTOR SOLAR GLOBAL SPF 50+ 1 ENVASE 50 ML;0;;;;;0;;;;;101;Parafarmacia;BIMAIO PROTECTOR SOLAR GLOBAL SPF 50+ 1 ENVASE 50 ML;;;
1;204682;BIMAIO SERUM HIDRATANTE DEFENSA TOTAL 1 ENVASE 30 ML;0;;;;;0;;;;;101;Parafarmacia;BIMAIO SERUM HIDRATANTE DEFENSA TOTAL 1 ENVASE 30 ML;;;
1;204698;BIMAIO TIME REVERSE CREMA DE DIA REAFIRMANTE Y REGENERADORA SPF 15 1 ENVASE 50 ML;0;;;;;0;;;;;101;Parafarmacia;BIMAIO TIME REVERSE CREMA DE DIA REAFIRMANTE Y REGENERADORA SPF 15 1 ENVASE 50 ML;;;
1;151593;BIMANAN DRENAJE REDUCT 500 ML;0;;;;;0;;;;;103;Diet�tica;BIMANAN DRENAJE REDUCT 500 ML;;;
1;152361;BIMANAN TOFFEE 10 BARRITAS;0;;;;;0;;;;;103;Diet�tica;BIMANAN TOFFEE 10 BARRITAS;;;
1;733348;BIMEOX 0,3 MG/ML COLIRIO EN SOLUCION 30 MONODOSIS 0,4 ML;0;;;;;0;;;;;01;Especialidad;BIMEOX 0,3 MG/ML COLIRIO EN SOLUCION 30 MONODOSIS 0,4 ML;;;
1;759115;BIMOTIL 13,7 G 20 SOBRES POLVO PARA SOLUCION ORAL;0;;;;;0;;;;;01;Especialidad;BIMOTIL 13,7 G 20 SOBRES POLVO PARA SOLUCION ORAL;;;
1;759116;BIMOTIL 13,7 G 30 SOBRES POLVO PARA SOLUCION ORAL;0;abr-27;;;;0;;;;;01;Especialidad;BIMOTIL 13,7 G 30 SOBRES POLVO PARA SOLUCION ORAL;;;
1;192511;BIO OIL DRY SKIN GEL 50 ML;0;;;0;0;6,95;0;6,95;0;;101;Parafarmacia;BIO OIL DRY SKIN GEL 50 ML;;;
1;179100;BIO OIL 200 ML;0;;;;;0;;;;;102;Dermofarmacia;BIO OIL 200 ML;;;
1;168859;BIO 3 COLAGENO FORTE 30SOB 12G;0;;;;;0;;;;;103;Diet�tica;BIO 3 COLAGENO FORTE 30SOB 12G;;;
1;187284;BIOCIDA GEL 72%APOSAN100ML;0;feb-29;;;;0;;;;;101;Parafarmacia;BIOCIDA GEL 72%APOSAN100ML;;;
1;718395;BIODRAMINA CAFEINA 12 COMPRIMIDOS RECUBIERTOS;0;sep-27;;;;0;;;;;01;Especialidad;BIODRAMINA CAFEINA 12 COMPRIMIDOS RECUBIERTOS;;;
1;718411;BIODRAMINA CAFEINA 4 COMPRIMIDOS RECUBIERTOS;0;sep-27;;4,67;0;6,48;0;1,81;0;;01;Especialidad;BIODRAMINA CAFEINA 4 COMPRIMIDOS RECUBIERTOS;;;
1;730796;BIODRAMINA INFANTIL 12,5 MG 12 SOBRES MONODOSIS SOLUCION ORAL 2,5 ML;0;may-28;;;;0;;;;;01;Especialidad;BIODRAMINA INFANTIL 12,5 MG 12 SOBRES MONODOSIS SOLUCION ORAL 2,5 ML;;;
1;978486;BIODRAMINA 20 MG 12 CHICLES MEDICAMENTOSOS;0;ene-27;;;;0;;;;;01;Especialidad;BIODRAMINA 20 MG 12 CHICLES MEDICAMENTOSOS;;;
1;978478;BIODRAMINA 20 MG 6 CHICLES MEDICAMENTOSOS;0;;;;;0;;;;;01;Especialidad;BIODRAMINA 20 MG 6 CHICLES MEDICAMENTOSOS;;;
1;718445;BIODRAMINA 50 MG 12 COMPRIMIDOS;0;abr-30;;5,68;0;7,88;0;2,2;0;;01;Especialidad;BIODRAMINA 50 MG 12 COMPRIMIDOS;;;
1;718460;BIODRAMINA 50 MG 4 COMPRIMIDOS;0;dic-29;;;;0;;;;;01;Especialidad;BIODRAMINA 50 MG 4 COMPRIMIDOS;;;
1;036683;BIOJOUX SS ARO CERRADO 13 MM 1 PAR;0;dic-26;;;;0;;;;;101;Parafarmacia;BIOJOUX SS ARO CERRADO 13 MM 1 PAR;;;
1;036684;BIOJOUX SS CONSTELACION 10MM 1 PAR;0;;;;;0;;;;;101;Parafarmacia;BIOJOUX SS CONSTELACION 10MM 1 PAR;;;
1;213993;BION 3 ENERGY 60 GUMMIES;0;;;;;0;;;;;101;Parafarmacia;BION 3 ENERGY 60 GUMMIES;;;
1;202573;BIORALSUERO BABY 4+4 SOBR;0;may-27;;;;0;;;;;103;Diet�tica;BIORALSUERO BABY 4+4 SOBR;;;
1;399204;BIORALSUERO FRESA 2X330 ML;0;ene-27;;;;0;;;;;103;Diet�tica;BIORALSUERO FRESA 2X330 ML;;;
1;159100;BIORALSUERO FRUTAS 2X330 ML;0;sep-26;;;;0;;;;;103;Diet�tica;BIORALSUERO FRUTAS 2X330 ML;;;
1;244107;BIORALSUERO NARANJA 2X330 ML;0;;;;;0;;;;;103;Diet�tica;BIORALSUERO NARANJA 2X330 ML;;;
1;154661;BIORALSUERO NEUTRO 2X330 ML;0;sep-26;;;;0;;;;;103;Diet�tica;BIORALSUERO NEUTRO 2X330 ML;;;
1;183444;BI-ORALSUERO PLUS 2X330 ML;0;;;;;0;;;;;103;Diet�tica;BI-ORALSUERO PLUS 2X330 ML;;;
1;728309;BIPRETERAX DIFARMED 4 MG/1,25 MG 30 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;BIPRETERAX DIFARMED 4 MG/1,25 MG 30 COMPRIMIDOS;;;
1;728310;BIPRETERAX DIFARMED 8 MG/2,5 MG 30 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;BIPRETERAX DIFARMED 8 MG/2,5 MG 30 COMPRIMIDOS;;;
1;736686;BIPRETERAX 4 MG/1,25 MG 30 COMPRIMIDOS;0;jul-27;;;;0;;;;;01;Especialidad;BIPRETERAX 4 MG/1,25 MG 30 COMPRIMIDOS;;;
1;663103;BIPRETERAX 8 MG/2,5 MG 30 COMPRIMIDOS;0;oct-27;;;;0;;;;;01;Especialidad;BIPRETERAX 8 MG/2,5 MG 30 COMPRIMIDOS;;;
1;723304;BIRESP SPIROMAX 160/4,5 MICROGRAMOS POLVO PARA INHALACION 1 INHALADOR 120 DOSIS;0;jun-28;;28,52;0;39,56;0;11,04;0;;01;Especialidad;BIRESP SPIROMAX 160/4,5 MICROGRAMOS POLVO PARA INHALACION 1 INHALADOR 120 DOSIS;;;
1;182768;BIRETIX CLEANSER GEL LIM 200ML;0;;;;;0;;;;;101;Parafarmacia;BIRETIX CLEANSER GEL LIM 200ML;;;
1;211651;BIRETIX CLEANSER 400ML;0;;;;;0;;;;;101;Parafarmacia;BIRETIX CLEANSER 400ML;;;
1;199972;BIRETIX HYDRAMATDAY SPF30 50ML;0;;;;;0;;;;;102;Dermofarmacia;BIRETIX HYDRAMATDAY SPF30 50ML;;;
1;200095;BIRETIX ISOREPAIR 50 ML;0;may-28;;;;0;;;;;102;Dermofarmacia;BIRETIX ISOREPAIR 50 ML;;;
1;172905;BIRETIX MICROPEEL 50ML;0;;;;;0;;;;;101;Parafarmacia;BIRETIX MICROPEEL 50ML;;;
1;211945;BIRETIX OIL CONTROL SOL 100ML;0;;;;;0;;;;;101;Parafarmacia;BIRETIX OIL CONTROL SOL 100ML;;;
1;190828;BIRETIX TRIACTIVE GEL IMP 50ML;0;;;;;0;;;;;101;Parafarmacia;BIRETIX TRIACTIVE GEL IMP 50ML;;;
1;194576;BIRETIX TRIACTIVE SPR IMP100ML;0;;;;;0;;;;;101;Parafarmacia;BIRETIX TRIACTIVE SPR IMP100ML;;;
1;699057;BISOLGRIP FORTE 10 SOBRES GRANULADO PARA SOLUCION ORAL;0;jun-28;;9,73;0;13,5;0;3,77;0;;01;Especialidad;BISOLGRIP FORTE 10 SOBRES GRANULADO PARA SOLUCION ORAL;;;
1;660405;BISOLVON ANTITUSIVO COMPOSITUM 3 MG/ML + 1,5 MG/ML SOLUCION ORAL 1 FRASCO 200 ML;0;abr-27;;7,89;0;10,95;0;3,06;0;;01;Especialidad;BISOLVON ANTITUSIVO COMPOSITUM 3 MG/ML + 1,5 MG/ML SOLUCION ORAL 1 FRASCO 200 ML;;;Art�culos piso
1;971747;BISOLVON ANTITUSIVO 2 MG/ML JARABE 1 FRASCO 200 ML;0;;;7,5;0;10,4;0;2,9;0;;01;Especialidad;BISOLVON ANTITUSIVO 2 MG/ML JARABE 1 FRASCO 200 ML;;;
1;650632;BISOLVON MUCOLITICO 1,6 MG/ML JARABE 1 FRASCO 200 ML;0;dic-26;;7,79;0;10,8;0;3,01;0;;01;Especialidad;BISOLVON MUCOLITICO 1,6 MG/ML JARABE 1 FRASCO 200 ML;;;
1;703011;BISOPROLOL CINFA EFG 2,5 MG 28 COMPRIMIDOS;0;;;1,73;0;2,4;0;0,67;0;;01;Especialidad;BISOPROLOL CINFA EFG 2,5 MG 28 COMPRIMIDOS;;;
1;703004;BISOPROLOL CINFA EFG 5 MG 28 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;BISOPROLOL CINFA EFG 5 MG 28 COMPRIMIDOS;;;
1;670003;BISOPROLOL COR SANDOZ EFG 1,25 MG 20 COMPRIMIDOS RECUBIERTOS;0;nov-29;;1,8;0;2,5;0;0,7;0;;01;Especialidad;BISOPROLOL COR SANDOZ EFG 1,25 MG 20 COMPRIMIDOS RECUBIERTOS;;;
1;670014;BISOPROLOL COR SANDOZ EFG 2,5 MG 28 COMPRIMIDOS RECUBIERTOS;0;sep-30;;;;0;;;;;01;Especialidad;BISOPROLOL COR SANDOZ EFG 2,5 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;673872;BISOPROLOL COR SANDOZ EFG 5 MG 28 COMPRIMIDOS RECUBIERTOS;0;oct-29;;;;0;;;;;01;Especialidad;BISOPROLOL COR SANDOZ EFG 5 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;716630;BISOPROLOL KERN PHARMA EFG 2,5 MG 28 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;BISOPROLOL KERN PHARMA EFG 2,5 MG 28 COMPRIMIDOS;;;
1;702154;BISOPROLOL KRKA EFG 2,5 MG 28 COMPRIMIDOS RECUBIERTOS;0;ene-27;;;;0;;;;;01;Especialidad;BISOPROLOL KRKA EFG 2,5 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;728656;BISOPROLOL NORMON EFG 10 MG 28 COMPRIMIDOS RECUBIERTOS;0;mar-28;;;;0;;;;;01;Especialidad;BISOPROLOL NORMON EFG 10 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;868083;BISOPROLOL NORMON EFG 10 MG 60 COMPRIMIDOS RECUBIERTOS;0;nov-27;;;;0;;;;;01;Especialidad;BISOPROLOL NORMON EFG 10 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;727233;BISOPROLOL NORMON EFG 1,25 MG 20 COMPRIMIDOS RECUBIERTOS (BLISTER AL/PVC);0;nov-27;;;;0;;;;;01;Especialidad;BISOPROLOL NORMON EFG 1,25 MG 20 COMPRIMIDOS RECUBIERTOS (BLISTER AL/PVC);;;
1;665193;BISOPROLOL NORMON EFG 2,5 MG 28 COMPRIMIDOS RECUBIERTOS;0;abr-28;;1,73;0;2,4;0;0,67;0;;01;Especialidad;BISOPROLOL NORMON EFG 2,5 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;865048;BISOPROLOL NORMON EFG 5 MG 30 COMPRIMIDOS RECUBIERTOS;0;sep-28;;1,7;0;2,36;0;0,66;0;;01;Especialidad;BISOPROLOL NORMON EFG 5 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;865089;BISOPROLOL NORMON EFG 5 MG 60 COMPRIMIDOS RECUBIERTOS;0;jun-28;;2,36;0;3,28;0;0,92;0;;01;Especialidad;BISOPROLOL NORMON EFG 5 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;716792;BISOPROLOL STADA EFG 2,5 MG 28 COMPRIMIDOS;0;feb-27;;1,73;0;2,4;0;0,67;0;;01;Especialidad;BISOPROLOL STADA EFG 2,5 MG 28 COMPRIMIDOS;;;
1;661793;BISOPROLOL TEVA-RATIOPHARM EFG 5 MG 60 COMPRIMIDOS;0;oct-28;;;;0;;;;;01;Especialidad;BISOPROLOL TEVA-RATIOPHARM EFG 5 MG 60 COMPRIMIDOS;;;
1;037905;BISTURI COMPLETO N�11 -1UD;0;;;;;0;;;;;101;Parafarmacia;BISTURI COMPLETO N�11 -1UD;;;
1;036832;BISTURI DESECH CORYSAN N15 10U;0;;;;;0;;;;;101;Parafarmacia;BISTURI DESECH CORYSAN N15 10U;;;
1;175557;BISTURI HOJA CORYSAN N 15 100U;0;;;;;0;;;;;106;Efectos y accesorios;BISTURI HOJA CORYSAN N 15 100U;;;
1;765233;BITUROL 5 MG/5 MG 30 COMPRIMIDOS RECUBIERTOS;0;abr-27;;;;0;;;;;01;Especialidad;BITUROL 5 MG/5 MG 30 COMPRIMIDOS RECUBIERTOS;;;
1;171809;BIVOS GOTAS LACTOBACIL GC 8ML;0;dic-27;;;;0;;;;;103;Diet�tica;BIVOS GOTAS LACTOBACIL GC 8ML;;;
1;163172;BIVOS 10 MINI SOBRES X 1.5 G;0;oct-27;;0;0;17,95;0;17,95;0;;103;Diet�tica;BIVOS 10 MINI SOBRES X 1.5 G;;;
1;505091;BI1 ALISENOC VAIN 36X200ML;0;;;;;0;;;;;103;Diet�tica;BI1 ALISENOC VAIN 36X200ML;;;
1;504931;BI1 HP FIBRA VAIN 36X200ML;0;;;0;0;129,21;0;129,21;0;;103;Diet�tica;BI1 HP FIBRA VAIN 36X200ML;;;
1;961557;BLASGINA 10 OVULOS VAGINALES;0;oct-27;;7,89;0;10,94;0;3,05;0;;01;Especialidad;BLASGINA 10 OVULOS VAGINALES;;;
1;152914;BLASTOACTIVA CR 50 ML;0;;;;;0;;;;;102;Dermofarmacia;BLASTOACTIVA CR 50 ML;;;
1;732438;BLASTOESTIMULINA 10 MG/G POMADA 1 TUBO 30 G;0;ago-27;;8,69;0;12,05;0;3,36;0;;01;Especialidad;BLASTOESTIMULINA 10 MG/G POMADA 1 TUBO 30 G;;;
1;732439;BLASTOESTIMULINA 10 MG/G POMADA 1 TUBO 60 G;0;ago-27;;;;0;;;;;01;Especialidad;BLASTOESTIMULINA 10 MG/G POMADA 1 TUBO 60 G;;;
1;719351;BLASTOESTIMULINA 20 MG/G POLVO CUTANEO 1 FRASCO 5 G;0;jul-28;;;;0;;;;;01;Especialidad;BLASTOESTIMULINA 20 MG/G POLVO CUTANEO 1 FRASCO 5 G;;;
1;229419;BLEFARIX TOALLITAS 20 UN;0;;;0;0;11,95;0;11,95;0;;102;Dermofarmacia;BLEFARIX TOALLITAS 20 UN;;;
1;262832;BLEFARIX 30 ML;0;;;;;0;;;;;102;Dermofarmacia;BLEFARIX 30 ML;;;
1;151842;BLEFARIX 50 TOALLITAS;0;jun-28;;0;0;21,95;0;21,95;0;;102;Dermofarmacia;BLEFARIX 50 TOALLITAS;;;
1;210234;BLEMIL EVOLUTION 1 800 G;0;;;;;0;;;;;101;Parafarmacia;BLEMIL EVOLUTION 1 800 G;;;
1;210908;BLEMIL EVOLUTION 2 1200G;0;;;;;0;;;;;101;Parafarmacia;BLEMIL EVOLUTION 2 1200G;;;
1;210907;BLEMIL EVOLUTION 2 800 G;0;;;;;0;;;;;101;Parafarmacia;BLEMIL EVOLUTION 2 800 G;;;
1;174832;BLEMIL PLUS AR 800G;0;;;;;0;;;;;103;Diet�tica;BLEMIL PLUS AR 800G;;;
1;178699;BLEMIL PLUS PREMATUROS 400 G;0;;;;;0;;;;;103;Diet�tica;BLEMIL PLUS PREMATUROS 400 G;;;
1;185157;BLEMIL PLUS 1 FORTE 800 G;0;;;;;0;;;;;103;Diet�tica;BLEMIL PLUS 1 FORTE 800 G;;;
1;185173;BLEMIL PLUS 2 FORTE 800 G;0;;;;;0;;;;;103;Diet�tica;BLEMIL PLUS 2 FORTE 800 G;;;
1;159937;BLEMIL 1 CONFORT EVOLUT 800G;0;;;;;0;;;;;103;Diet�tica;BLEMIL 1 CONFORT EVOLUT 800G;;;
1;189584;BLEMIL 1 OPTIMUM PROTECH 1 LATA 800 G;0;;;;;0;;;;;103;Diet�tica;BLEMIL 1 OPTIMUM PROTECH 1 LATA 800 G;;;
1;189586;BLEMIL 2 OPTIMUM PROTECH 1 LATA 800 G;0;;;;;0;;;;;103;Diet�tica;BLEMIL 2 OPTIMUM PROTECH 1 LATA 800 G;;;
1;211587;BLEPHADERM 40 ML;0;ago-27;;;;0;;;;;101;Parafarmacia;BLEPHADERM 40 ML;;;
1;211103;BLEPHAEYEBAG MASCARA TERMICA;0;ene-30;;;;0;;;;;101;Parafarmacia;BLEPHAEYEBAG MASCARA TERMICA;;;
1;204330;BLEVIT BARRIGUITAS 150GR;0;;;;;0;;;;;101;Parafarmacia;BLEVIT BARRIGUITAS 150GR;;;
1;204291;BLEVIT NOCHES FELICES 150 GR;0;feb-27;;;;0;;;;;101;Parafarmacia;BLEVIT NOCHES FELICES 150 GR;;;
1;234385;BLEVIT PLUS SIN GLUTEN 1 ENVASE 600 G;0;;;0;0;10,95;0;10,95;0;;101;Parafarmacia;BLEVIT PLUS SIN GLUTEN 1 ENVASE 600 G;;;
1;310003;BLEVIT PLUS 5 CEREALES 1 ENVASE 600 G;0;;;;;0;;;;;101;Parafarmacia;BLEVIT PLUS 5 CEREALES 1 ENVASE 600 G;;;
1;176334;BLEVIT PLUS 8 CEREALES PARA BIBERON 1 ENVASE 600 G;0;;;;;0;;;;;103;Diet�tica;BLEVIT PLUS 8 CEREALES PARA BIBERON 1 ENVASE 600 G;;;
1;311169;BLEVIT PLUS 8 CEREALES Y GALLETAS 2 ENVASES 300 G;0;;;;;0;;;;;103;Diet�tica;BLEVIT PLUS 8 CEREALES Y GALLETAS 2 ENVASES 300 G;;;
1;762456;BLISSEL 50 MICROGRAMOS/G GEL VAGINAL 1 TUBO 10 G + 1 CANULA REUTILIZABLE;0;oct-27;;5,66;0;7,85;0;2,19;0;;01;Especialidad;BLISSEL 50 MICROGRAMOS/G GEL VAGINAL 1 TUBO 10 G + 1 CANULA REUTILIZABLE;;;
1;701151;BLOKIUM 50 MG 60 COMPRIMIDOS;0;ene-28;;1,8;0;2,5;0;0,7;0;;01;Especialidad;BLOKIUM 50 MG 60 COMPRIMIDOS;;;
1;989996;BLOKIUM-DIU 100 MG/25 MG 56 COMPRIMIDOS;0;;;;;0;;;;;01;Especialidad;BLOKIUM-DIU 100 MG/25 MG 56 COMPRIMIDOS;;;
1;194984;BLUEBERRY EYEBRIGHT 60COMP;0;;;;;0;;;;;101;Parafarmacia;BLUEBERRY EYEBRIGHT 60COMP;;;
1;036570;BLUSH 01 LIGHT CORAL;0;;;;;0;;;;;101;Parafarmacia;BLUSH 01 LIGHT CORAL;;;
1;719708;BOI-K ASPARTICO 20 COMPRIMIDOS EFERVESCENTES;0;;;;;0;;;;;01;Especialidad;BOI-K ASPARTICO 20 COMPRIMIDOS EFERVESCENTES;;;
1;700664;BOI-K 20 COMPRIMIDOS EFERVESCENTES;0;ago-28;;2,68;0;3,72;0;1,04;0;;01;Especialidad;BOI-K 20 COMPRIMIDOS EFERVESCENTES;;;
1;700665;BOI-K 50 COMPRIMIDOS EFERVESCENTES;0;jun-28;;;;0;;;;;01;Especialidad;BOI-K 50 COMPRIMIDOS EFERVESCENTES;;;
1;189407;BOLDO AQUILEA INFUS 20 SOBRES;0;sep-26;;;;0;;;;;103;Diet�tica;BOLDO AQUILEA INFUS 20 SOBRES;;;
1;242735;BOLSA AGUA CORYSAN PA�O M3;0;;;0;0;10,95;0;10,95;0;;106;Efectos y accesorios;BOLSA AGUA CORYSAN PA�O M3;;;
1;205616;BOLSA DE AGUA CALIENTE ACOFAR 1 UNIDAD 2 L FORRADA;0;nov-26;;;;0;;;;;101;Parafarmacia;BOLSA DE AGUA CALIENTE ACOFAR 1 UNIDAD 2 L FORRADA;;;
1;038173;BOLSA DE EXPRIMIR FRUTAS TWISTSHAKE 3X220ML;0;feb-28;;;;0;;;;;101;Parafarmacia;BOLSA DE EXPRIMIR FRUTAS TWISTSHAKE 3X220ML;;;
1;036522;BOLSA DE PLASTICO ISOTERMICA;0;;;0;0;0,05;0;0,05;0;;101;Parafarmacia;BOLSA DE PLASTICO ISOTERMICA;;;
1;036523;BOLSA DE PLASTICO MUY GRANDE;0;;;;;0;;;;;101;Parafarmacia;BOLSA DE PLASTICO MUY GRANDE;;;
1;012079;BOLSA GEL FRIO CALOR 14X24;0;;;;;0;;;;;101;Parafarmacia;BOLSA GEL FRIO CALOR 14X24;;;
1;183729;BOLSA MASC ADUL + CINTA ELAST;0;;;;;0;;;;;106;Efectos y accesorios;BOLSA MASC ADUL + CINTA ELAST;;;
1;183730;BOLSA MASC PED + CINTA ELAST;0;;;;;0;;;;;106;Efectos y accesorios;BOLSA MASC PED + CINTA ELAST;;;
1;449520;BOLSA ORINA CORYSAN EXT 2L 30U;0;oct-29;;;;0;;;;;106;Efectos y accesorios;BOLSA ORINA CORYSAN EXT 2L 30U;;;
1;337261;BOLSA ORINA INF CORYSAN 12 UN;0;mar-28;;;;0;;;;;106;Efectos y accesorios;BOLSA ORINA INF CORYSAN 12 UN;;;
1;462887;BOLSA ORINA PIERNA BE 500CC30U;0;;;;;0;;;;;106;Efectos y accesorios;BOLSA ORINA PIERNA BE 500CC30U;;;
1;451989;BOLSA ORINA RECO LISUBEL 2L30U;0;;;;;0;;;;;106;Efectos y accesorios;BOLSA ORINA RECO LISUBEL 2L30U;;;
1;187126;BOLSAS PLECHE MATERNA MED 25U;0;;;0;0;15,95;0;15,95;0;;101;Parafarmacia;BOLSAS PLECHE MATERNA MED 25U;;;
1;696294;BOLTIN 2,5 MG 28 COMPRIMIDOS;0;may-27;;8,15;0;11,3;0;3,15;0;;01;Especialidad;BOLTIN 2,5 MG 28 COMPRIMIDOS;;;
1;762472;BONJESTA 20 MG/20 MG 20 COMPRIMIDOS LIBERACION MODIFICADA;0;feb-29;;;;0;;;;;01;Especialidad;BONJESTA 20 MG/20 MG 20 COMPRIMIDOS LIBERACION MODIFICADA;;;
1;659698;BOREA 160 MG 30 COMPRIMIDOS;0;mar-28;;;;0;;;;;01;Especialidad;BOREA 160 MG 30 COMPRIMIDOS;;;
1;661496;BOREA 160 MG 30 SOBRES GRANULADO PARA SUSPENSION ORAL;0;;;;;0;;;;;01;Especialidad;BOREA 160 MG 30 SOBRES GRANULADO PARA SUSPENSION ORAL;;;
1;197671;BOTIQUIN DE PRIMEROS AUXILIOS ACOFAR 1 UNIDAD GRANDE;0;;;;;0;;;;;106;Efectos y accesorios;BOTIQUIN DE PRIMEROS AUXILIOS ACOFAR 1 UNIDAD GRANDE;;;
1;197672;BOTIQUIN DE PRIMEROS AUXILIOS ACOFAR 1 UNIDAD PEQUE�A;0;sep-26;;;;0;;;;;106;Efectos y accesorios;BOTIQUIN DE PRIMEROS AUXILIOS ACOFAR 1 UNIDAD PEQUE�A;;;
1;343061;BRAGA PAPEL APOSAN 4 UN L;0;mar-27;;0;0;5,95;0;5,95;0;;106;Efectos y accesorios;BRAGA PAPEL APOSAN 4 UN L;;;
1;343079;BRAGA PAPEL APOSAN 4 UN M;0;mar-60;;;;0;;;;;106;Efectos y accesorios;BRAGA PAPEL APOSAN 4 UN M;;;
1;711251;BRALTUS 10 MICROGRAMOS 30 CAPSULAS PARA INHALACION + INHALADOR ZONDA;0;;;;;0;;;;;01;Especialidad;BRALTUS 10 MICROGRAMOS 30 CAPSULAS PARA INHALACION + INHALADOR ZONDA;;;
1;582399;BRAVECTO 1000 MG 1 COMPRIMIDO MASTICABLE PARA PERROS GRANDES;0;jul-26;;;;0;;;;;205;Veterinaria;BRAVECTO 1000 MG 1 COMPRIMIDO MASTICABLE PARA PERROS GRANDES;;;
1;582393;BRAVECTO 250 MG 1 COMPRIMIDO MASTICABLE PARA PERROS PEQUE�OS;0;feb-27;;;;0;;;;;205;Veterinaria;BRAVECTO 250 MG 1 COMPRIMIDO MASTICABLE PARA PERROS PEQUE�OS;;;
1;582396;BRAVECTO 500 MG 1 COMPRIMIDO MASTICABLE PARA PERROS MEDIANOS;0;ago-26;;;;0;;;;;205;Veterinaria;BRAVECTO 500 MG 1 COMPRIMIDO MASTICABLE PARA PERROS MEDIANOS;;;
1;190952;BRAZ EPICON FIX FLS ADVANCE TU;0;nov-29;;;;0;;;;;106;Efectos y accesorios;BRAZ EPICON FIX FLS ADVANCE TU;;;
1;688671;BRENTAN 20 MG/G + 10 MG/G CREMA 1 TUBO 30 G;0;ene-28;;10,89;0;15,1;0;4,21;0;;01;Especialidad;BRENTAN 20 MG/G + 10 MG/G CREMA 1 TUBO 30 G;;;
1;710324;BRILIQUE 60 MG 60 COMPRIMIDOS RECUBIERTOS;0;;;;;0;;;;;01;Especialidad;BRILIQUE 60 MG 60 COMPRIMIDOS RECUBIERTOS;;;
1;665929;BRILIQUE 90 MG 56 COMPRIMIDOS RECUBIERTOS;0;abr-28;;;;0;;;;;01;Especialidad;BRILIQUE 90 MG 56 COMPRIMIDOS RECUBIERTOS;;;
1;705080;BRIMICA GENUAIR 340/12 MICROGRAMOS POLVO PARA INHALACION 1 INHALADOR 60 DOSIS;0;feb-28;;50,65;0;70,25;0;19,6;0;;01;Especialidad;BRIMICA GENUAIR 340/12 MICROGRAMOS POLVO PARA INHALACION 1 INHALADOR 60 DOSIS;;;
1;722348;BRIMVERA 2 MG/ML COLIRIO EN SOLUCION 30 MONODOSIS 0,35 ML;0;nov-29;;;;0;;;;;01;Especialidad;BRIMVERA 2 MG/ML COLIRIO EN SOLUCION 30 MONODOSIS 0,35 ML;;;
1;702057;BRINTELLIX 10 MG 28 COMPRIMIDOS RECUBIERTOS;0;jun-29;;24,58;0;34,09;0;9,51;0;;01;Especialidad;BRINTELLIX 10 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;722304;BRINTELLIX 15 MG 28 COMPRIMIDOS RECUBIERTOS;0;ene-28;;;;0;;;;;01;Especialidad;BRINTELLIX 15 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;702058;BRINTELLIX 20 MG 28 COMPRIMIDOS RECUBIERTOS;0;may-29;;;;0;;;;;01;Especialidad;BRINTELLIX 20 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;726594;BRINTELLIX 20 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 15 ML;0;jun-28;;;;0;;;;;01;Especialidad;BRINTELLIX 20 MG/ML GOTAS ORALES EN SOLUCION 1 FRASCO 15 ML;;;
1;702056;BRINTELLIX 5 MG 28 COMPRIMIDOS RECUBIERTOS;0;feb-29;;12,29;0;17,05;0;4,76;0;;01;Especialidad;BRINTELLIX 5 MG 28 COMPRIMIDOS RECUBIERTOS;;;
1;706456;BRINZOLAMIDA STADA 10 MG/ML COLIRIO EN SUSPENSION 1 FRASCO 5 ML;0;jun-27;;;;0;;;;;01;Especialidad;BRINZOLAMIDA STADA 10 MG/ML COLIRIO EN SUSPENSION 1 FRASCO 5 ML;;;
