Codigo_Nacional;Codigo;Nombre;Total Ventas;ventas1;ventas2;ventas3;ventas4;ventas5;ventas6;ventas7;ventas8;ventas9;ventas10;ventas11;ventas12;
657353;8470006573532;CO-DIOVAN 8012.5 MG 28 COMP;26;1;1;1;4;2;3;2;2;2;4;1;3;
650389;8470006503898;CO-DIOVAN FORTE 16025MG 28 CO;22;2;1;1;1;1;1;2;3;3;4;2;1;
661221;8470006612217;CO-DIOVAN FORTE 32025MG 28 CO;23;0;1;1;2;3;1;2;3;2;3;2;3;
754234;8470007542346;COAPROVEL 30012.5MG 28 COMP;23;2;2;1;1;1;1;2;3;2;3;1;4;
669549;8470006695494;COD EFFERALGAN 20 COMP EFER;6;1;0;3;0;0;1;0;0;0;0;0;1;
442657;8470004426571;CODERA VENTUBEL T 1;1;1;0;0;0;0;0;0;0;0;0;0;0;
316751;8470003167512;CODERA-BANDA EPICOND FARMAL M;2;0;0;0;0;0;1;0;0;1;0;0;0;
316753;8470003167536;CODERA-BANDA EPICOND FARMAL P;1;0;0;0;0;0;0;0;0;1;0;0;0;
181020;8470001810205;COLAGENO MAGN FARLINE ACT 400g;2;1;1;0;0;0;0;0;0;0;0;0;0;
703194;8470007031949;COLCHICINA SEID 0.5MG 20 COMP;2;1;0;0;0;0;0;0;0;0;0;0;1;
654130;8470006541302;COLCHICINA SEID 1 MG 40 GRAN;7;1;1;0;0;1;0;2;1;0;0;0;1;
654112;8470006541128;COLCHIMAX 60 COMP;1;0;0;1;0;0;0;0;0;0;0;0;0;
231845;8470002318458;COLD-HOT FRIO-CALOR MINI 11X12;1;0;0;1;0;0;0;0;0;0;0;0;0;
764375;8470007643753;COLECALCIF NORMON 10.000UIML;8;1;0;3;0;0;2;0;1;0;0;0;1;
766517;8470007665175;COLECALCIFEROL NORMO25.000UI 4;1;0;0;0;0;0;1;0;0;0;0;0;0;
182752;8470001827524;COLIGAS FAST 50 CAPSULAS;10;1;0;1;1;1;0;0;2;0;3;1;0;
186618;8470001866189;COLILEN IBS 96 CAPS;1;0;0;0;0;0;0;1;0;0;0;0;0;
176126;8470001761262;COLIMIL BABY 30ML;1;0;0;0;0;0;0;1;0;0;0;0;0;
653445;8470006534458;COLIRCUSI DEXAM 0.1% 10ML;2;0;0;0;0;0;1;0;1;0;0;0;0;
653437;8470006534373;COLIRCUSI FENILEFRINA 10% 10ML;2;0;0;1;0;0;0;0;0;0;0;0;1;
672096;8470006720967;COLIRCUSI GENTADEXA 10ML;7;0;0;0;1;1;2;0;0;0;1;1;1;
653470;8470006534700;COLIRCUSI GENTAMIC 0.3% 10ML;1;0;0;0;1;0;0;0;0;0;0;0;0;
654826;8470006548264;COLIROFTA ATROPINA 0.5 % 10ML;2;0;0;1;0;0;1;0;0;0;0;0;0;
654825;8470006548257;COLIROFTA CICLOPEJICO 1 % 10ML;8;0;1;0;0;0;1;1;2;2;0;1;0;
653486;8470006534861;COLIROFTA TROPICAMIDA 1% 5 ML;12;0;3;4;0;0;1;0;0;1;0;2;1;
178284;8470001782847;COLNATUR FISIO CREMA MASAJE DEPOR 250 ML;2;0;0;0;0;0;0;0;0;0;0;2;0;
COLFEM51;COLFEM51;COLONIA 212VIP CAROLINA HERRERA 100ML;1;0;0;0;0;0;0;0;0;0;1;0;0;
COLMAS25;COLMAS25;COLONIA 7 DE LOEWE 100ML;1;0;0;0;0;0;0;0;0;0;1;0;0;
COLFEM01;COLFEM01;COLONIA AGUA DE ROSAS DE ADOLFO DOMINGUEZ 100ML;2;0;0;0;0;1;0;1;0;0;0;0;0;
COLMAS28;COLMAS28;COLONIA AGUA DI GIO 100ML;1;0;0;0;0;1;0;0;0;0;0;0;0;
COLFEM24;COLFEM24;COLONIA AIRE DE LOEWE 100ML;1;0;0;0;0;0;0;0;0;0;0;0;1;
COLFEM49;COLFEM49;COLONIA ARMANI CODE 100ML;4;0;0;2;0;0;0;0;0;0;0;0;2;
COLMAS11;COLMAS11;COLONIA ARMANI HOMBRE 100ML;1;0;0;0;0;1;0;0;0;0;0;0;0;
COLFEM45;COLFEM45;COLONIA ARMANI MUJER 100ML;3;0;0;0;0;0;0;0;3;0;0;0;0;
COLMAS24;COLMAS24;COLONIA ATTITUDE DE ARMANI 100ML;1;0;0;0;1;0;0;0;0;0;0;0;0;
COLMAS02;COLMAS02;COLONIA BULGARY 100ML;7;0;0;0;0;0;0;7;0;0;0;0;0;
COLFEM43;COLFEM43;COLONIA CHANNEL N�5 100ML;3;0;1;0;0;1;0;0;1;0;0;0;0;
COLFEM46;COLFEM46;COLONIA EAU DE COURREGES 100ML;5;1;0;0;0;1;1;1;0;0;1;0;0;
COLFEM64;COLFEM64;COLONIA GOOD GIRL 100ML;1;0;0;0;1;0;0;0;0;0;0;0;0;
COLMAS16;COLMAS16;COLONIA HUGO BOSS HOMBRE 100ML;5;0;1;2;0;0;1;0;0;0;0;1;0;
COLFEM57;COLFEM57;COLONIA L�EAU D�ISSEY DE ISSEY MIYAKE 100ML;4;0;1;0;1;0;0;1;0;0;0;1;0;
COLMAS23;COLMAS23;COLONIA ONE MILLION DOLAR DE PACO RABANNE 100ML;2;0;0;0;1;0;0;0;0;0;1;0;0;
COLMAS19;COLMAS19;COLONIA POLO BLUE 100ML;4;0;1;0;0;1;0;0;1;0;0;1;0;
COLFEM53;COLFEM53;COLONIA ROMANCE DE RALPH LAUREN 100ML;1;0;0;0;0;0;0;0;0;1;0;0;0;
COLFEM05;COLFEM05;COLONIA TE VERDE BULGARY 100ML;2;0;0;0;1;0;0;0;0;0;1;0;0;
464362;8470004643626;COLOPLAST MANGAS CONSEAL 12836;1;0;0;0;0;0;0;0;0;0;1;0;0;
463380;8470004633801;COLOPLAST SIST IRRIGAC R 12830;2;0;0;1;0;0;0;0;0;0;1;0;0;
720031;8470007200314;COLPERMIN 187 MG 30 CAP;1;0;0;0;0;0;0;0;0;1;0;0;0;
653113;8470006531136;COLPOTROFIN CR VAGINAL 30 GR;14;1;0;2;3;0;1;0;1;1;2;1;2;
198100;8470001981004;COLTEX JARABE TOS 150 ML;1;0;0;0;0;0;0;0;0;0;0;1;0;
172374;8470001723741;COLUT SIN ALCOH FARLINE 500ML;1;0;1;0;0;0;0;0;0;0;0;0;0;
653511;8470006535110;COMBIGAN COLIRIO 5 ML;5;0;0;0;0;0;0;1;1;0;0;1;2;
155917;8470001559173;COMPEED AMP SPORT PLANTA PIE 5;8;0;0;0;4;0;2;2;0;0;0;0;0;
206840;8470002068407;COMPEED AMPOLLAS EXTREME 10 UN;14;0;1;2;2;1;1;2;1;2;1;1;0;
206841;8470002068414;COMPEED AMPOLLAS MIXTO 10 UN;4;0;0;0;0;1;0;0;1;2;0;0;0;
206842;8470002068421;COMPEED AMPOLLAS TM 10 UN;2;0;0;0;0;0;0;0;0;0;2;0;0;
211233;8470002112339;COMPEED ANTIGRANOS DISCRE 15UN;6;0;0;3;1;0;0;0;1;0;0;1;0;
241091;8470002410916;COMPEED APOSIT DEDOS PIES 8 UN;7;0;0;1;0;2;0;0;3;1;0;0;0;
324566;8470003245661;COMPEED APOSIT DUREZAS MD 6 UN;4;0;0;1;0;1;0;0;1;0;0;0;1;
229831;8470002298316;COMPEED APOSITOS AMPOLLAS MD 5;21;0;2;2;3;1;1;2;3;2;1;2;2;
269761;8470002697614;COMPEED APOSITOS AMPOLLAS PQ 6;8;0;0;0;2;1;1;1;1;2;0;0;0;
324558;8470003245586;COMPEED APOSITOS CALLOS 10 UN;4;0;0;0;0;0;0;2;0;0;1;0;1;
162921;8470001629210;COMPEED PACK MIXTO AMP 5 UN;8;1;1;1;1;1;0;3;0;0;0;0;0;
232357;8470002323575;COMPEED PARCHE CALENTURAS 15 U;7;2;0;0;0;1;0;1;1;1;1;0;0;
198139;8470001981394;COMPEED STICK ANTIFRICC 8 ML;3;0;0;0;0;0;0;2;0;1;0;0;0;
659384;8470006593844;COMPETACT 15850 MG 56 COM;10;0;1;1;1;2;1;0;1;0;1;1;1;
308757;8470003087575;COMPLIDERMOL 5 ALFA 60 CAPS;4;1;0;0;1;0;1;1;0;0;0;0;0;
183219;8470001832191;COMPLIDERMOL 5A PLUS 60 CAPS;3;0;0;0;2;0;0;0;0;1;0;0;0;
482257;8470004822571;COMPRESA ESTERIL APOSAN 100 UN;1;0;0;0;0;0;1;0;0;0;0;0;0;
482232;8470004822328;COMPRESA ESTERIL APOSAN 25 UN;55;7;3;1;4;1;6;3;9;6;6;4;5;
482240;8470004822403;COMPRESA ESTERIL APOSAN 50 UN;9;1;1;0;1;1;2;2;0;1;0;0;0;
174530;8470001745309;COMPRESA EVAX COTTON ALA SUP14;2;0;0;0;0;0;0;0;0;0;2;0;0;
173561;8470001735614;COMPRESA EVAX COTTON ALAS 19;6;3;0;2;0;0;0;0;0;0;1;0;0;
173563;8470001735638;COMPRESA EVAX COTTON SPL ALA12;3;1;0;0;1;0;0;0;0;0;1;0;0;
173568;8470001735683;COMPRESA EVAX LIBER SUP ALAS10;2;0;0;0;2;0;0;0;0;0;0;0;0;
178352;8470001783523;COMPRESA FARMACO PLUS MINI 15U;1;0;0;0;0;1;0;0;0;0;0;0;0;
178354;8470001783547;COMPRESA FARMACO PLUS SUPE 10U;54;0;0;0;1;0;0;0;10;8;10;15;10;
315253;8470003152532;COMPRESA FARMACONF DIA ALA 10U;1;0;0;0;0;0;0;0;0;0;0;1;0;
482158;8470004821581;COMPRESA GASA EST INDAS 25 UN;1;0;0;0;0;0;0;0;0;0;0;0;1;
482166;8470004821666;COMPRESA GASA EST INDAS 50 UN;3;0;0;0;1;0;0;0;0;0;1;1;0;
138099;8470001380999;COMPRESA INDAS MATERN CELU 25U;2;0;1;0;0;0;0;0;1;0;0;0;0;
315804;8470003158046;COMPRESA MATERNITY ALGODON 20U;3;0;0;0;0;0;0;0;0;0;3;0;0;
662849;8470006628492;CONBRIZA 20MG 28COMP;3;1;1;1;0;0;0;0;0;0;0;0;0;
713792;8470007137924;CONCERTA 18 MG 30 COMP;1;0;0;0;0;1;0;0;0;0;0;0;0;
722215;8470007222156;CONCERTA 36 MG 30 COMP;28;2;4;3;1;2;1;6;3;2;2;1;1;
722314;8470007223146;CONCERTA 54 MG 30 COMP;19;1;1;2;1;1;2;4;3;0;3;0;1;
194442;8470001944429;CONCEVIT PRECONCEPCION 40CAP B;1;1;0;0;0;0;0;0;0;0;0;0;0;
815241;8470008152414;CONDROSAN 60 CAPSULAS;108;6;8;8;8;5;13;11;11;9;11;7;11;
815217;8470008152179;CONDROSULF 400 MG 60 CAPS;37;3;3;3;5;2;5;4;4;1;2;3;2;
161960;8470001619600;CONTOUR NEXT 25 TIRAS REACTIV;3;0;2;1;0;0;0;0;0;0;0;0;0;
161961;8470001619617;CONTOUR NEXT 50 TIRAS REACTIV;13;0;1;1;1;1;2;1;1;1;2;1;1;
186974;8470001869746;CONTROL G.MASAJ THAIPASS 200ML;3;0;0;0;0;0;2;0;0;1;0;0;0;
192543;8470001925435;CONTROL LUBRICANTE ALOE 75 ML;3;0;1;0;0;0;0;0;0;0;1;1;0;
175590;8470001755902;CONTROL PRES FINISS ULTRAF 10U;7;0;0;1;1;0;1;1;1;1;0;0;1;
304758;8470003047586;CONTROL PRESERVA NATURE XL 12U;1;0;0;0;0;0;0;0;0;0;1;0;0;
304683;8470003046831;CONTROL PRESERVATIV NATURE 24U;3;0;0;0;0;0;0;1;0;0;2;0;0;
215198;8470002151987;CONTROLCOL 90 COMPRIMIDOS;2;0;0;0;0;0;1;0;0;1;0;0;0;
458117;8470004581171;CONVAMAX SUPERABS NADH 15X15;2;0;0;0;2;0;0;0;0;0;0;0;0;
181092;8470001810922;COREGA ACCION TOTAL 36 TABS;2;0;0;0;0;0;0;0;1;0;1;0;0;
311161;8470003111614;COREGA EXT FTE SIN SABOR 40 ML;1;0;0;0;0;0;0;0;0;0;0;0;1;
151329;8470001513298;COREGA EXT FTE SIN SABOR 70 GR;4;0;0;0;1;1;2;0;0;0;0;0;0;
206012;8470002060128;COREGA MAX CONFORT 40G;2;0;0;0;0;0;1;0;0;0;1;0;0;
206013;8470002060135;COREGA MAX CONFORT 70G;2;0;0;0;0;0;1;0;0;0;0;0;1;
200692;8470002006928;COREGA ORTODONCIAS Y FERUL 36T;2;0;0;0;0;2;0;0;0;0;0;0;0;
349787;8470003497879;COREGA OXIGENO BIACTIVO 30TABL;4;0;0;0;1;0;0;0;0;2;0;1;0;
185428;8470001854285;COREGA OXIGENO BIACTIVO108TABL;3;0;0;0;0;1;0;0;1;0;0;1;0;
204868;8470002048683;COREGA SELLADO MAXIM MENTA 40G;4;1;0;1;0;0;1;1;0;0;0;0;0;
184866;8470001848666;COREGA SELLADO MAXIMO 40 G;12;0;0;0;2;3;1;1;2;1;1;1;0;
184867;8470001848673;COREGA SELLADO MAXIMO 70 G;3;0;1;0;0;0;0;2;0;0;0;0;0;
254847;8470002548473;COREGA SUPER ULTR CR EXT FTE40;4;1;0;0;0;0;1;1;0;0;0;0;1;
300293;8470003002936;COREGA SUPER ULTR CR EXT FTE70;2;1;0;1;0;0;0;0;0;0;0;0;0;
216342;8470002163423;COREGA SUPREME 40G;1;0;1;0;0;0;0;0;0;0;0;0;0;
232876;8470002328761;CORPITOL GOTAS 20 ML;2;1;0;0;0;0;0;0;1;0;0;0;0;
376418;8470003764186;CORPITOL GOTAS 50 ML;2;0;0;1;0;0;0;0;1;0;0;0;0;
239693;8470002396937;CORTAU�AS PEDICURA CDEPOSITO;1;0;0;0;0;0;0;0;0;1;0;0;0;
587364;8470005873640;CORTAVANCE 0.58MGML 76ML HDPE;1;0;0;0;0;0;1;0;0;0;0;0;0;
716318;8470007163183;COSDUO 205 MGML SOLUCION 5ML;5;0;0;0;0;0;0;2;0;1;1;0;1;
993188;8470009931889;COSLAN 250 MG 20 CAPS;15;3;2;1;2;1;2;0;0;1;2;0;1;
246439;8470002464391;COSMECLINIK BASICO FLUID RENOV;1;0;1;0;0;0;0;0;0;0;0;0;0;
482620;8470004826203;COSMOPOR E APOSITO 10X6 CM;4;0;0;0;2;0;1;0;0;0;1;0;0;
482638;8470004826388;COSMOPOR E APOSITO 10X8 CM;4;0;2;1;0;0;0;1;0;0;0;0;0;
482646;8470004826463;COSMOPOR E APOSITO 15X8 CM;10;1;0;0;1;0;1;1;1;0;4;1;0;
482653;8470004826531;COSMOPOR E APOSITO 20X10 CM;3;0;0;0;0;0;1;0;0;0;1;1;0;
482612;8470004826128;COSMOPOR E APOSITO 7.2X5 CM;21;0;2;2;3;1;2;4;1;1;1;3;1;
204326;8470002043268;COSMOPOR SILICONE 10X8CM 5U;1;0;0;0;1;0;0;0;0;0;0;0;0;
164766;8470001647665;COSMOPOR WATERPROOF 10*8 5UNS;3;0;1;0;0;0;0;1;0;0;0;0;1;
840702;8470008407026;COSOPT COLI 5 ML;52;7;2;9;3;4;5;3;6;4;3;4;2;
723847;8470007238478;COSOPT DIFARMED 20 mg/ml + 5 mg/ml COLIRIO EN SOLUCION 1 FRASCO 5 ml;-1;0;0;-1;0;0;0;0;0;0;0;0;0;
723444;8470007234449;COSOPT PF 20+5 MGML 10ML;4;1;0;2;0;0;0;0;0;1;0;0;0;
681528;8470006815281;COULDINA 20 COMP;20;2;2;3;2;0;0;3;0;2;0;2;4;
702151;8470007021513;COULDINA CON PARACETAMOL 20COM;9;2;1;1;1;0;0;0;2;0;0;1;1;
715140;8470007151401;COULDINA IBUPROFENO 20 COM;8;2;1;2;1;0;0;0;0;0;1;0;1;
689380;8470006893807;COULDINA INSTANT 20 SOBR;6;0;0;0;0;2;0;0;0;1;2;1;0;
495804;8470004958041;CP CVX CR MIDI OP KIT 45MM;19;2;4;2;0;2;2;0;4;3;0;0;0;
175231;8470001752314;CRANBEROLA FLASH 20 CAPS;2;1;0;0;0;0;0;0;0;0;1;0;0;
KE805225;KE805225;CREATINA CELLULAR MANDARINA PUNCH KEEP GOING 800GR;5;0;0;2;1;1;0;1;0;0;0;0;0;
177005;8470001770059;CREMA ADHESIVA FARLINE 40 G;4;0;2;0;0;0;1;1;0;0;0;0;0;
195168;8470001951687;CREMA HIDRATANTE CERAVE 1 ENVASE 473 ml RECARGA;2;0;0;0;1;1;0;0;0;0;0;0;0;
661872;8470006618721;CRESTOR 10 MG 28 COMP;103;10;8;10;4;15;11;7;10;3;8;10;7;
661873;8470006618738;CRESTOR 20 MG 28 COMP;25;3;0;3;4;1;2;2;1;2;1;2;4;
661858;8470006618585;CRESTOR 5 MG 28 COMP;57;7;6;4;5;7;6;1;1;4;4;6;6;
884817;8470008848171;CRISTALMINA FILM 30 G;3;0;0;0;0;0;2;0;0;0;0;1;0;
787341;8470007873419;CRISTALMINA SOL 25 ML;2;0;0;0;0;1;0;0;0;0;1;0;0;
661250;8470006612507;CRISTALMINA SOL PULV CUT 25 ML;36;2;3;2;4;2;4;2;2;2;0;6;7;
738344;8470007383444;CUATROCREM CR 30 G;6;0;1;2;0;2;0;0;0;1;0;0;0;
379172;8470003791724;CUCHARA NUK MAGIC 2 UN;1;0;0;0;0;0;0;0;0;0;0;1;0;
384032;8470003840323;CUCHARA SUAVINEX INFANTIL 2 UN;1;1;0;0;0;0;0;0;0;0;0;0;0;
162122;8470001621221;CUCHARA SUAVINEX SILICONA +4M;1;0;0;0;0;0;0;0;0;0;0;0;1;
242990;8470002429901;CUCHILLAS CORTACALL BETER 10U;1;1;0;0;0;0;0;0;0;0;0;0;0;
150120;8470001501202;CUMLAUDE CLX HIDRAT EXT 30 ML;7;0;0;0;1;2;2;0;0;0;1;1;0;
160706;8470001607065;CUMLAUDE CLX OVULOS 10 UN;3;0;0;1;0;0;0;0;0;1;0;1;0;
166773;8470001667731;CUMLAUDE DELIGYN 500ML;3;0;0;0;0;0;1;0;0;1;0;1;0;
305548;8470003055482;CUMLAUDE DRENAQUA 30 CAPS;11;0;1;1;1;1;1;1;1;1;1;0;2;
318824;8470003188241;CUMLAUDE GEL-CR HIDRAT INTERNO;4;0;0;0;0;0;0;0;0;0;2;1;1;
210876;8470002108769;CUMLAUDE HIG INTIMA HYD OIL200;1;0;0;0;0;0;0;0;0;0;0;0;1;
CUM23902;CUM23902;CUMLAUDE LAB: DUPLO HIDRATANTE INTERNO 5 ML 12 UDS 2� UD -25% DESCUENTO;5;0;0;0;1;0;1;0;0;1;1;1;0;
202290;8470002022904;CUMLAUDE LAB: HIGIENE INTIMA CLX GEL 1 TUBO 200 ml;1;1;0;0;0;0;0;0;0;0;0;0;0;
CUM77707;CUM77707;CUMLAUDE LAB: LUBRIPIU HIGIENE INTIMA SEQUEDAD OLEO LECHE 100ML;3;0;0;0;0;0;0;0;0;1;0;1;1;
CUMLA681;CUMLA681;CUMLAUDE LAB: PACK HIGIENE INTIMA DELIGYN 1 ENVASE 2x500 ml 2� UD -40% DESCUENTO;1;0;0;0;0;0;0;0;0;1;0;0;0;
CUMLA028;CUMLA028;CUMLAUDE LAB: PACK INTIMCARE RUTINA INTIMA STOP MOLESTIAS;1;0;0;0;0;0;0;0;0;0;0;1;0;
CUMLA004;CUMLA004;CUMLAUDE LAB: PACK INTIMCARE RUTINA SALUD SEXUAL;3;1;0;0;0;0;0;1;0;0;0;1;0;
CUM05759;CUM05759;CUMLAUDE LAB: PACK RUTINA INTIMA HIDRATACION PLUS INTIMCARE x LUBRIPIU;2;0;0;0;0;0;0;1;0;0;1;0;0;
CUM32702;CUM32702;CUMLAUDE LAB: PROMO DUPLO GYNELAUDE MUCUS 30 ML;12;1;3;1;1;0;0;0;1;0;2;2;1;
198726;8470001987266;CUMLAUDE LUBRIPIU CR 30 ML;3;0;0;1;0;0;0;0;0;0;1;0;1;
179086;8470001790866;CUMLAUDE PREBIOTIC 3GR 10 OVUL;4;0;0;0;0;1;1;0;1;0;0;0;1;
203338;8470002033382;CUMLAUDE SEROTOGYN NOCTA 30CAP;11;0;1;1;1;1;1;1;1;1;1;0;2;
952937;8470009529376;CUSIMOLOL 0.5 % COLI 5 ML;10;0;2;2;0;0;2;0;0;2;0;1;1;
716819;8470007168195;CYCLOGEST 400 MG 15 OVULOS;141;15;22;20;13;8;12;10;10;4;10;5;12;
589409;8470005894096;CYLANIC 250 62.5MG 10COMP;3;0;0;0;0;0;0;1;2;0;0;0;0;
651478;8470006514788;CYMBALTA 30 MG 28 CAPS;4;0;0;0;0;0;1;0;0;0;0;1;2;
651479;8470006514795;CYMBALTA 60 MG 28 CAPS;9;0;0;0;0;0;0;1;0;4;1;2;1;
190765;8470001907653;CYSTICLEAN 240 MG D-MAN 30 SOB;1;0;0;0;1;0;0;0;0;0;0;0;0;
203025;8470002030251;D+DONNAPLUS SAFROMOTIVE 60CAP;1;0;1;0;0;0;0;0;0;0;0;0;0;
762334;8470007623342;DABIGATRAN CINFA 110MG 60CA;1;1;0;0;0;0;0;0;0;0;0;0;0;
762331;8470007623311;DABIGATRAN CINFA 150MG 60CA;7;0;1;0;1;1;0;0;1;1;0;1;1;
764396;8470007643968;DABIGATRAN TEVA 150MG 60CAP;1;0;0;0;0;0;1;0;0;0;0;0;0;
995233;8470009952334;DACORTIN 30 MG 30 COMP;7;0;1;3;0;0;0;0;2;0;1;0;0;
739284;8470007392842;DACORTIN 5 MG 30 COMP;7;0;1;1;0;0;0;0;1;2;1;0;1;
816207;8470008162079;DAFLON 500 MG 30 COMP;7;1;2;1;0;1;1;0;0;0;0;1;0;
655365;8470006553657;DAFLON 500 MG 60 COMP;26;1;4;1;2;3;2;3;4;2;4;0;0;
DAF002;DAF0020;DAFORTE GEL ORAL 20 ML;2;0;0;0;0;0;0;0;0;1;0;1;0;
722016;8470007220169;DAGAN 5 MG 30 COM;1;0;0;0;0;0;0;0;0;1;0;0;0;
763715;8470007637158;DAITAL 60.4MG 30COM;6;2;1;1;1;1;0;0;0;0;0;0;0;
725197;8470007251972;DAIVOBET 50500 MCG 80 GR;5;0;0;0;0;1;0;2;1;0;0;0;1;
748970;8470007489702;DAIVOBET PDA 60 G;4;0;0;1;0;1;0;1;0;0;0;0;1;
733038;8470007330387;DAIVONEX CREMA 120 G;3;0;0;0;0;0;0;0;0;0;3;0;0;
955419;8470009554194;DAKTARIN ORAL GEL 40 G;2;0;0;0;0;0;1;0;0;1;0;0;0;
654138;8470006541388;DAKTARIN TOPICO 2% CR 40 G;5;1;1;1;0;0;1;0;1;0;0;0;0;
654278;8470006542781;DALACIN 150 MG 24 CAP;1;0;0;0;0;0;0;0;0;0;1;0;0;
654286;8470006542866;DALACIN 300 MG 24 CAP;17;0;1;2;1;2;2;0;3;3;2;0;1;
719658;8470007196587;DALACIN CR VAG 40 G;1;0;0;0;0;0;0;0;0;0;0;0;1;
765875;8470007658757;DALACIN EMUL 10 MG 30 ML;7;0;0;0;0;2;1;0;2;2;0;0;0;
764111;8470007641117;DALINGO 165MG 30 COMPRIMIDOS;15;1;1;2;1;1;2;2;1;1;1;1;1;
764112;8470007641124;DALINGO 330MG 30 COMPRIMIDOS;1;0;1;0;0;0;0;0;0;0;0;0;0;
764113;8470007641131;DALINGO 82.5MG 30 COMPRIMIDOS;15;1;0;1;2;1;3;1;0;4;1;1;0;
732185;8470007321859;DALPARAN 10 MG 28 COMP;3;0;0;0;1;0;0;0;0;0;0;0;2;
660782;8470006607824;DALSY 40 MGML SUSP ORAL 150ML;33;4;4;2;3;1;2;1;1;6;2;2;5;
666107;8470006661079;DALSY SUSP 20MGML 150 ML;20;2;0;3;0;0;1;3;2;2;2;3;2;
679845;8470006798454;DALSYDOL 400 MG 30 COMP;2;0;0;0;0;0;0;0;0;1;0;1;0;
195200;8470001952004;DAOFOOD PLUS 60 CAPS;3;0;0;0;0;2;0;0;0;0;0;1;0;
661172;8470006611722;DAPAROX 33MGML GOT ORAL 20 ML;3;0;1;1;0;0;0;1;0;0;0;0;0;
195481;8470001954817;DE MEMORY STUDIO 30 CAPS;1;0;0;0;0;0;0;1;0;0;0;0;0;
740456;8470007404569;DEANXIT 30 GRAG;35;2;3;0;6;1;6;2;4;2;2;4;3;
990325;8470009903251;DECAPEPTYL 3.75 MG AMP;26;3;2;2;4;2;2;1;3;3;2;1;1;
745174;8470007451747;DECAPEPTYL DIARIO 0.1 MG 7VIAL;2;0;0;1;0;0;0;0;0;0;0;0;1;
668889;8470006688892;DECAPEPTYL TRIMESTRAL 11.25 1A;1;0;1;0;0;0;0;0;0;0;0;0;0;
963330;8470009633301;DECLOBAN PDA 15 G;7;0;0;1;0;0;0;0;1;1;1;1;2;
963348;8470009633486;DECLOBAN PDA 30 G;14;2;2;1;2;4;1;1;1;0;0;0;0;
679562;8470006795620;DEFLAZACORT CINFA 30 MG 10 COM;29;2;1;4;5;5;0;0;0;1;4;2;5;
679561;8470006795613;DEFLAZACORT CINFA 6 MG 20 COM;1;1;0;0;0;0;0;0;0;0;0;0;0;
701220;8470007012207;DELTIUS 10000 UIML GOTAS 10ML;45;5;2;5;0;2;7;5;2;4;2;4;7;
726634;8470007266341;DELTIUS 25000 UI 4 CAPSULAS;46;4;3;2;7;3;2;4;5;5;2;1;8;
701218;8470007012184;DELTIUS 25000 UI SOL 4X2.5 ML;45;5;5;1;6;1;1;5;3;7;4;3;4;
701217;8470007012177;DELTIUS 250002.5 UNIDOS 2.5ML;19;2;1;1;1;1;3;1;3;1;2;1;2;
762758;8470007627586;DELTIUS 25000UI COLECALCIF 8CA;35;4;5;4;3;0;2;3;6;2;3;1;2;
697784;8470006977842;DEMILOS 600MG 1000UI 30 CO BUC;55;5;1;5;4;6;5;5;4;5;5;5;5;
728979;8470007289791;DEMILOS 600MG2000UI 30CO BUCO;72;6;7;7;3;7;8;5;5;4;7;6;7;
160919;8470001609199;DENTIBLANC DUPLO 2 X 100ML;1;0;0;0;0;0;0;0;0;0;0;1;0;
993600;8470009936006;DENTISPRAY 5 ML;4;0;0;0;0;1;1;0;1;0;0;0;1;
653405;8470006534052;DENVAR 100 MG SUSP 100 ML;1;0;0;0;0;0;0;0;0;0;0;0;1;
803494;8470008034949;DENVAR SUSP 50 ML;1;0;0;0;0;0;0;0;1;0;0;0;0;
650005;8470006500057;DEPAKINE 500 MG 100 COMP;6;1;0;1;1;2;0;0;1;0;0;0;0;
671149;8470006711491;DEPAKINE CRONO 500 MG 100 COMP;4;0;0;1;1;0;0;0;1;0;1;0;0;
671081;8470006710814;DEPAKINE SOLU 40 ML;44;5;6;2;2;2;10;3;4;2;4;2;2;
741629;8470007416296;DEPO PROGEVERA 150 MG VIAL;1;0;0;0;1;0;0;0;0;0;0;0;0;
702350;8470007023500;DEPRAX EFG 100 MG 30 COMP;67;6;6;5;6;5;2;5;6;4;7;4;11;
702351;8470007023517;DEPRAX EFG 100 MG 60 COMP;17;1;1;3;1;1;2;1;2;0;4;1;0;
656720;8470006567203;DEPRELIO 25 MG 30 CAPS;1;0;0;1;0;0;0;0;0;0;0;0;0;
228742;8470002287426;DEPRESORES DE MADERA JOSE MESTRE 100 UNIDADES;1;0;0;0;0;1;0;0;0;0;0;0;0;
706957;8470007069577;DERATIN COMPLEX MENTA 30 COM;6;0;1;0;3;0;0;0;0;0;0;1;1;
706955;8470007069553;DERATIN COMPLEX MIEL-LIM 30 CO;12;3;2;1;0;0;0;1;0;0;0;2;3;
345199;8470003451994;DERCOS CHAMPU ANTICAS-GRAS 200;1;1;0;0;0;0;0;0;0;0;0;0;0;
156105;8470001561053;DERCOS CHAMPU ESTIMULANT 400ML;1;0;1;0;0;0;0;0;0;0;0;0;0;
791780;8470007917809;DERCUTANE 10 MG 50 CAPS;13;0;0;0;1;2;1;1;3;2;1;0;2;
791962;8470007919629;DERCUTANE 20 MG 50 CAPS;6;0;0;1;0;0;0;0;1;1;1;0;2;
