Codigo_Nacional;Codigo;Nombre;Total Ventas;ventas1;ventas2;ventas3;ventas4;ventas5;ventas6;ventas7;ventas8;ventas9;ventas10;ventas11;ventas12
226E2009;226E2009;226ERS CAFFEINE EXPRESS 100MG 100 CAPS;1;0;0;0;0;1;0;0;0;0;0;0;0
226E1201;226E1201;226ERS CHEW SALTS 13 COMPRIMIDOS MASTICABLES;4;1;2;0;0;1;0;0;0;0;0;0;0
226E1213;226E1213;226ERS CREATINA CREAPURE POLVO 300 GRAMOS;2;1;0;1;0;0;0;0;0;0;0;0;0
226E1212;226E1212;226ERS CREATINA POLVO 300 GRAMOS;19;0;3;2;6;0;3;0;1;0;1;3;0
226E1131;226E1131;226ERS ENERGY DRINK LIMON 1000GR;1;0;0;0;0;1;0;0;0;0;0;0;0
226E1125;226E1125;226ERS ENERGY DRINK LIMON MONODOSIS 50GR;11;2;0;0;0;5;0;0;0;0;0;3;1
226E0227;226E0227;226ERS ENERGY GEL BIO 25G LIMON CAFEINA 25MG;11;3;7;0;0;0;0;0;0;0;0;1;0
226E0391;226E0391;226ERS ENERGY SHOT 60ML 1UD;124;4;24;0;36;12;24;0;0;24;0;0;0
226E0401;226E0401;226ERS HIGH ENERGY GEL CAFE ESPRESO CON CAFEINA 76gr 1 UD;6;0;0;0;0;0;1;1;1;0;0;3;0
226E0398;226E0398;226ERS HIGH ENERGY GEL CEREZA CON CAFEINA 76gr 1 UD;251;36;10;35;21;3;3;0;14;46;26;17;40
226E0396;226E0396;226ERS HIGH ENERGY GEL LIMON 76gr 1 UD;37;4;1;4;4;4;6;0;2;12;0;0;0
226E7002;226E7002;226ERS HIGH FRUCTOSE ENERGY DRINK 90g LIMON SUAVE 1KG 1 UD;1;1;0;0;0;0;0;0;0;0;0;0;0
226E5896;226E5896;226ERS HIGH FRUCTOSE GEL 80 GR CAFEINA 100MG COLA 1 UD;27;4;6;0;5;2;3;0;0;4;3;0;0
226E7700;226E7700;226ERS HYDRAJELLY COLA 40g;6;2;0;0;0;0;1;3;0;0;0;0;0
226E1008;226E1008;226ERS HYDRAZERO DRINK LIMON 225GR 1 UNIDAD;1;0;1;0;0;0;0;0;0;0;0;0;0
226E1002;226E1002;226ERS HYDRAZERO DRINK LIMON 7.5GR 1 UNIDAD;19;1;8;0;3;0;3;0;0;2;0;2;0
226E1007;226E1007;226ERS HYDRAZERO DRINK TROPICAL 225GR 1 UNIDAD;1;1;0;0;0;0;0;0;0;0;0;0;0
226E1003;226E1003;226ERS HYDRAZERO DRINK TROPICAL 7.5GR 1 UNIDAD;2;2;0;0;0;0;0;0;0;0;0;0;0
226E1035;226E1035;226ERS ISOTONIC DRINK FRUTOS ROJOS 1000G 1 UD;1;0;0;0;0;1;0;0;0;0;0;0;0
226E1030;226E1030;226ERS ISOTONIC DRINK LIMON 1000G 1 UD;1;0;0;0;1;0;0;0;0;0;0;0;0
226E1026;226E1026;226ERS ISOTONIC DRINK LIMON 20G 1 UD;9;1;8;0;0;0;0;0;0;0;0;0;0
226E1029;226E1029;226ERS ISOTONIC DRINK LIMON 500G 1 UD;1;0;0;0;0;0;0;0;0;0;0;1;0
226E1032;226E1032;226ERS ISOTONIC DRINK MANGO 1000G 1 UD;1;0;0;0;0;0;0;0;1;0;0;0;0
226E0394;226E0394;226ERS ISOTONIC GEL COLA CAFEINA 68gr 1 UD;30;4;3;2;9;0;0;3;2;2;0;5;0
226E0393;226E0393;226ERS ISOTONIC GEL LIMA 68gr 1 UD;17;0;0;2;5;3;3;1;1;0;0;2;0
226E0777;226E0777;226ERS K-WEEKS IMMUNE 1000GR CAPUCCINO;5;0;0;1;0;2;0;0;1;0;1;0;0
226E0784;226E0784;226ERS K-WEEKS IMMUNE 1000GR CHOCOLATE;1;0;1;0;0;0;0;0;0;0;0;0;0
226E2511;226E2511;226ERS NEO BAR 46% PROTEIN CACAHUETES & CHOCOLATE 50GR;6;0;0;0;0;0;0;0;0;0;0;0;6
226E2528;226E2528;226ERS NEO BAR 46% PROTEIN CHOCOLATE BLANCO & FRESA 50GR;49;5;0;0;23;1;14;0;0;0;0;5;1
226E2504;226E2504;226ERS NEO BAR 46% PROTEIN COCO & CHOCOLATE 50GR;10;5;0;0;5;0;0;0;0;0;0;0;0
226E6563;226E6563;226ERS NITRO PRO SABOR REMOLACHA MONODOSIS 1 UD;1;0;0;0;0;0;1;0;0;0;0;0;0
226E0082;226E0082;226ERS PROTEINA ISOLATED CHOCOLATE 1 KG;4;0;1;0;1;0;1;0;1;0;0;0;0
226E0083;226E0083;226ERS PROTEINA ISOLATED VAINILLA 1 KG;7;0;0;1;0;1;0;0;1;0;2;2;0
226E8327;226E8327;226ERS PROTEINA WHEY CAPUCCINO 1 KG;1;0;1;0;0;0;0;0;0;0;0;0;0
226E8328;226E8328;226ERS PROTEINA WHEY CHOCOLATE 1 KG;5;0;0;1;0;1;1;0;0;0;1;1;0
226E8329;226E8329;226ERS PROTEINA WHEY VAINILLA 1 KG;3;0;0;0;2;0;0;0;0;0;0;1;0
226E2269;226E2269;226ERS RACE DAY BAR BCCAS CHOCOLATE NEGRO 40GR;11;0;0;0;0;2;5;0;1;0;0;3;0
226E2283;226E2283;226ERS RACE DAY BAR BCCAS PLATANO & JENGIBRE 40GR;7;0;0;0;0;5;1;0;0;1;0;0;0
226E2666;226E2666;226ERS RECOVERY DRINK CHOCOLATE 1000GR;1;0;0;0;1;0;0;0;0;0;0;0;0
226E1101;226E1101;226ERS RECOVERY DRINK CHOCOLATE MONODOSIS 50GR;10;0;0;1;1;0;0;0;1;4;2;1;0
226E2665;226E2665;226ERS RECOVERY DRINK VAINILLA 1000GR;1;0;0;0;0;0;0;0;0;0;1;0;0
226E0382;226E0382;226ERS SOLO COFFEE - SPECIALITY COLOMBIA MOLIDO 1000g;1;0;1;0;0;0;0;0;0;0;0;0;0
226E0999;226E0999;226ERS SUB9 SALTS ELECTROLYTES BOTE 100UDS;2;0;0;0;1;0;1;0;0;0;0;0;0
226E0302;226E0302;226ERS SUB9 SALTS ELECTROLYTES DUPLO;9;0;0;1;0;3;0;0;2;0;1;2;0
226E1194;226E1194;226ERS SUB9 SALTS PRO ELECTROLYTES DUPLO;7;0;1;0;0;0;0;0;3;0;1;2;0
226E1206;226E1206;226ERS VEGAN BETA ALANINA 90 CAPSULAS;2;0;0;0;0;0;1;1;0;0;0;0;0
226E2217;226E2217;226ERS VEGAN GUMMIE BAR 30GR PECTINA 125mg SODIO FRESA;30;3;4;2;4;1;4;1;1;0;5;3;2
226E2215;226E2215;226ERS VEGAN GUMMIE BAR 30GR PECTINA BBCAS LIMA;18;0;0;0;0;0;4;1;2;0;8;1;2
226E2214;226E2214;226ERS VEGAN GUMMIE BAR 30GR PECTINA BBCAS MANGO;37;2;1;1;1;0;0;26;1;0;2;1;2
226E2221;226E2221;226ERS VEGAN GUMMIE BAR 30GR PECTINA CAFEINA CHERRY COLA;41;0;3;1;5;0;3;5;3;3;15;3;0
226E2627;226E2627;226ERS VEGAN VITAMIN + 60CAPS;1;0;0;0;0;0;0;1;0;0;0;0;0
686580;8,47001E+12;A A S 100 MG 30 COM;23;2;2;3;2;1;5;2;1;1;1;0;3
700693;8,47001E+12;AAS 500 MG 20 COMPRIMIDOS;9;1;1;2;2;1;1;0;0;1;0;0;0
ABE02816;ABE02816;ABE�ULA BL PQ;2;0;0;0;0;0;0;0;0;0;0;1;1
651608;8,47001E+12;ABILIFY 10 MG 28 COMP DISP;5;0;0;0;0;0;0;0;0;1;1;1;2
728220;8,47001E+12;ABILIFY 15 MG 28 COMP;12;1;2;1;2;2;1;0;0;3;0;0;0
652738;8,47001E+12;ABILIFY 1MGML S OR 150ML;19;0;1;2;1;0;1;6;1;2;2;2;1
728154;8,47001E+12;ABILIFY 5 MG 28 COMP;18;1;1;1;1;1;3;2;1;1;2;2;2
701736;8,47001E+12;ABILIFY MAINTENA400MG 1VI+1DIS;4;1;1;0;1;0;0;1;0;0;0;0;0
738376;8,47001E+12;ABRILIA 20MG 7COM;7;0;0;1;1;1;1;0;1;0;1;0;1
478487;8,47E+12;ABS PANTS DIA MEDIANO 80UI;15;2;1;1;1;2;3;1;1;1;0;1;1
476267;8,47E+12;ABS PANTS NOCHE GRANDE 80UI;2;0;1;0;0;1;0;0;0;0;0;0;0
469452;8,47E+12;ABS PANTS NOCHE MEDIANO 80UI;5;2;0;1;0;1;1;0;0;0;0;0;0
483404;8,47E+12;ABS PANTS NUDE DIA GRD 80 UI;13;0;3;2;0;2;4;1;1;0;0;0;0
484899;8,47E+12;ABS PANTS NUDE DIA MED 80 UI;5;1;0;0;0;0;0;0;4;0;0;0;0
484972;8,47E+12;ABS PANTS NUDE NOCH GRD 80 UI;1;0;0;0;0;0;0;0;1;0;0;0;0
485029;8,47E+12;ABS PANTS NUDE SNOCH GRD 80 UI;4;1;1;1;0;0;1;0;0;0;0;0;0
485011;8,47E+12;ABS PANTS NUDE SNOCH MED 80 UI;5;1;0;0;1;0;0;1;1;1;0;0;0
469460;8,47E+12;ABS PANTS SNOCHE GRANDE 80UI;1;0;0;1;0;0;0;0;0;0;0;0;0
476507;8,47E+12;ABSORBENTE INCONTINENCIA ORINA DIA ANATOMICO ID EXPERT FORM 80 UNIDADES;4;0;0;0;0;0;0;1;0;1;1;0;1
710266;8,47001E+12;AC ACETIL ARISTO 100MG 100COM;8;1;0;0;2;0;0;1;1;0;1;2;0
662982;8,47001E+12;AC ALENDRONICO CINFAMED70MG4CO;25;2;1;1;2;2;2;2;2;2;3;3;3
661007;8,47001E+12;AC ALENDRONICO NORMON 70MG 4CO;30;3;3;3;3;1;1;2;4;3;4;1;2
683525;8,47001E+12;AC IBANDRONICO NORMON 150MG 1C;10;2;1;1;1;0;0;1;1;1;1;1;0
710437;8,47001E+12;AC TRANEXAMICO TILLOMED500MG30;6;1;0;1;0;0;0;0;2;2;0;0;0
700725;8,47001E+12;ACALKA 1080 MG 100 COM;8;1;1;1;1;1;1;1;0;0;1;0;0
200599;8,47E+12;ACCU-CHEK AVIVA 50 TIRAS;1;1;0;0;0;0;0;0;0;0;0;0;0
663361;8,47001E+12;ACEDIUR 30 COMP;87;5;8;10;6;7;8;9;6;9;9;7;3
102440;8,47E+12;ACEIT ESEN MILENRAMA 5ML;1;0;0;0;1;0;0;0;0;0;0;0;0
151960;8,47E+12;ACEITE ALMEN DULC LOLES F 250M;1;0;0;1;0;0;0;0;0;0;0;0;0
003546;8,47E+12;ACEITE HIG BACA PERLA500MG120C;1;0;0;0;0;0;1;0;0;0;0;0;0
174016;8,47E+12;ACEITE HIPOCALORICO ORDESA 1 ENVASE 500 ml;1;0;0;0;0;0;0;0;0;0;0;1;0
650427;8,47001E+12;ACETILCISTEINA CINF 200M 30S I;13;1;0;1;0;0;0;0;1;2;1;3;4
654312;8,47001E+12;ACETILCISTEINA CINF 600M 20C I;60;5;5;6;4;4;3;2;6;4;6;4;11
650426;8,47001E+12;ACETILCISTEINA CINF 600M 20S I;11;2;1;4;0;0;2;1;0;1;0;0;0
656303;8,47001E+12;ACETILCISTEINA PENS 200M 30C I;1;0;0;1;0;0;0;0;0;0;0;0;0
939579;8,47001E+12;ACFOL 5 MG 28 COMP;124;15;11;16;14;7;6;4;8;15;10;9;9
728804;8,47001E+12;ACICLOVIR BRILL PHARMA 30MGG;1;0;0;1;0;0;0;0;0;0;0;0;0
729053;8,47001E+12;ACICLOVIR NORMON 200MG 25COM;3;0;0;0;0;0;0;0;0;0;0;1;2
729103;8,47001E+12;ACICLOVIR NORMON 50 MG CR 15 G;7;0;0;0;1;0;1;0;1;1;2;1;0
658914;8,47001E+12;ACICLOVIR NORMON 50MG CR 2 G;46;1;4;2;3;3;4;4;6;7;2;3;7
729095;8,47001E+12;ACICLOVIR NORMON 800 MG 35COM;10;0;0;2;1;0;0;0;1;1;2;3;0
705669;8,47001E+12;ACICLOVIR STADA 800MG 35COMP;9;0;0;0;1;0;0;2;2;4;0;0;0
700505;8,47001E+12;ACIDO FOLICO ASPOL 10MG 50CAP;1;0;0;0;0;0;0;0;0;0;0;0;1
180647;8,47E+12;ACNIBEN BODY 150 ML;1;0;0;0;0;0;0;1;0;0;0;0;0
200070;8,47E+12;ACNIBEN REPAIR GEL CR CALMA 40;12;0;0;1;0;1;2;1;1;2;1;2;1
327205;8,47E+12;ACNOSAN SOLU 200 ML;2;0;0;0;0;0;1;0;0;1;0;0;0
ACOF7958;ACOF7958;ACOFAR VIVERA FRESHMINT 18 PERLAS 1 UNIDAD;115;6;10;7;32;3;9;1;15;10;6;10;6
ACOF9349;ACOF9349;ACOFAR VIVERA GEL CERO FLOR AZAHAR 750ML;3;0;1;1;0;0;0;0;0;1;0;0;0
102506;8,47E+12;ACOFAR VIVERA GEL CERO TRIPLO 3X750 ML;4;0;1;0;0;1;0;1;0;0;1;0;0
153503;8,47E+12;ACOFARBABY ALIMENTADOR ANTIAHOGO;1;0;0;0;0;0;0;0;0;0;0;1;0
166270;8,47E+12;ACOFARBABY PASTA AL AGUA 1 TUBO 75 ml;3;0;0;1;0;2;0;0;0;0;0;0;0
161766;8,47E+12;ACOFARMA NESIRA AMPOLLAS ANTICAIDA FORTE 15 AMPOLLAS 5 ml;1;1;0;0;0;0;0;0;0;0;0;0;0
236737;8,47E+12;ACOFARMA NESIRA EDULCORANTE DE MESA 2 ENVASES 500 COMPRIMIDOS;1;0;0;0;0;0;0;0;0;1;0;0;0
166697;8,47E+12;ACOFARMA NESIRA EUCALIPTO HOJAS 1 ENVASE 80 g;3;0;0;0;0;0;0;0;1;0;0;1;1
200939;8,47E+12;ACOFARMA NESIRA GEL ACEITE OLIVA/OMEGA 1 ENVASE 750 ml;4;0;0;0;1;0;0;1;1;0;0;1;0
200936;8,47E+12;ACOFARMA NESIRA GEL ALMENDRAS DULCES Y MIEL 1 ENVASE 750 ml;7;2;0;2;0;1;0;0;0;0;0;2;0
201811;8,47E+12;ACOFARMA NESIRA GEL ALOE VERA + VITAMINA E 1 BOTELLA 1 l;2;0;0;0;0;0;0;2;0;0;0;0;0
200930;8,47E+12;ACOFARMA NESIRA GEL AVENA 1 ENVASE 750 ml;5;0;0;2;0;0;1;0;2;0;0;0;0
200933;8,47E+12;ACOFARMA NESIRA GEL CERO 1 ENVASE 750 ml CAMOMILA;2;0;0;1;0;0;0;1;0;0;0;0;0
200929;8,47E+12;ACOFARMA NESIRA GEL COCO 1 ENVASE 750 ml;3;0;0;1;0;0;0;0;0;0;1;0;1
200940;8,47E+12;ACOFARMA NESIRA GEL DE VAINILLA 1 ENVASE 750 ml;5;1;0;0;1;2;1;0;0;0;0;0;0
200938;8,47E+12;ACOFARMA NESIRA GEL DERMATOLOGICO 1 ENVASE 750 ml ALGAS Y COLAGENO MARINO;4;1;0;1;0;0;1;1;0;0;0;0;0
211569;8,47E+12;ACOFARMA NESIRA GEL DERMATOLOGICO 1 ENVASE 750 ml ARANDANO AZUL;5;0;0;1;1;1;0;0;0;2;0;0;0
200937;8,47E+12;ACOFARMA NESIRA GEL DERMATOLOGICO 1 ENVASE 750 ml EXTRACTO DE GRANADA;3;0;0;1;0;0;0;0;0;1;0;0;1
200932;8,47E+12;ACOFARMA NESIRA GEL DERMATOLOGICO CERO 1 ENVASE 750 ml ORIGINAL;4;0;0;0;0;1;2;1;0;0;0;0;0
200941;8,47E+12;ACOFARMA NESIRA GEL LECHE ALGODON 1 ENVASE 750 ml;12;1;0;0;0;1;0;1;0;1;0;8;0
200950;8,47E+12;ACOFARMA NESIRA JABON DE MANOS ACEITE DE OLIVA 1 ENVASE 500 ml;1;0;0;0;0;0;0;0;0;1;0;0;0
200952;8,47E+12;ACOFARMA NESIRA JABON DE MANOS EXTRACTO DE GRANADA 1 ENVASE 500 ml;2;0;0;1;0;0;0;0;0;0;1;0;0
200953;8,47E+12;ACOFARMA NESIRA JABON MANOS ALMENDRAS DULCES Y MIEL 1 ENVASE 500 ml;5;1;0;2;0;0;0;2;0;0;0;0;0
200951;8,47E+12;ACOFARMA NESIRA JABON MANOS ALOE VERA 1 ENVASE 500 ml;1;0;0;0;0;0;0;0;0;0;1;0;0
210980;8,47E+12;ACOFARMA NESIRA JABON MANOS ESPUMA ARANDANO 1 ENVASE 250 ml;1;0;1;0;0;0;0;0;0;0;0;0;0
210981;8,47E+12;ACOFARMA NESIRA JABON MANOS ESPUMA COCO 1 ENVASE 250 ml;2;0;1;0;0;0;0;0;0;0;1;0;0
198875;8,47E+12;ACOFARMA NESIRA JABON PASTILLA DE MANOS 1 ENVASE 100 g AROMA FLOR DE LOTO;4;0;0;1;0;0;2;0;0;0;0;0;1
198877;8,47E+12;ACOFARMA NESIRA JABON PASTILLA DE MANOS 1 ENVASE 100 g AROMA LIRIO DE AGUA;2;0;1;0;0;0;1;0;0;0;0;-1;1
198876;8,47E+12;ACOFARMA NESIRA JABON PASTILLA MANOS 1 ENVASE 100 g AROMA ROSA CORAL;4;0;1;0;0;0;1;0;0;0;0;1;1
172104;8,47E+12;ACOFARMA NESIRA MELATONINA 1,95 mg 60 COMPRIMIDOS;7;1;0;0;0;1;0;0;1;2;0;0;2
150400;8,47E+12;ACOFARMA NESIRA SOLUCION UNICA PARA LENTILLAS 2 UNIDADES 250 ml;2;0;0;0;0;0;0;0;0;1;0;1;0
197649;8,47E+12;ACOFARMA NESIRA SPF 15 PROTECTOR LABIAL 1 ENVASE 4,5 g;22;0;0;0;1;1;4;9;3;1;1;1;1
198563;8,47E+12;ACOFARMA NESIRA SPF 50+ PROTECTOR LABIAL 1 ENVASE 5 g;4;1;0;0;0;0;0;0;0;0;2;0;1
184927;8,47E+12;ACOFARMA NESIRA SUE�O 30 COMPRIMIDOS;1;1;0;0;0;0;0;0;0;0;0;0;0
196471;8,47E+12;ACOFARMA NESIRA TOALLITAS PARA HIGIENE OCULAR 30 UNIDADES;7;0;0;0;0;0;0;1;0;1;3;2;0
203664;8,47E+12;ACOFARMA VIVERA CHAMPU ACONDICIONADOR USO DIARIO 1 ENVASE 400 ml;1;0;0;0;0;0;0;0;1;0;0;0;0
199108;8,47E+12;ACOFARMA VIVERA CREMA DE MANOS 1 ENVASE 30 ml AROMA FLOR DE CEREZO;2;0;0;1;0;1;0;0;0;0;0;0;0
200955;8,47E+12;ACOFARMA VIVERA JABON DE MANOS CELULAS FRESCAS DE KIWI 1 ENVASE 500 ml;2;0;1;0;0;0;0;0;0;0;1;0;0
772681;8,47001E+12;ACOVIL 2.5 MG 28 COMP;3;0;0;0;0;1;0;0;0;1;0;1;0
772665;8,47001E+12;ACOVIL 5 MG 28 COMP;1;0;0;0;0;0;0;0;0;0;0;0;1
960518;8,47001E+12;ACTIMAG SOL 100 CC;27;2;2;2;2;5;2;0;3;1;5;1;2
198482;8,47E+12;ACTINIC CONTROL MD FLUI FPS100;1;0;0;0;0;0;0;0;0;0;0;1;0
701276;8,47001E+12;ACTITHIOL MUC AD 250MG SOL200M;1;0;0;0;1;0;0;0;0;0;0;0;0
701292;8,47001E+12;ACTITHIOL MUC INF 20MGML200ML;4;0;0;0;0;0;0;0;1;0;2;1;0
701284;8,47001E+12;ACTITHIOL MUCO ANTIHIS SOL200M;14;1;2;2;2;1;0;0;3;0;0;0;3
753285;8,47001E+12;ACTIVELLE 28 COMP;23;3;3;2;3;0;1;2;2;3;1;2;1
660730;8,47001E+12;ACTONEL 75 MG 2 COMP;11;1;1;1;1;0;1;2;0;1;1;1;1
721399;8,47001E+12;ACTONEL SEMANAL 35 MG 4 COMP;4;0;0;0;1;1;1;0;0;0;1;0;0
715578;8,47001E+12;ACTONEL SEMANAL 35MG 4COM GAST;15;1;3;0;2;0;2;1;1;1;1;2;1
723358;8,47001E+12;ACTROMADOL 660 MG 8 COMP;19;0;1;1;0;3;3;2;3;2;2;0;2
954917;8,47001E+12;ACTRON COMPUESTO 267 mg/133 mg/40 mg 10 COMPRIMIDOS EFERVESCENTES;1;0;1;0;0;0;0;0;0;0;0;0;0
668467;8,47001E+12;ACULAR COLI 5 ML;11;0;2;1;1;1;1;2;0;2;0;0;1
204435;8,47E+12;ACUMAX CAPS 30;7;0;0;1;0;1;2;0;2;0;1;0;0
176551;8,47E+12;ACUOK 30 CAPSULAS;3;0;0;0;3;0;0;0;0;0;0;0;0
675256;8,47001E+12;ACUOLENS 0.5 ML 30 MONODOSIS;8;2;0;2;0;0;2;0;0;1;0;1;0
730053;8,47001E+12;ADALAT OROS 30 MG 28 COM;50;3;3;4;3;3;2;3;4;6;2;7;10
664677;8,47001E+12;ADENURIC 80 MG 28 COMP;29;4;2;2;1;3;2;6;2;2;0;2;3
345553;8,47E+12;ADERMA EXOMEGA ACEITE DUCH500;1;0;0;0;0;1;0;0;0;0;0;0;0
715341;8,47001E+12;ADIAVAL 1000MG880UI 30 COM;3;0;0;0;1;0;0;0;0;0;0;1;1
723798;8,47001E+12;ADIRO 100 MG 30COMPR (EFG);433;40;34;41;38;31;28;33;32;44;30;39;43
841056;8,47001E+12;ADIRO EFG 300 MG 30 COMP;32;3;3;2;3;3;4;3;4;2;3;1;1
KAWU3262;KAWU3262;ADO QUATRO 70 ML;3;0;0;0;0;0;0;0;1;2;0;0;0
583531;8,47001E+12;ADOCAM 1,5 mg/ml SUSPENSION ORAL PARA PERROS 1 FRASCO 10 ml;1;0;0;0;0;0;0;0;0;0;1;0;0
797449;8,47001E+12;ADOLONTA RETARD 150 MG 60 COMP;1;0;0;0;0;1;0;0;0;0;0;0;0
184636;8,47E+12;ADOMELLE 30CAP BROMATECH;1;0;0;0;0;0;0;0;1;0;0;0;0
654187;8,47001E+12;ADRENALINA LEVEL JGA 1 ML;2;0;0;0;1;0;0;0;0;0;0;1;0
590124;8,47001E+12;ADTAB 225MG PERR 5.5-11KG 1CPD;1;0;0;0;0;0;1;0;0;0;0;0;0
590115;8,47001E+12;ADTAB 48 MG GATOS 2-8 KG 1 CPD;1;0;0;0;0;0;0;1;0;0;0;0;0
658953;8,47001E+12;ADVAGRAF 0.5 MG 30 CAPS;4;0;0;0;0;0;0;0;1;2;0;1;0
658956;8,47001E+12;ADVAGRAF 1 MG 60 CAPS;10;0;1;1;0;0;0;1;0;1;0;3;3
662915;8,47001E+12;ADVAGRAF 3 MG 30 CAPS;5;0;0;0;0;0;0;1;1;1;1;1;0
658957;8,47001E+12;ADVAGRAF 5 MG 30 CAPS;16;1;2;2;2;0;1;0;0;1;0;4;3
743229;8,47001E+12;ADVENTAN 0.1% CR 60 G;8;0;0;1;1;1;1;0;2;1;1;0;0
804633;8,47001E+12;ADVENTAN 0.1% EMULSION 50 G;9;0;0;1;0;0;2;0;0;0;3;0;3
743237;8,47001E+12;ADVENTAN 0.1% PDA 30 G;4;0;0;0;0;0;1;0;1;0;0;1;1
662437;8,47001E+12;ADVENTAN SOLU 50 ML;3;0;0;0;0;0;1;1;0;0;1;0;0
659175;8,47001E+12;AERIUS 0.5MGML SOL ORAL 120ML;18;0;0;2;0;0;1;6;4;2;0;1;2
938548;8,47001E+12;AERIUS 5 MG 20 COMP;108;6;8;4;9;4;9;19;18;12;13;4;2
701904;8,47001E+12;AERO RED 100 mg/ml GOTAS ORALES EN SOLUCION 1 FRASCO 100 ml;1;0;0;0;0;0;0;0;1;0;0;0;0
663728;8,47001E+12;AERO RED 120 MG 40 COMP;12;0;1;1;1;1;3;1;1;0;2;1;0
665264;8,47001E+12;AERO RED 120 mg 40 COMPRIMIDOS MASTICABLES (SABOR MENTA);3;1;0;0;0;0;0;1;0;0;0;1;0
701961;8,47001E+12;AERO RED 40 MG 100 COMP;9;0;1;1;1;1;2;0;2;0;0;0;1
701979;8,47001E+12;AERO RED 40 MG 30 COMP;12;1;2;1;0;2;0;2;1;0;1;2;0
698277;8,47001E+12;AERO RED FORTE 240 MG 20 CAPS;14;1;2;0;1;1;1;0;1;2;3;1;1
211697;8,47E+12;AERO-NET GOTAS 20 ML;1;0;0;0;0;0;1;0;0;0;0;0;0
651962;8,47001E+12;AFLOYAN 30 MG 30 COMP;6;0;0;0;0;0;1;1;1;1;1;0;1
723692;8,47001E+12;AFLUON COLIRIO 6 ML;5;0;0;0;0;0;0;2;1;0;2;0;0
650622;8,47001E+12;AFLUON SPRAY NASAL 20 ML;4;0;0;1;0;0;0;1;0;0;1;1;0
702068;8,47001E+12;AFTA JUVENTUS SOLU TOPICA 30ML;1;0;0;0;0;0;0;0;0;1;0;0;0
163184;8,47E+12;AFTALACER GEL 8 G;8;1;1;0;1;0;0;2;0;1;1;0;1
163183;8,47E+12;AFTALACER SPRAY 15 ML;2;0;0;0;0;0;0;0;1;0;0;0;1
170049;8,47E+12;AFTER BITE ORIGIN ROLL ON 14ML;15;0;0;0;0;5;6;2;2;0;0;0;0
150952;8,47E+12;AFTEX COLUTORIO 150 ML;8;2;0;0;1;0;0;0;0;1;0;2;2
180649;8,47E+12;AFTEX FORTE GEL ORAL 8 ML;3;0;0;0;0;1;0;0;0;2;0;0;0
200610;8,47E+12;AFTEX SPRAY 20 ML;15;0;1;0;1;0;1;0;3;4;4;0;1
960427;8,47001E+12;AGIOLAX GDO 250 G;9;1;1;0;0;2;1;1;0;1;1;0;1
003335;8,47E+12;AGUA AZAHAR TENA 500 ML;2;2;0;0;0;0;0;0;0;0;0;0;0
099452;8,47E+12;AGUA DE ROSAS AL 0,3% 250ML;1;0;0;0;0;0;0;0;0;0;0;0;1
8,47E+12;8,47E+12;AGUA DE ROSAS AL 0,3% 500ML;1;0;0;0;0;0;0;0;0;0;0;1;0
110283;8,47E+12;AGUA DESTILADA ACOFAR 5 LITRO;1;1;0;0;0;0;0;0;0;0;0;0;0
195765;8,47E+12;AGUA DESTILADA INTERAPOTHEK 1 ENVASE 1000 ml;4;1;1;0;1;0;0;1;0;0;0;0;0
195766;8,47E+12;AGUA DESTILADA INTERAPOTHEK 1 ENVASE 5000 ml;5;0;0;0;1;1;0;1;0;1;0;0;1
184659;8,47E+12;AGUA OXIGENADA BETAFAR 5,1% 1 FRASCO 500 ml;7;0;0;0;2;0;0;0;0;1;2;0;2
702423;8,47001E+12;AGUA OXIGENADA FORET 1000 ML;2;0;0;0;0;0;1;0;0;0;0;0;1
702449;8,47001E+12;AGUA OXIGENADA FORET 250 ML;1;0;0;0;0;0;1;0;0;0;0;0;0
184371;8,47E+12;AGUA OXIGENADA RF APOSAN 250;16;1;1;2;1;0;3;2;3;0;2;0;1
ROCH4131;ROCH4131;AGUA TERMAL ROCHE POSAY 300 ML;1;1;0;0;0;0;0;0;0;0;0;0;0
032584;8,47E+12;AGUJA 0,3X13 30G 1/2 1UD;15;0;0;0;0;0;0;0;0;0;0;15;0
379446;8,47E+12;AGUJA ESTERIL ICO 40X8 LUER;22;0;0;0;0;0;2;0;0;0;0;0;20
BD5125;BD51259;AGUJAS 0.25X5 MM 100 UN;45;33;0;4;5;2;0;0;0;1;0;0;0
009781;8,47E+12;AGUJAS STERICAN 30G 0.30X12MM;30;0;0;0;0;0;0;0;0;0;0;0;30
704195;8,47001E+12;AIDESSIA 0.150.02MG21C;2;0;0;0;2;0;0;0;0;0;0;0;0
704938;8,47001E+12;AIDRA DIARIO 0.033MG84CO;3;0;1;0;1;0;1;0;0;0;0;0;0
702851;8,47001E+12;AIDRAELLE 0.02 3*28COM;1;0;0;0;0;0;0;0;0;0;0;0;1
164760;8,47E+12;AINARA GEL HIDRAT VAGINAL 30 G;4;2;0;0;0;0;0;0;0;0;1;1;0
723924;8,47001E+12;AIRTAL 100 MG 20 COMP;1;0;0;0;0;0;0;1;0;0;0;0;0
885285;8,47001E+12;AIRTAL 100 MG 40 COMP;2;1;0;0;0;0;1;0;0;0;0;0;0
686022;8,47001E+12;AIRTAL 100 MG 40 SOBR;1;0;0;0;0;0;0;0;0;0;0;1;0
