CODIGO;NOMBRE;DTO_CINFA;DTO_NORMON
7670896;TAMSULOSINA 0,4 30CAP NC;50;25
7665601;HIDROCLOROTIAZIDA 12,5 20C;60;
7665618;HIDROCLOROTIAZIDA 25 20C;60;
7665625;HIDROCLOROTIAZIDA 50 20C;60;
7681298;ENALAPRIL 10 60C;20;
7681304;ENALAPRIL 20 30C;30;
7656975;LURASIDONA 18,5 28C;50;
7656982;LURASIDONA 37 28C;50;
7656999;LURASIDONA 74 28C;50;
6729427;LEVOCETIRIZINA 5 20C;50;50
6876381;LEVETIRACETAM 500 100C;50;70
1781765;LEVEDOL 60CAP;50;
7649137;TICAGRELOR 90 56C;50;50
7649120;TICAGRELOR 60 60C;50;50
7071792;SILDENAFILO 100 12C;50;70
7656944;ROSUVASTATINA/EZETIMIB CFMED 10/10 30CAP;50;
7656951;ROSUVASTATINA/EZETIMIB CFMED 20/10 30CAP;50;
