Código;Cód. Nacional;Descripción;Unidades;P.C.M.;P.C.M. Línea;P.V.P. Línea;P.V.P.;IVA;Caducidad;
8470001950963;195096;LACER OROS COLUTORIO 1000 ML;1;14,44;14,44;21,95;21,95;21,00;01/12/2027;
8470002600836;260083;LACER OROS FLUOR COLUTORIO 500;1;8,56;8,56;12,95;12,95;21,00;01/11/2028;
8470003094436;309443;LACER OROS FLUOR PASTA 125 ML;1;6,26;6,26;8,95;8,95;21,00;01/06/2028;
8470001929310;192931;LACER OROS PASTA 200 ML;1;8,04;8,04;11,95;11,95;21,00;01/06/2028;
8470003918473;391847;LACER PASTA 125 ML;1;5,43;5,43;7,95;7,95;21,00;01/12/2028;
8470001903334;190333;LACER PICKS INTERDENTAL 30 UN;1;5,39;5,39;7,95;7,95;21,00;01/12/2027;
8470001576545;157654;LACERBLANC PASTA CITRUS 75 ML;1;5,79;5,79;8,95;8,95;21,00;01/10/2028;
8470001691729;169172;LACERBLANC PASTA MENTA 125 ML;1;7,31;7,31;10,95;10,95;21,00;01/07/2028;
8470001691712;169171;LACERBLANC PASTA MENTA 75ML;1;5,79;5,79;8,95;8,95;21,00;01/06/2028;
8470007209553;720955;LACOSAMIDA NORMON 50MG 14COM;2;2,21;4,42;16,46;8,23;4,00;01/04/2027;
8470001692313;169231;LACTANZA HEREDITUM 28 CAPS;1;24,52;24,52;34,95;34,95;10,00;01/06/2027;
8470001624581;162458;LACTOBAC 30CAP;1;10,87;10,87;16,95;16,95;10,00;01/12/2027;
8470003717656;371765;LAMBDA CONTROL DESOD CR;1;7,00;7,00;10,95;10,95;21,00;01/12/2026;
8470006609378;660937;LAMBDALINA 40 MGG CR 30 G;2;10,66;21,32;31,28;15,64;4,00;01/05/2028;
8470007314950;731495;LAMICTAL 100 MG 56 COMP DISPE;1;17,96;17,96;26,35;26,35;4,00;01/10/2028;
8470007652168;765216;LAMICTAL 200 MG 30 CO DISP DIF;3;17,01;51,03;84,72;28,24;4,00;01/03/2028;
8470007315582;731558;LAMICTAL 50 MG 56 COMP DISPE;1;8,98;8,98;13,18;13,18;4,00;01/10/2028;
8470004000962;400096;LAMINA CERAPLUS AR45 13X25MM5U;3;17,73;53,19;58,38;19,46;10,00;01/08/2030;
8470003235921;323592;LAMINA FIELTRO VARIS 9.5X50;1;4,57;4,57;6,95;6,95;21,00;01/12/2027;
8470009012076;901207;LAMISIL CR 30 G;1;3,59;3,59;5,28;5,28;4,00;01/09/2028;
8470008314461;831446;LAMISIL SPRAY 30 ML;1;3,59;3,59;5,28;5,28;4,00;01/09/2028;
8470006528693;652869;LAMOTRIGINA NORMON 100MG 56COM;1;12,35;12,35;26,35;26,35;4,00;01/06/2027;
8470006528655;652865;LAMOTRIGINA NORMON 25MG 56COM;1;3,08;3,08;6,59;6,59;4,00;01/01/2027;
8470001887795;188779;LANCETA GLUCOMETR APOSAN 100U;1;5,59;5,59;8,95;8,95;21,00;01/02/2030;
8470007269922;726992;LANSOPRAZOL CINFA 15 MG 28 CAP;1;3,20;3,20;7,96;7,96;4,00;01/12/2027;
8470006503621;650362;LANSOPRAZOL NORMON 15 MG 28 CA;1;3,73;3,73;7,96;7,96;4,00;01/01/2027;
8470007299172;729917;LANSOPRAZOL NORMON 15MG 56CAP;1;7,46;7,46;15,92;15,92;4,00;01/01/2027;
8470006504802;650480;LANSOPRAZOL NORMON 30 MG 28 CA;1;7,46;7,46;15,92;15,92;4,00;01/12/2027;
8470007299189;729918;LANSOPRAZOL NORMON 30MG 56CAP;1;14,92;14,92;31,85;31,85;4,00;01/06/2028;
8470007098621;709862;LANTANON 10 MG 60 COMPRIMIDOS;1;3,01;3,01;4,42;4,42;4,00;01/06/2029;
8470007006039;700603;LANTUS 100UI SOLOSTAR 5 PLUMA;1;38,35;38,35;56,25;56,25;4,00;01/02/2028;
8470002014701;201470;LAPIZ DE CEJAS AUTOMATICO CON GOUPILLON BETER 1 UNIDAD COLOR 03 DARK;4;5,35;21,40;31,80;7,95;21,00;01/12/2026;
8470001506795;150679;LAPIZ PERFILADOR DE LABIOS BETER ROJO CHERRY;1;1,81;1,81;3,50;3,50;21,00;01/06/2032;
8470007624356;762435;LATANEST 5MCGML SOL 5ML;1;8,87;8,87;13,00;13,00;4,00;01/02/2027;
8470006847107;684710;LATANOPRSOT+TIMOL STADA 2.5ML;2;0,02;0,04;13,68;6,84;4,00;01/04/2028;
8470007169765;716976;LATUDA 18.5 MG 28 COM;1;25,79;25,79;9,46;9,46;4,00;01/07/2029;
8470007169758;716975;LATUDA 37 MG 28 COM;1;12,89;12,89;18,92;18,92;4,00;01/08/2029;
8470006632949;663294;LAURIMIC 2% CR 30 G;1;3,76;3,76;5,53;5,53;4,00;01/07/2027;
8470006633021;663302;LAURIMIC 200 MG 3 OVULO;1;2,62;2,62;3,86;3,86;4,00;01/01/2028;
8470006632864;663286;LAURIMIC 600 MG 1 OVULO;1;2,36;2,36;3,47;3,47;4,00;01/02/2027;
8470001879868;187986;LENODIAR ADULTOS 20 CAPS;1;9,44;9,44;13,95;13,95;10,00;01/06/2028;
8470001866202;186620;LENODIAR PEDIATRIC 12 SOBRES;1;10,08;10,08;15,95;15,95;10,00;01/09/2027;
8470002457799;245779;LEOTRON COMPLEX 30 CAPS;1;7,00;7,00;11,95;11,95;10,00;01/01/2027;
LEOTR666;LEOTR666;LEOTRON COMPLEX 90+30 CAPS;1;16,46;16,46;28,95;28,95;10,00;01/01/2028;
8470001740625;174062;LEOTRON EXAMENES 20 SOBRES;1;9,40;9,40;13,95;13,95;10,00;01/03/2028;
8470002043817;204381;LEOTRON GUMMIES 60 UDS;1;8,85;8,85;12,95;12,95;10,00;01/07/2026;
8470003036856;303685;LEOTRON LEV CERV+GERMEN 200COM;1;9,85;9,85;16,95;16,95;10,00;01/12/2026;
8470001835260;183526;LEOTRON MAGN+POTASIO 36 COMP;1;7,56;7,56;13,95;13,95;10,00;Sin Fecha Cad.;
8470002085824;208582;LEOTRON MAGN+VIT D 30 STICKS;1;13,26;13,26;19,95;19,95;10,00;01/10/2027;
8470001835239;183523;LEOTRON MAGNESIO 36 COMP;1;7,01;7,01;13,95;13,95;10,00;01/03/2027;
8470001969170;196917;LEOTRON MAGNESIO 60 TAB;1;5,59;5,59;10,95;10,95;10,00;01/07/2028;
8470002031425;203142;LEOTRON VIT. C 72+36;1;15,94;15,94;29,95;29,95;10,00;01/10/2026;
LEOTR007;LEOTR007;LEOTRON VITAMINAS 90+30COM;1;16,76;16,76;28,95;28,95;10,00;01/09/2026;
8470001910387;191038;LEPHADEMODEX 30 TOALLITAS ESTE;1;12,87;12,87;19,95;19,95;21,00;01/11/2026;
8470002461161;246116;LEPHANET TOALLITAS LIMP 30 UN;7;9,18;64,26;104,65;14,95;21,00;01/11/2026;
8470006675915;667591;LERCANIDIPINO CINFA 10 MG 28CO;1;2,09;2,09;6,24;6,24;4,00;01/01/2028;
8470006768549;676854;LERCANIDIPINO NORMON 10MG 28CO;1;2,93;2,93;6,24;6,24;4,00;01/08/2028;
8470006772614;677261;LERCANIDIPINO NORMON 20MG 28CO;1;5,84;5,84;12,47;12,47;4,00;01/01/2028;
8470006731086;673108;LERZAM 10 MG 28 COM;1;4,25;4,25;6,24;6,24;4,00;31/03/2028;
8470002622791;262279;LETI AT-4 CR 200 ML;1;18,77;18,77;28,95;28,95;21,00;01/02/2028;
8470001881557;188155;LETI AT-4 DEFENSE FACIAL50+ 50;1;14,10;14,10;20,95;20,95;21,00;01/12/2026;
8470001573964;157396;LETI AT-4 GEL DERMOGRASO 750;1;16,61;16,61;23,95;23,95;21,00;01/12/2028;
8470002097179;209717;LETI AT-4 GEL PERIOCULAR 15 ML;1;14,18;14,18;21,95;21,95;21,00;01/01/2030;
8470003167291;316729;LETI BALM BALS REPAR TARR 10ML;1;5,25;5,25;7,95;7,95;21,00;01/12/2026;
8470002422896;242289;LETI BALM BALS REPAR TUBO 10ML;1;5,25;5,25;7,95;7,95;21,00;01/10/2029;
8470002470989;247098;LETI BALM PEDIATRICO 10 ML;1;5,25;5,25;7,95;7,95;21,00;01/11/2026;
8470003232166;323216;LETIBALM STICK 4 G;1;5,38;5,38;7,95;7,95;21,00;01/09/2026;
8470006650646;665064;LETROZOL CINFA 2.5 MG 30 CO;1;30,83;30,83;92,10;92,10;4,00;01/08/2028;
8470006610657;661065;LETROZOL NORMON 2.5 MG 30 COM;1;18,50;18,50;92,10;92,10;4,00;01/11/2029;
8470006632475;663247;LETROZOL STADA 2.5MG 30COMP;2;27,39;54,78;184,20;92,10;4,00;01/04/2029;
8470002105676;210567;LEUKOPLAST ELASTOMULL H10CMX4M;1;4,68;4,68;6,95;6,95;10,00;01/09/2028;
8470002070288;207028;LEUKOPLAST HYPAFIX 10CMX10M;1;13,64;13,64;19,95;19,95;10,00;01/08/2029;
8470001634290;163429;LEUKOPLAST HYPAFIX 10CMX2M;1;5,08;5,08;7,95;7,95;10,00;01/05/2030;
8470002070714;207071;LEUKOPLAST HYPAFIX 5CMX10M;1;7,52;7,52;13,95;13,95;10,00;01/11/2026;
8470001718549;171854;LEUKOSAN STRIP 6 MM X 38 MM;4;2,72;10,88;19,80;4,95;10,00;01/02/2028;
8470006938386;693838;LEVELINA CR 30 G;1;2,96;2,96;4,34;4,34;4,00;01/08/2027;
8470009916381;991638;LEVELINA POLVO 20 G;1;1,98;1,98;2,89;2,89;4,00;01/04/2029;
8470009916206;991620;LEVELINA SOLU 30 ML;1;2,96;2,96;4,34;4,34;4,00;01/05/2028;
8470008135769;813576;LEVEMIR 100 UI 5X3 ML PLUMA;1;53,53;53,53;78,52;78,52;4,00;01/10/2027;
8470007286691;728669;LEVETIRACETAM NORMON500MG100CO;1;18,26;18,26;90,89;90,89;4,00;01/07/2027;
8470006927403;692740;LEVOBEL 1 X 21 COM;1;1,91;1,91;2,50;2,50;4,00;01/07/2028;
8470006927410;692741;LEVOBEL 3 X 21 COM;1;5,07;5,07;7,26;7,26;4,00;01/01/2028;
8470006927441;692744;LEVOBEL 3 X 28 COM (21+7);1;4,94;4,94;7,26;7,26;4,00;01/02/2028;
8470006729571;672957;LEVOCETIRIZINA NORMON 5MG 20CO;3;1,61;4,83;17,70;5,90;4,00;01/12/2026;
8470006940143;694014;LEVOFLOXACINO NORMON 500MG14CO;1;8,78;8,78;26,23;26,23;4,00;01/12/2026;
8470006940136;694013;LEVOFLOXACINO NORMON 500MG7CO;3;4,39;13,17;39,33;13,11;4,00;31/12/2026;
8470007910619;791061;LEVOGASTROL 25 MG 30 COMP;1;3,36;3,36;4,93;4,93;4,00;01/07/2029;
8470007919964;791996;LEVOGASTROL 25 MG 60 COMP;1;6,73;6,73;9,87;9,87;4,00;01/10/2029;
8470007025641;702564;LEVONORGESTREL TEVA 1.5MG1CO;1;8,78;8,78;21,86;21,86;4,00;01/09/2027;
8470007274018;727401;LEVOSULPIRIDA STADA 25MG 30CO;1;1,84;1,84;4,93;4,93;4,00;01/09/2027;
8470007274025;727402;LEVOSULPIRIDA STADA 25MG 60CO;1;2,83;2,83;9,87;9,87;4,00;01/01/2027;
8470006987902;698790;LEVOTIROXINA SANOFI100MCG100CO;1;3,36;3,36;4,93;4,93;4,00;01/05/2027;
8470007795537;779553;LEXATIN 1.5 MG 30 CAPS;5;0,76;3,80;5,45;1,09;4,00;01/04/2030;
8470009520694;952069;LEXATIN 3 MG 30 CAPS;5;0,76;3,80;5,70;1,14;4,00;01/08/2029;
8470008879762;887976;LEXXEMA 0.1% CR 30 G;1;3,56;3,56;5,23;5,23;4,00;01/05/2028;
8470008879847;887984;LEXXEMA 0.1% CR 60 G;2;6,97;13,94;20,88;10,44;4,00;01/10/2027;
8470007574194;757419;LEXXEMA 0.1% EMUL 50 G;1;5,95;5,95;8,71;8,71;4,00;01/02/2028;
8470008879922;887992;LEXXEMA 0.1% PDA 30 G;3;3,55;10,65;15,69;5,23;4,00;01/10/2026;
8470002033733;203373;LIBICARE MENO 30 + 30 CAPSULAS;1;26,38;26,38;38,95;38,95;10,00;01/06/2028;
8470006515426;651542;LICOFORTE 4% GEL 30 GRMS;1;21,83;21,83;32,00;32,00;4,00;01/06/2027;
8470006985793;698579;LIDET 500MG 40COMP;1;2,97;2,97;4,34;4,34;4,00;01/08/2026;
8470000588181;058818;LIDOCAINA CLORHIDRATO 25G META;2;7,05;14,10;19,56;9,78;21,00;01/11/2028;
8470002472471;247247;LIMA BETER VIDRIO TEMPL R24505;1;8,63;8,63;11,95;11,95;21,00;01/12/2030;
8470001801234;180123;LIMA ELECTRICA ANTIDUREZAS DR LINE 1 UNIDAD;2;14,13;28,26;43,90;21,95;21,00;01/01/2028;
8470001801241;180124;LIMA ELECTRICA ANTIDUREZAS DR LINE RECAMBIOS 2 UNIDADES;1;4,42;4,42;6,95;6,95;21,00;01/01/2028;
8470002396951;239695;LIMA U¥A CUADRUPLE FIBRA VIDR;1;1,86;1,86;2,95;2,95;21,00;01/12/2050;
8470007594529;759452;LIMOVAN 7.5 MG 28 COMP;1;7,49;7,49;10,99;10,99;4,00;01/07/2028;
8470004625073;462507;LINDOR ANAT EL NOCH MD 80 UN;1;39,67;39,67;43,91;43,91;10,00;01/12/2026;
8470004795011;479501;LINDOR ANAT EL SNOCH MD 80 UN;2;40,79;81,58;105,40;52,70;10,00;01/11/2026;
8470004871654;487165;LINDOR FIT PANTS GRAN NOCH 60U;1;28,57;28,57;32,93;32,93;10,00;01/11/2026;
8470004843378;484337;LINDOR FIT PANTS MED SNOCH 60U;1;31,17;31,17;39,52;39,52;10,00;01/12/2030;
8470004730906;473090;LINDOR FIT PANTS MEDIA DIA 60U;1;24,53;24,53;23,34;23,34;10,00;01/03/2033;
8470009597917;959791;LINITUL 5.5X8 CM;1;7,34;7,34;12,18;12,18;4,00;01/05/2030;
8470007815679;781567;LINITUL STANDARD 9X15 CM;1;11,09;11,09;19,33;19,33;4,00;01/09/2029;
8470006560068;656006;LIOFORA 0.023 MG 21 COMP;1;7,46;7,46;10,44;10,44;4,00;01/09/2028;
8470006830383;683038;LIOFORA DIARIO 3X28 COMP;1;21,13;21,13;30,99;30,99;4,00;01/05/2030;
8470007806271;780627;LIORESAL 10 MG 30 COMP;4;1,68;6,72;9,88;2,47;4,00;01/08/2028;
8470001663825;166382;LIPIKAR ACEITE LAVANTE AP+ 1L;1;17,06;17,06;26,95;26,95;21,00;01/09/2028;
8470001530639;153063;LIPIKAR BAUME AP 200 ML;1;11,82;11,82;18,95;18,95;21,00;01/03/2028;
8470001747440;174744;LIPIKAR BAUME AP+ 75 ML;2;8,10;16,20;25,90;12,95;21,00;01/01/2030;
8470001530622;153062;LIPIKAR BAUME APM 400 ML;2;17,23;34,46;53,90;26,95;21,00;01/09/2027;
8470001542816;154281;LIPIKAR ECZEMA MED 30 ML;1;15,16;15,16;21,95;21,95;21,00;01/08/2026;
8470001750372;175037;LIPIKAR FLUIDE HIDRATANT 750ML;1;18,02;18,02;27,95;27,95;21,00;01/02/2027;
8470001663818;166381;LIPIKAR GEL DUCHA 1000 ML;1;13,33;13,33;20,95;20,95;21,00;01/11/2027;
8470002148871;214887;LIPIKAR LAIT UREA 30% 50 ML;2;10,10;20,20;31,90;15,95;21,00;01/10/2027;
8470001820945;182094;LIPIKAR LECHE CPERF 750 ML;2;20,45;40,90;57,90;28,95;21,00;01/10/2027;
8470001842169;184216;LIPIKAR SYNDET ANTI-IRRIT 400;2;13,10;26,20;39,90;19,95;21,00;01/03/2027;
8470002005952;200595;LIPIKAR UREA 10+ 400 ML;1;13,93;13,93;20,95;20,95;21,00;01/09/2028;
8470006945964;694596;LIPLAT 20 MG 28 COMP;1;5,56;5,56;8,15;8,15;4,00;01/11/2027;
8470007036159;703615;LIPOCOMB 10MG10MG 30 CAP;1;10,86;10,86;15,92;15,92;4,00;01/06/2028;
8470007035985;703598;LIPOCOMB 20MG10MG 30 CAPS;1;10,86;10,86;15,92;15,92;4,00;01/06/2028;
8470001764782;176478;LIPOK 30 CAPSULAS;1;24,19;24,19;32,95;32,95;10,00;01/10/2028;
8470001993533;199353;LIPOLAC NOCHE TUBO 10 GR;2;8,12;16,24;23,90;11,95;10,00;01/02/2027;
8470007641186;764118;LIPOLASIC GEL OFTALMICO 10 G;3;5,14;15,42;32,28;10,76;4,00;01/07/2027;
8470001781505;178150;LIQUIFILM LAGRIMAS 15 ML;1;4,66;4,66;6,95;6,95;10,00;01/11/2026;
8470006957646;695764;LISINOPRHCTZ CIN2012.5MG28CO;1;2,47;2,47;7,37;7,37;4,00;01/04/2028;
8470008205899;820589;LISINOPRIL CINFA 20 MG 28 COMP;2;2,34;4,68;12,70;6,35;4,00;01/11/2028;
8470008206889;820688;LISINOPRIL CINFA 5 MG 60 COMP;2;1,60;3,20;6,80;3,40;4,00;01/06/2028;
8470007556374;755637;LISINOPRIL NORMON 20 MG 28 COM;1;2,98;2,98;6,35;6,35;4,00;01/09/2027;
8470007555124;755512;LISINOPRIL NORMON 5 MG 60 COM;1;1,59;1,59;3,40;3,40;4,00;01/04/2027;
8470009022051;902205;LISINOPRIL STADA 5 MG 60 COM;2;1,32;2,64;6,80;3,40;4,00;01/12/2027;
8470002456884;245688;LISUBEL TEST EMBARAZO;50;4,03;201,50;347,50;6,95;21,00;01/07/2026;
8470006728222;672822;LIVAZO 1 MG 28 COMP;2;3,65;7,30;10,70;5,35;4,00;01/10/2029;
8470006728253;672825;LIVAZO 2 MG 28 COMP;1;6,79;6,79;10,69;10,69;4,00;01/03/2030;
8470006810279;681027;LIXBEN 10 MG 28 COMP;1;39,97;39,97;58,63;58,63;4,00;30/04/2029;
8470006810255;681025;LIXBEN 5 MG 28 COMP;1;21,55;21,55;29,32;29,32;4,00;01/02/2028;
8470007070436;707043;LIXIANA 30 MG 28 COM;2;52,14;104,28;152,98;76,49;4,00;01/04/2030;
8470007070443;707044;LIXIANA 60 MG 28 COM;2;52,15;104,30;152,98;76,49;4,00;01/04/2030;
8470007234555;723455;LIZIPAINA 52.5MG TUBO 20 COMP;1;6,60;6,60;11,60;11,60;4,00;01/12/2027;
8470007238461;723846;LOBIVON 5 MG 28 COMP DIF;3;4,74;14,22;23,61;7,87;4,00;01/10/2027;
8470006729885;672988;LOBIVON PLUS 5MG12.5MG 28 CO;2;5,81;11,62;19,04;9,52;4,00;01/12/2027;
8470001525994;152599;LOCION HIDRATANTE CERAVE 1 ENVASE 473 ml RECARGA;1;10,90;10,90;15,95;15,95;21,00;01/07/2027;
8470008634071;863407;LOETTE 3X21 COMP;1;4,94;4,94;7,26;7,26;4,00;01/02/2027;
8470006508589;650858;LOETTE DIARIO 1X28 COMP;1;1,50;1,50;2,50;2,50;4,00;01/03/2027;
8470006508596;650859;LOETTE DIARIO 3 X 28 COMP;1;4,26;4,26;7,26;7,26;4,00;01/01/2027;
8470006789469;678946;LOMEXIN 2% CR 30 G;1;3,76;3,76;5,53;5,53;4,00;01/05/2027;
8470006679074;667907;LOMEXIN 600 MG 1 OVULO;1;2,36;2,36;3,47;3,47;4,00;01/05/2027;
8470007006701;700670;LOMPER 100 MG 6 COM;1;3,00;3,00;4,40;4,40;4,00;01/11/2030;
8470007006718;700671;LOMPER 20MGML SUSP 30ML;2;3,14;6,28;8,80;4,40;4,00;01/01/2031;
8470007822509;782250;LOPRESOR 100 MG 40 COMP;1;1,71;1,71;2,51;2,51;4,00;31/08/2030;
8470007629306;762930;LORATADINA CINFA 10 MG 20 COMP;2;1,05;2,10;6,22;3,11;4,00;01/09/2028;
8470008693542;869354;LORATADINA NORMON 10 MG 20 CO;2;1,04;2,08;6,22;3,11;4,00;01/06/2029;
8470006584910;658491;LORAZEPAM CINFA 1 MG 25 COMP;5;0,45;2,25;6,85;1,37;4,00;01/06/2027;
8470006584934;658493;LORAZEPAM CINFA 1 MG 50 COMP;10;0,47;4,70;17,20;1,72;4,00;01/09/2026;
8470006584941;658494;LORAZEPAM CINFA 5 MG 20 COMP;11;0,32;3,52;12,32;1,12;4,00;01/08/2026;
8470007330820;733082;LORAZEPAM NORMON 0.5MG 50COM;2;0,78;1,56;3,12;1,56;4,00;01/08/2027;
8470008093922;809392;LORAZEPAM NORMON 1 MG 25 COMP;1;0,65;0,65;1,37;1,37;4,00;01/05/2027;
8470008095582;809558;LORAZEPAM NORMON 1 MG 50 COMP;4;0,80;3,20;6,88;1,72;4,00;01/09/2027;
8470007631088;763108;LORAZEPAM NORMON 2MG 30COM;1;1,17;1,17;2,50;2,50;4,00;01/08/2027;
8470006987414;698741;LORAZEPAM NORMON 5MG 20COMP;2;0,52;1,04;2,24;1,12;4,00;01/11/2027;
8470006583173;658317;LORMETAZEPAM CINFA 1 MG 30 CO;6;0,64;3,84;12,06;2,01;4,00;01/08/2027;
8470006583180;658318;LORMETAZEPAM CINFA 2 MG 20 CO;8;0,61;4,88;18,48;2,31;4,00;01/02/2028;
8470006776711;677671;LORMETAZEPAM KERN 1 MG 30 COM;1;1,38;1,38;2,01;2,01;4,00;01/04/2030;
8470006764114;676411;LORMETAZEPAM NORMON 1 MG 30COM;1;0,94;0,94;2,01;2,01;4,00;01/06/2027;
8470006765104;676510;LORMETAZEPAM NORMON 2 MG 20COM;4;1,09;4,36;9,24;2,31;4,00;31/07/2027;
8470007007920;700792;LORNOXICAM RAPID MEIJI 8MG 30C;1;4,63;4,63;6,78;6,78;4,00;01/09/2027;
8470006542552;654255;LOSARTAN CINFA 100 MG 28 COMP;1;3,34;3,34;8,34;8,34;4,00;01/06/2028;
8470006542545;654254;LOSARTAN CINFA 50 MG 28COMP;1;1,67;1,67;4,17;4,17;4,00;01/10/2028;
8470006594773;659477;LOSARTAN HCTZ CINFA 50 MG 28CO;1;1,17;1,17;2,92;2,92;4,00;01/06/2028;
8470007680918;768091;LOSARTAN HCTZ NO10012.5MG28CO;1;1,57;1,57;5,84;5,84;4,00;01/09/2027;
8470006613375;661337;LOSARTAN HCTZ NORMON 5012.5MG28CO;1;0,59;0,59;2,92;2,92;4,00;30/06/2028;
8470006719541;671954;LOSARTAN HCTZ NORMON10025MG28;1;1,17;1,17;5,84;5,84;4,00;01/10/2028;
8470006719312;671931;LOSARTAN HCTZ STADA100MG 28CO;2;2,43;4,86;11,68;5,84;4,00;01/08/2027;
8470006830499;683049;LOSARTAN HCTZ TEVA10012.5MG28;2;3,52;7,04;11,68;5,84;4,00;01/03/2027;
8470006546628;654662;LOSARTAN NORMON 100 MG 28 COMP;1;1,67;1,67;8,34;8,34;4,00;01/03/2027;
8470006546604;654660;LOSARTAN NORMON 25 MG 28COMP;1;0,50;0,50;2,50;2,50;4,00;Sin Fecha Cad.;
8470006546611;654661;LOSARTAN NORMON 50 MG 28COMP;1;0,84;0,84;4,17;4,17;4,00;01/07/2027;
8470008734481;873448;LOSFERRON 30 COMP;2;7,17;14,34;21,04;10,52;4,00;01/01/2027;
8470008446964;844696;LOXIFAN 2.5 MG 30 COMP;1;62,79;62,79;92,10;92,10;4,00;01/05/2028;
8470009924126;992412;LUBRILAX 30 ML;1;4,04;4,04;8,65;8,65;4,00;01/11/2029;
8470001713636;171363;LUBRISTIL 0.3 ML 30 UNIDOSIS;1;11,89;11,89;17,95;17,95;10,00;01/09/2027;
8470009912406;991240;LUDIOMIL 75 MG 28 COMP;1;4,36;4,36;6,38;6,38;4,00;01/02/2027;
8470007936046;793604;LUMINAL 100 MG 50 COMP;1;2,25;2,25;3,29;3,29;4,00;01/05/2029;
8470007295808;729580;LUNDEOS 20000 UI 5CAP;1;6,38;6,38;9,37;9,37;4,00;01/12/2026;
8470001904126;190412;LUNEB KIT HIPER 20VIAL5ML;1;11,03;11,03;19,95;19,95;21,00;01/08/2027;
8470007654391;765439;LURASIDONA TEVA 18.5MG 28COM;1;10,13;10,13;9,46;9,46;4,00;01/12/2027;
8470007654407;765440;LURASIDONA TEVA 37MG 28COM;1;10,13;10,13;18,92;18,92;4,00;01/12/2027;
8470007654414;765441;LURASIDONA TEVA 74MG 28COM;1;10,13;10,13;37,84;37,84;4,00;01/12/2027;
8470001794611;179461;LYNFASE TISANA 20 BOLSAS;3;6,88;20,64;32,85;10,95;10,00;01/10/2027;
8470007548041;754804;LYRICA 150 MG 56 CAPS;2;20,05;40,10;58,82;29,41;4,00;01/11/2027;
8470007547396;754739;LYRICA 25 MG 56 CAPS;2;3,28;6,56;9,80;4,90;4,00;01/08/2028;
8470007547549;754754;LYRICA 75 MG 56 CAPS;2;9,84;19,68;29,42;14,71;4,00;01/02/2028;
8470001938268;193826;MABOLIPID PLUS 30 COMPRIMIDOS;1;7,75;7,75;14,95;14,95;10,00;01/03/2027;
8470001993304;199330;MABOLIPID PLUS 60 COMPRIMIDOS;1;8,73;8,73;23,95;23,95;10,00;01/02/2028;
8470001575814;157581;MAGNES+POTAS AQUILEA EFER 14CO;2;5,25;10,50;15,90;7,95;10,00;01/05/2027;
8470001689443;168944;MAGNESIO AQUILEA 28 COMP EFERV;1;7,50;7,50;11,95;11,95;10,00;01/10/2028;
8470003201018;320101;MAGNESIO AQUILEA EFERV 14 COMP;1;5,37;5,37;7,95;7,95;10,00;01/07/2028;
8470001614780;161478;MAGNESIO B-COMPLEX 30CAP;1;9,84;9,84;13,95;13,95;10,00;01/05/2027;
8470008565672;856567;MAGNESIOBOI 48.62 MG 50 COMP;2;8,06;16,12;26,50;13,25;4,00;01/10/2029;
8470007202844;720284;MAGNOGENE 45 COM;1;8,93;8,93;13,97;13,97;4,00;01/01/2028;
8470006539156;653915;MALARONE 12 COMP;1;13,53;13,53;19,84;19,84;4,00;01/11/2029;
8470007127000;712700;MALAWAY 250100MG 24COM;1;27,11;27,11;39,68;39,68;4,00;01/02/2027;
8470001259714;125971;MALTODEXTRINA 1 K ACOFARMA;1;14,58;14,58;15,70;15,70;21,00;01/01/2029;
MAMIME004;MAMIME004;MAMI ME MIMA MORDEDOR SILICONA ANTIBACTERIANA T-PINK RACCON;1;6,71;6,71;12,95;12,95;21,00;01/12/2030;
MAMIME005;MAMIME005;MAMI ME MIMA SONAJERO MORDEDOR ANTIBACTERIANO R-PINK;1;6,71;6,71;12,95;12,95;21,00;01/12/2030;
8470001616470;161647;MANASUL CLASSIC 10 BOLSITAS;6;1,50;9,00;17,70;2,95;10,00;01/01/2027;
8470001616500;161650;MANASUL CLASSIC 100 BOLSITAS;1;11,69;11,69;16,95;16,95;10,00;01/12/2029;
8470001616487;161648;MANASUL CLASSIC 25 BOLSITAS;4;3,01;12,04;23,80;5,95;10,00;01/12/2028;
8470001616494;161649;MANASUL CLASSIC 50 BOLSITAS;1;6,33;6,33;9,95;9,95;10,00;01/12/2029;
8470006772799;677279;MANIDIPINO NORMON 10 MG 28 COM;1;3,32;3,32;7,09;7,09;4,00;01/06/2028;
8470006772805;677280;MANIDIPINO NORMON 20 MG 28 COM;1;6,65;6,65;14,17;14,17;4,00;01/11/2027;
8470007834236;783423;MANIDON 80 MG 60 GRAG;1;3,12;3,12;4,57;4,57;4,00;01/04/2028;
8470009897727;989772;MANIDON HTA 240 MG 30 TABL;1;6,99;6,99;10,26;10,26;4,00;01/01/2027;
8470006720202;672020;MANIDON RETARD 180 MG 60 COMP;1;11,11;11,11;16,28;16,28;4,00;01/04/2027;
8470003992466;399246;MANZANILLA AQUILEA INFUS 20SOB;1;3,66;3,66;5,95;5,95;10,00;01/01/2027;
8470003508506;350850;MANZANILLA DUL LEONESA 25BOLS;1;1,72;1,72;2,95;2,95;10,00;01/03/2028;
8470009133191;913319;MARTHAND CALLIVORO 7X4 1 APOS;1;3,06;3,06;4,50;4,50;4,00;01/04/2030;
8470002194137;219413;MASC PROCHAMBER KEYMASK INFANT;1;13,53;13,53;19,95;19,95;21,00;01/11/2029;
