Codigo_Nacional;Codigo;Nombre;Total Ventas;ventas1;ventas2;ventas3;ventas4;ventas5;ventas6;ventas7;ventas8;ventas9;ventas10;ventas11;ventas12;"";Año;Total_Ventas;Nombre_Nomenclator;Laboratorio;Principio_Activo;Estado;PVP_Referencia;Unidades_Vendidas;Ingresos_Estimados_PVP;Q1_Ventas;Q2_Ventas;Q3_Ventas;Q4_Ventas
151908;8470001519085;CEPILLO PHB SENSITIVE BLISTER;2;0;0;0;0;0;0;1;1;0;0;0;0;;2025;2;;;;;;2;;0;0;2;0
191785;8470001917850;CEPILLO REC ORALB VIT PROAZUL;4;0;0;0;2;0;0;0;0;1;1;0;0;;2025;4;;;;;;4;;0;2;1;1
359919;8470003599191;CEPILLO VITIS CIRUGIA;4;0;0;0;0;0;0;0;0;0;0;3;1;;2025;4;;;;;;4;;0;0;0;4
265167;8470002651678;CEPILLO VITIS DUPLO MEDIO;19;3;0;1;3;1;1;3;2;0;1;3;1;;2025;19;;;;;;19;;4;5;5;5
265168;8470002651685;CEPILLO VITIS DUPLO SUAVE;7;0;1;2;0;0;0;1;0;0;0;1;2;;2025;7;;;;;;7;;3;0;1;3
154062;8470001540621;CEPILLO VITIS DURO;9;0;1;1;1;0;0;1;0;1;0;2;2;;2025;9;;;;;;9;;2;1;2;4
333599;8470003335997;CEPILLO VITIS ENCIAS;5;0;0;0;1;1;1;1;0;0;0;0;1;;2025;5;;;;;;5;;0;3;1;1
374272;8470003742726;CEPILLO VITIS JUNIOR;1;0;0;0;0;0;0;0;1;0;0;0;0;;2025;1;;;;;;1;;0;0;1;0
154054;8470001540546;CEPILLO VITIS MEDIO;20;1;1;4;1;1;1;2;2;2;4;0;1;;2025;20;;;;;;20;;6;3;6;5
189597;8470001895974;CEPILLO VITIS MEDIO ACCESS;21;1;1;2;2;1;0;2;0;2;6;1;3;;2025;21;;;;;;21;;4;3;4;10
348466;8470003484664;CEPILLO VITIS MONOTIP;2;0;0;0;0;0;0;0;0;0;2;0;0;;2025;2;;;;;;2;;0;0;0;2
150418;8470001504180;CEPILLO VITIS ORTHODONT ACCESS;9;0;0;0;2;0;0;2;0;1;1;1;2;;2025;9;;;;;;9;;0;2;3;4
268367;8470002683679;CEPILLO VITIS ORTHODONTIC;1;1;0;0;1;0;0;0;0;0;0;0;-1;;2025;1;;;;;;1;;1;1;0;-1
348458;8470003484589;CEPILLO VITIS PERIO;3;0;0;1;0;0;0;0;1;0;0;0;1;;2025;3;;;;;;3;;1;0;1;1
359992;8470003599924;CEPILLO VITIS SENSIBLE;5;0;0;0;1;2;0;0;1;0;0;1;0;;2025;5;;;;;;5;;0;3;1;1
154047;8470001540478;CEPILLO VITIS SUAVE;6;2;0;0;1;0;0;1;0;1;0;0;1;;2025;6;;;;;;6;;2;1;2;1
348143;8470003481434;CEPILLO VITIS SUAVE ACCESS;21;4;1;0;1;1;1;2;1;4;4;1;1;;2025;21;;;;;;21;;5;3;7;6
359943;8470003599436;CEPILLO VITIS ULTRASUAVE;3;1;1;0;1;0;0;0;0;0;0;0;0;;2025;3;;;;;;3;;2;1;0;0
177007;8470001770073;CERA ORTO PROT ORTOLACER 14BAR;3;0;1;0;0;0;0;0;1;0;0;1;0;;2025;3;;;;;;3;;1;0;1;1
163945;8470001639455;CERA ORTODONCIA BARRAS 5+2;5;1;0;0;0;0;0;0;1;1;0;0;2;;2025;5;;;;;;5;;1;0;2;2
245365;8470002453654;CERA PROTEC ORTODONCIA VITIS;2;0;0;0;0;2;0;0;0;0;0;0;0;;2025;2;;;;;;2;;0;2;0;0
203152;8470002031524;CERAVE ACEITE LAVANTE 473 ML;3;0;0;0;1;0;0;1;0;0;1;0;0;;2025;3;;;;;;3;;0;1;1;1
203151;8470002031517;CERAVE BALSAMO REPARADOR 50 ML;2;0;1;0;0;0;0;0;0;0;1;0;0;;2025;2;;;;;;2;;1;0;0;1
193914;8470001939142;CERAVE CR ANTI RUGOSIDAD 177ML;2;0;0;0;0;0;0;0;1;0;1;0;0;;2025;2;;;;;;2;;0;0;1;1
193913;8470001939135;CERAVE CR ANTI-RUGOSIDAD 340GR;1;0;0;0;0;0;0;0;0;0;0;1;0;;2025;1;;;;;;1;;0;0;0;1
187656;8470001876560;CERAVE CR HIDRA FAM 454ML;3;0;0;0;0;0;0;1;1;0;1;0;0;;2025;3;;;;;;3;;0;0;2;1
187646;8470001876461;CERAVE CR REPAR CONT OJOS 14ML;5;0;1;1;1;0;0;0;0;1;0;1;0;;2025;5;;;;;;5;;2;1;1;1
187655;8470001876553;CERAVE CREMA HIDRATANTE 340ML;2;1;1;0;0;0;0;0;0;0;0;0;0;;2025;2;;;;;;2;;2;0;0;0
187653;8470001876539;CERAVE GEL CONTROL IMPERF 40ML;2;0;0;1;0;0;0;0;1;0;0;0;0;;2025;2;;;;;;2;;1;0;1;0
CERA9159;CERA9159;CERAVE GEL LIMP SMOOT 236 G;1;0;0;0;0;0;0;1;0;0;0;0;0;;2025;1;;;;;;1;;0;0;1;0
187651;8470001876515;CERAVE GEL LIMPIADOR ESP 236ML;8;0;0;2;1;0;2;1;1;0;0;0;1;;2025;8;;;;;;8;;2;3;2;1
187652;8470001876522;CERAVE GEL LIMPIADOR ESP 473ML;4;0;0;0;0;0;0;1;1;0;1;1;0;;2025;4;;;;;;4;;0;0;2;2
187637;8470001876379;CERAVE LIMP CONTROL IMPER236ML;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
170555;8470001705556;CERAVE LIMP ESPUMOSO REC 473ML;2;0;0;2;0;0;0;0;0;0;0;0;0;;2025;2;;;;;;2;;2;0;0;0
187648;8470001876485;CERAVE LIMP HIDRATANTE 236 ML;1;0;0;0;1;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;0;1;0;0
187649;8470001876492;CERAVE LIMP HIDRATANTE 473 ML;6;0;0;0;2;0;1;1;0;1;0;0;1;;2025;6;;;;;;6;;0;3;2;1
166383;8470001663832;CERAVE LIMPIADORA HIDRATANTE 1 ENVASE 473 ml RECARGA;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
187640;8470001876409;CERAVE LOC HIDR ROSTRO30+ 52ML;8;2;0;1;0;0;0;2;1;0;2;0;0;;2025;8;;;;;;8;;3;0;3;2
187642;8470001876423;CERAVE LOC HIDRAT ROSTRO 52 ML;4;0;2;1;1;0;0;0;0;0;0;0;0;;2025;4;;;;;;4;;3;1;0;0
206259;8470002062597;CERAVE LOCION HIDRATAN50+ 50ML;11;0;2;1;2;2;0;0;1;1;0;1;1;;2025;11;;;;;;11;;3;4;2;2
189826;8470001898265;CERAVE LOCION HIDRATANT FAM 1L;5;0;1;1;0;0;0;0;0;1;0;0;2;;2025;5;;;;;;5;;2;0;1;2
187638;8470001876386;CERAVE LOCION HIDRATANTE 236ML;1;0;0;1;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
187639;8470001876393;CERAVE LOCION HIDRATANTE 473ML;3;0;0;0;0;0;2;1;0;0;0;0;0;;2025;3;;;;;;3;;0;2;1;0
CERAV508;CERAV508;CERAVE OIL CONTROL GEL-CR 52ML;5;0;0;1;1;0;0;0;2;0;0;1;0;;2025;5;;;;;;5;;1;1;2;1
207259;8470002072596;CERAVE SERUM RETINOL IMPERF 30;2;1;0;0;1;0;0;0;0;0;0;0;0;;2025;2;;;;;;2;;1;1;0;0
656957;8470006569573;CERAZET 28 COMP;53;2;2;11;8;3;2;3;7;7;3;4;1;;2025;53;CERAZET 75 microgramos comprimidos recubiertos con pelicula , 1 x 28 comprimidos;ORGANON SALUD, S.L.;DESOGESTREL;ALTA;;53;;15;13;17;8
656964;8470006569641;CERAZET 3X28 COMP;8;2;0;1;0;0;2;0;0;2;0;1;0;;2025;8;CERAZET 75 microgramos comprimidos recubiertos con pelicula , 3 x 28 comprimidos;ORGANON SALUD, S.L.;DESOGESTREL;ALTA;;8;;3;2;2;1
576284;8470005762845;CERENIA 16 MG 4 COM;3;1;0;0;0;1;1;0;0;0;0;0;0;;2025;3;;;;;;3;;1;2;0;0
576285;8470005762852;CERENIA 24 MG 4 COM;5;2;0;1;1;0;1;0;0;0;0;0;0;;2025;5;;;;;;5;;3;2;0;0
700525;8470007005254;CERTICAN 0.25 MG 60 COM;4;0;1;0;1;0;1;0;1;0;0;0;0;;2025;4;CERTICAN 0,25 mg COMPRIMIDOS , 60 comprimidos;NOVARTIS FARMACEUTICA S.A.;EVEROLIMUS;ALTA;;4;;1;2;1;0
700529;8470007005292;CERTICAN 0.75 MG 60 COM;1;0;0;0;0;0;0;0;0;0;0;1;0;;2025;1;CERTICAN 0,75 mg COMPRIMIDOS , 60 comprimidos;NOVARTIS FARMACEUTICA S.A.;EVEROLIMUS;ALTA;;1;;0;0;0;1
700530;8470007005308;CERTICAN 1 MG 60 COM;11;2;0;1;2;1;1;0;2;0;1;0;1;;2025;11;CERTICAN 1 mg COMPRIMIDOS , 60 comprimidos;NOVARTIS FARMACEUTICA S.A.;EVEROLIMUS;ALTA;;11;;3;4;2;2
CESTAB;CESTAB3;CESACION TABAQUICA MEDICION CO;1;0;0;1;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
175899;8470001758996;CETAPHIL CR HIDRAT 453 G;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
211130;8470002111301;CETAPHIL CREMA ESP LIMP 473ML;2;0;1;0;0;0;0;0;0;0;0;0;1;;2025;2;;;;;;2;;1;0;0;1
262658;8470002626584;CETAPHIL LOC LIMPIADORA 473ML;1;0;0;1;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
650800;8470006508008;CETIRIZINA CINFA 10 MG 20 COMP;45;5;2;5;5;0;4;2;2;5;7;4;4;;2025;45;CETIRIZINA CINFA 10MG 20 COMPRIM RECUB PELIC EFG;CINFA S.A.;CETIRIZINA DIHIDROCLORURO;ALTA;;45;;12;9;9;15
660066;8470006600665;CETIRIZINA KERN 10 MG 20 COMP;4;0;0;0;0;0;2;0;1;0;0;0;1;;2025;4;CETIRIZINA KERN PHARMA 10 mg comprimidos recubiertos con pelicula , 20 comprimidos;KERN PHARMA, S.L.;CETIRIZINA DIHIDROCLORURO;ALTA;;4;;0;2;1;1
654536;8470006545362;CETIRIZINA NORMON 10 MG 20 COM;115;8;5;13;8;10;10;17;22;9;3;3;7;;2025;115;CETIRIZINA NORMON 10MG 20 COMPRIM RECUB PELIC EFG;NORMON S.A.;CETIRIZINA DIHIDROCLORURO;ALTA;;115;;26;28;48;13
653282;8470006532829;CETIRIZINA RATIO 10MG 20COM;2;1;0;0;0;0;0;0;1;0;0;0;0;;2025;2;CETIRIZINA RATIOPHARM 10MG 20 COMPRIMIDOS RECU EFG;TEVA PHARMA, S.L.U;CETIRIZINA DIHIDROCLORURO;ALTA;;2;;1;0;1;0
652710;8470006527108;CETIRIZINA TEVA 1MG SOLU 200ML;19;0;0;1;2;0;1;0;7;4;1;2;1;;2025;19;CETIRIZINA TEVA 1MG/ML 200ML SOLUCION ORAL EFG;TEVA PHARMA, S.L.U;CETIRIZINA HIDROCLORURO;ALTA;;19;;1;3;11;4
693174;8470006931745;CETRAFLUX 3MGML 20 VIALES;1;0;0;0;0;0;0;0;0;1;0;0;0;;2025;1;CETRAFLUX 3 MG/ML COLIRIO EN SOLUCION EN ENVASE UNIDOSIS, 20 envases unidosis de 0,25 ml;SALVAT, S.A.;CIPROFLOXACINO HIDROCLORURO;BAJA POR NO COMERCIALIZAR;;1;;0;0;1;0
654677;8470006546772;CETRAXAL OTICO 1.2MG0.4ML 20V;1;0;0;0;0;0;0;0;0;1;0;0;0;;2025;1;CETRAXAL OTICO 3 MG/ML GOTAS OTICAS EN SOLUCION EN ENVASE UNIDOSIS, 20 envases unidosis de 0,4 ml;SALVAT, S.A.;CIPROFLOXACINO;ALTA;;1;;0;0;1;0
682617;8470006826171;CETRAXAL OTICO GOT 10 ML;5;1;0;1;0;0;1;0;0;0;2;0;0;;2025;5;CETRAXAL OTICO 0,3% GOTAS 10ML;SALVAT, S.A.;CIPROFLOXACINO;ALTA;;5;;2;1;0;2
722184;8470007221845;CETRAXAL PLUS 3MGML+0.25MGML;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
866103;8470008661039;CETRAXAL PLUS GOT 10 ML;44;5;1;4;2;4;5;3;4;2;4;5;5;;2025;44;CETRAXAL PLUS 3MG/ML 10ML SOLUCION GOTAS OTICAS;SALVAT, S.A.;FLUOCINOLONA ACETONIDO,CIPROFLOXACINO HIDROCLORURO;ALTA;;44;;10;11;9;14
234791;8470002347915;CHELIDON 60 COMP;1;0;0;0;0;0;1;0;0;0;0;0;0;;2025;1;;;;;;1;;0;1;0;0
165775;8470001657756;CHELINO GATEO T4 915KG;2;1;0;0;0;0;0;0;1;0;0;0;0;;2025;2;;;;;;2;;1;0;1;0
196366;8470001963666;CHELINO NATURE T1 B28;1;0;0;0;0;0;1;0;0;0;0;0;0;;2025;1;;;;;;1;;0;1;0;0
196367;8470001963673;CHELINO NATURE T2 B28;3;0;0;0;0;0;3;0;0;0;0;0;0;;2025;3;;;;;;3;;0;3;0;0
196368;8470001963680;CHELINO NATURE T3 B36;4;0;0;0;0;4;0;0;0;0;0;0;0;;2025;4;;;;;;4;;0;4;0;0
196847;8470001968470;CHELINO NATURE TOALLITA INF 72;2;0;0;0;0;0;1;0;0;0;0;0;1;;2025;2;;;;;;2;;0;1;0;1
165773;8470001657732;CHELINO RECIEN NACIDO T2 36KG;2;0;0;0;0;0;2;0;0;0;0;0;0;;2025;2;;;;;;2;;0;2;0;0
154495;8470001544957;CHICCO BRAGA MONOUSO MALLA 4UD;2;0;0;0;1;0;0;0;0;0;0;1;0;;2025;2;;;;;;2;;0;1;0;1
193285;8470001932853;CHILLY PHARMA PREVENCION 450ML;2;0;0;0;0;0;0;0;0;0;0;2;0;;2025;2;;;;;;2;;0;0;0;2
185334;8470001853349;CHUPETE SILICONA ANATOMICO SUAVINEX 6 - 18 MESES 2 UNIDADES;1;0;0;0;0;0;0;0;0;0;1;0;0;;2025;1;;;;;;1;;0;0;0;1
198554;8470001985545;CHUPETE SUA CLAS ANA SIL0-6 2U;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
199249;8470001992499;CHUPETE SUAV FISIO SIL6-18 2U;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
199251;8470001992512;CHUPETE SUAV FISIO TODO SIL0-6;2;2;0;0;0;0;0;0;0;0;0;0;0;;2025;2;;;;;;2;;2;0;0;0
162687;8470001626875;CHUPETE SUAVIN ANAT LAT+18M 2U;3;0;0;1;0;0;0;1;0;0;0;1;0;;2025;3;;;;;;3;;1;0;1;1
162100;8470001621009;CHUPETE SUAVIN FISIO SILIC +18;1;0;0;0;0;1;0;0;0;0;0;0;0;;2025;1;;;;;;1;;0;1;0;0
204120;8470002041202;CHUPETE SUAVIN SIL ZERO -2-2M;9;0;2;0;2;0;2;0;0;0;1;1;1;;2025;9;;;;;;9;;2;4;0;3
204121;8470002041219;CHUPETE SUAVIN SIL ZERO 0-6M;3;1;0;0;0;1;1;0;0;0;0;0;0;;2025;3;;;;;;3;;1;2;0;0
174008;8470001740083;CHUPETE SUAVIN TODO SILIC +6M;1;0;1;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
212046;8470002120464;CHUPETE SUAVINEX ANAT CAU+6M 2;1;0;0;0;1;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;0;1;0;0
170358;8470001703583;CHUPETE SUAVINEX PREM SIL +18M;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
872291;8470008722914;CIALIS 20 MG 4 COMP;3;0;1;0;0;0;1;1;0;0;0;0;0;;2025;3;;;;;;3;;1;1;1;0
192106;8470001921062;CICAPLAST 40 ML;2;0;0;0;1;0;0;1;0;0;0;0;0;;2025;2;;;;;;2;;0;1;1;0
159188;8470001591883;CICAPLAST BAUME 5% 40 ML;17;3;0;5;2;1;2;1;1;1;0;1;0;;2025;17;;;;;;17;;8;5;3;1
159189;8470001591890;CICAPLAST BAUME B5 100 ML;7;0;0;1;1;1;0;1;1;0;0;1;1;;2025;7;;;;;;7;;1;2;2;2
178302;8470001783028;CICAPLAST BAUME B5 50+ 40ML;9;0;0;0;1;3;3;2;0;0;0;0;0;;2025;9;;;;;;9;;0;7;2;0
204396;8470002043961;CICAPOST ISDIN CR 50 ML;4;0;0;0;2;0;1;0;0;0;1;0;0;;2025;4;;;;;;4;;0;3;0;1
163284;8470001632845;CICATRIDINA RUBIO 10 SUPOS;1;0;0;0;0;0;0;0;0;0;0;1;0;;2025;1;;;;;;1;;0;0;0;1
967612;8470009676124;CICLOCHEM 1% CR 30 G;3;0;0;1;0;0;0;0;0;1;0;0;1;;2025;3;CICLOCHEM CREMA, 1 tubo de 30 g;GALENICUM DERMA, S.L.;CICLOPIROX OLAMINA;ALTA;;3;;1;0;1;1
656346;8470006563465;CICLOCHEM CHAMPU 1.5 % 100 ML;1;0;0;0;0;1;0;0;0;0;0;0;0;;2025;1;CICLOCHEM 15 MG/G CHAMPU , 1 frasco de 100 ml;GALENICUM DERMA, S.L.;CICLOPIROX OLAMINA;ALTA;;1;;0;1;0;0
697647;8470006976470;CICLOCHEM U�AS 6G;5;0;0;0;0;0;0;0;0;1;0;2;2;;2025;5;CICLOCHEM UÑAS 80mg/g BARNIZ DE UÑAS MEDICAMENTOSO , 6 g;GALENICUM DERMA, S.L.;CICLOPIROX;ALTA;;5;;0;0;1;4
667857;8470006678572;CICLOCHEM U�AS SOLU 3 G;8;0;0;3;0;0;1;1;0;0;1;2;0;;2025;8;CICLOCHEM UÑAS 80mg/g BARNIZ DE UÑAS MEDICAMENTOSO , 1 frasco de 3 g;GALENICUM DERMA, S.L.;CICLOPIROX;ALTA;;8;;3;1;1;3
686296;8470006862964;CICLOPIROX OLAMINA CHAMP15MGG;16;1;5;0;2;1;1;0;0;1;2;1;2;;2025;16;CICLOPIROX OLAMINA ISDIN 15 MG/G CHAMPU , 1 frasco de 100 ml;ISDIN S.A.;CICLOPIROX OLAMINA;ALTA;;16;;6;4;1;5
724981;8470007249818;CICLOSEB 15 MGG CHAMPU 100ML;3;0;1;0;0;1;0;0;1;0;0;0;0;;2025;3;CICLOSEB 15 MG/G CHAMPU, 1 frasco de 100 ml;GALENICUM DERMA, S.L.;CICLOPIROX OLAMINA;ALTA;;3;;1;1;1;0
991265;8470009912659;CIDINE 1 MG 50 COMP;21;3;2;1;2;1;0;2;1;4;1;1;3;;2025;21;CIDINE 1MG 50 COMPRIMIDOS;CASEN RECORDATI, S.L..;CINITAPRIDA TARTRATO ACIDO;ALTA;;21;;6;3;7;5
045666;8470000456664;CIGARRO MENTOL FLOWERS 3P 1U;10;0;2;7;0;0;0;0;0;0;0;0;1;;2025;10;;;;;;10;;9;0;0;1
143644;8470001436443;CIGARRO MENTOL FLOWERS BLIST3U;3;0;0;1;0;1;1;0;0;0;0;0;0;;2025;3;;;;;;3;;1;2;0;0
700420;8470007004202;CILOSTAZOL CINFA 100MG 56COM;2;2;0;0;0;0;0;0;0;0;0;0;0;;2025;2;CILOSTAZOL CINFA 100 MG COMPRIMIDOS EFG , 56 comprimidos;CINFA S.A.;CILOSTAZOL;ALTA;;2;;2;0;0;0
700190;8470007001904;CILOSTAZOL NORMON 100MG 56COMP;2;0;1;0;0;0;0;0;0;0;1;0;0;;2025;2;CILOSTAZOL NORMON 100 MG COMPRIMIDOS EFG , 56 comprimidos;NORMON S.A.;CILOSTAZOL;ALTA;;2;;1;0;0;1
681785;8470006817858;CINFADOL 11.6 MGG GEL 60G;3;1;1;1;0;0;0;0;0;0;0;0;0;;2025;3;;;;;;3;;3;0;0;0
728862;8470007288626;CINFADOL DICLOFENACO 39.2MGML;2;0;2;0;0;0;0;0;0;0;0;0;0;;2025;2;;;;;;2;;2;0;0;0
683490;8470006834909;CINFAMAR 50 MG 10 COMP;1;0;0;0;1;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;0;1;0;0
683508;8470006835081;CINFAMAR 50 MG 4 COMP;1;1;0;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
659726;8470006597262;CINFAMAR CAFEINA 10 COMP;5;0;0;0;3;0;2;0;0;0;0;0;0;;2025;5;;;;;;5;;0;5;0;0
659767;8470006597675;CINFAMUCOL 50 MG 200 ML;20;6;2;2;2;0;1;0;0;3;2;0;2;;2025;20;;;;;;20;;10;3;3;4
730287;8470007302872;CINFAMUCOL ACETIL FORT600MG20C;6;1;2;0;0;0;0;0;0;0;1;1;1;;2025;6;;;;;;6;;3;0;0;3
702593;8470007025931;CINFAMUCOL CARBO 750MG 12SOB;8;0;1;1;1;2;0;1;0;2;0;0;0;;2025;8;;;;;;8;;2;3;3;0
702359;8470007023593;CINFATOS 15MG 18SOB;8;0;0;3;0;0;1;0;0;0;2;0;2;;2025;8;;;;;;8;;3;1;0;4
730492;8470007304920;CINFATOS 15MG 20COM BUC;3;1;0;0;0;0;0;0;0;1;0;0;1;;2025;3;;;;;;3;;1;0;1;1
751636;8470007516361;CINFATOS 20 PASTILLAS;26;3;3;1;3;3;2;1;1;1;2;4;2;;2025;26;;;;;;26;;7;8;3;8
725174;8470007251743;CINFATOS DESCONGESTIVO 200ML P;5;1;0;1;1;0;0;0;0;1;0;1;0;;2025;5;;;;;;5;;2;1;1;1
703377;8470007033776;CINFATOS EXPECTORANTE 18SOB;15;1;0;4;0;1;1;0;0;0;3;0;5;;2025;15;;;;;;15;;5;2;0;8
719053;8470007190530;CINFATOS EXPECTORANTE 200ML;68;9;2;13;5;3;2;3;2;5;5;4;15;;2025;68;;;;;;68;;24;10;10;24
718655;8470007186557;CINFATOS JARABE 200ML;17;4;2;2;2;1;0;0;0;0;0;2;4;;2025;17;;;;;;17;;8;3;0;6
730036;8470007300366;CINFATOSNAIT 1.332 MGML 150M;6;1;1;1;0;1;0;0;0;0;1;0;1;;2025;6;;;;;;6;;3;1;0;2
213066;8470002130661;CINTA DENTAL LACER EX-SUAV MEN;2;0;0;0;0;0;0;0;0;1;1;0;0;;2025;2;;;;;;2;;0;0;1;1
211706;8470002117068;CINTA DENTAL ORAL B SATINTAPE;1;0;1;0;0;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;1;0;0;0
383976;8470003839761;CINTA DENTAL VITIS 50 M;2;1;0;0;0;0;1;0;0;0;0;0;0;;2025;2;;;;;;2;;1;1;0;0
695618;8470006956182;CIPROFLOX NORMON 250MG 14COM;2;0;0;0;1;0;0;0;0;0;1;0;0;;2025;2;CIPROFLOXACINO NORMON 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA  EFG , 14 comprimidos;NORMON S.A.;CIPROFLOXACINO HIDROCLORURO;ALTA;;2;;0;1;0;1
695621;8470006956212;CIPROFLOX NORMON 500MG 14COM;75;7;7;3;7;4;12;5;6;5;8;7;4;;2025;75;CIPROFLOXACINO NORMON 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG , 14 comprimidos;NORMON S.A.;CIPROFLOXACINO HIDROCLORURO;ALTA;;75;;17;23;16;19
695622;8470006956229;CIPROFLOX NORMON 750MG 14COM;11;0;1;2;4;1;1;0;1;0;0;1;0;;2025;11;CIPROFLOXACINO NORMON 750 mg COMPRIMIDOS RECUBIERTOS CON PELICULA  EFG , 14 comprimidos;NORMON S.A.;CIPROFLOXACINO HIDROCLORURO;ALTA;;11;;3;6;1;1
793802;8470007938026;CIPROXINA SIMPLE GOTAS 5 ML;2;0;0;0;0;0;0;0;0;0;2;0;0;;2025;2;CIPROXINA SIMPLE 0,3% 3MG/ML GOTAS OTICAS SOL 5ML;NOVARTIS FARMACEUTICA S.A.;CIPROFLOXACINO HIDROCLORURO;ALTA;;2;;0;0;0;2
683784;8470006837849;CIRCADIN 2 MG 30 COM;11;1;0;1;1;1;1;1;1;1;1;1;1;;2025;11;;;;;;11;;2;3;3;3
163180;8470001631800;CIS-CONTROL 150 MG 120 CAPS;1;0;0;0;1;0;0;0;0;0;0;0;0;;2025;1;;;;;;1;;0;1;0;0
191398;8470001913982;CISTISEID 15 SOBRES;1;0;0;0;0;0;0;1;0;0;0;0;0;;2025;1;;;;;;1;;0;0;1;0
654396;8470006543962;CITALOPRAM CINFA 20 MG 28 COMP;3;0;0;0;1;0;0;0;1;0;0;1;0;;2025;3;CITALOPRAM CINFA 20MG 28 COMPRIMIDOS RECUBIERT EFG;CINFA S.A.;CITALOPRAM HIDROBROMURO;ALTA;;3;;0;1;1;1
654397;8470006543979;CITALOPRAM CINFA 20 MG 56 COMP;7;1;0;1;1;1;0;0;1;0;1;0;1;;2025;7;CITALOPRAM CINFA  20 mg comprimidos recubiertos , 56 comprimidos;CINFA S.A.;CITALOPRAM HIDROBROMURO;ALTA;;7;;2;2;1;2
822403;8470008224036;CITALOPRAM MABO 10 MG 28 COMP;1;0;0;0;0;1;0;0;0;0;0;0;0;;2025;1;CITALOPRAM MABO 10MG 28 COMPRIMIDOS RECUB PELICULA;MABO-FARMA, S.A.;CITALOPRAM HIDROBROMURO;ALTA;;1;;0;1;0;0
762837;8470007628378;CITALOPRAM NORMON 10MG 28COM;17;0;1;4;3;2;1;2;1;2;0;1;0;;2025;17;CITALOPRAM NORMON 10 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG, 28 comprimidos;NORMON S.A.;CITALOPRAM HIDROBROMURO;ALTA;;17;;5;6;5;1
651321;8470006513217;CITALOPRAM NORMON 20 MG 28 CO;5;1;0;0;2;0;0;0;0;0;2;0;0;;2025;5;CITALOPRAM NORMON 20MG 28 COMPRIMIDOS EFG;NORMON S.A.;CITALOPRAM HIDROBROMURO;ALTA;;5;;1;2;0;2
714987;8470007149873;CITALOPRAM NORMON 20MG 56CO;4;0;0;0;0;0;1;0;1;1;0;1;0;;2025;4;CITALOPRAM NORMON 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,56 comprimidos;NORMON S.A.;CITALOPRAM HIDROBROMURO;ALTA;;4;;0;1;2;1
650472;8470006504727;CITALOPRAM RATIO 10MG 28COM;4;0;0;0;0;0;2;0;0;1;1;0;0;;2025;4;CITALOPRAM RATIO 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA , 28 comprimidos;TEVA PHARMA, S.L.U;CITALOPRAM HIDROBROMURO;ALTA;;4;;0;2;1;1
682433;8470006824337;CITARABINA ACCORD 100 mg/ml 1 VIAL SOLUCION INYECTABLE Y PARA PERFUSION 5 ml;1;0;0;0;0;0;0;0;0;0;0;1;0;;2025;1;;;;;;1;;0;0;0;1
733073;8470007330738;CITICOLINA NORMOGEN 1GR 30SOL;11;0;1;1;1;1;1;1;1;1;1;2;0;;2025;11;CITICOLINA NORMOGEN 1000 MG SOLUCION ORAL EFG, 30 (3 x 10) sobres de 10 ml;NORMON S.A.;CITICOLINA SODICA;ALTA;;11;;2;3;3;3
700550;8470007005506;CITORSAL 5 BOLSAS POLVO;2;0;0;0;0;0;0;0;0;0;2;0;0;;2025;2;CITORSAL POLVO PARA SOLUCION ORAL EN SOBRE , 5 bolsas;LABORATORIOS ERN S.A.;LACTATO CALCIO,MAGNESIO SULFATO,CITRATO SODIO,CITRICO ACIDO ANHIDRO,POTASIO CLORURO ANHIDRO,GLUCOSA MONOHIDRATO,SODIO CLORURO,SODIO FOSFATO;ALTA;;2;;0;0;0;2
