Codigo_Nacional;Nombre;TIPO;ATC;LABORATORIO;PVP_CIMA
731094;PARACETAMOL STADA 500MG 20COMP;MEDICAMENTO;N02B;Laboratorio Stada S.L.;""
731095;PARACETAMOL STADA 1G 10COMP;MEDICAMENTO;N02B;Laboratorio Stada S.L.;""
731388;PREMAX 20 MGML SOLUCION ORAL;MEDICAMENTO;N02B;Neuraxpharm Spain S.L.;""
731400;QUETIAPINA STADA 50MG 60CO;MEDICAMENTO;N05A;Laboratorio Stada S.L.;""
731409;SEPTOLETE 31MG MIEL LIMON 16;MEDICAMENTO;R02A;Krka D.D. Novo Mesto;""
731552;LYRICA 300 MG 56 CAP DIF;MEDICAMENTO;N02B;Upjohn Eesv;""
731576;ENDOLEX 25MG 12 COMP;MEDICAMENTO;M01A;Kern Pharma S.L.;""
731679;ENEAS 30 COMP;MEDICAMENTO;C09B;Ferrer Internacional S.A.;""
732139;OMNIC OCAS 0.4 MG 30 COMP DIF;MEDICAMENTO;G04C;Astellas Pharma Sp. Z O.O.;""
732440;INBRIJA 33 MG 92 CAPS;MEDICAMENTO;N04B;Merz Therapeutics Gmbh;""
732450;TWICOR DIFARMED 20 mg/10 mg 30 COMPRIMIDOS RECUBIERTOS;MEDICAMENTO;C10B;Viatris Healthcare Limited;""
732508;TICAGRELOR TEVA 90MG 56COM;MEDICAMENTO;B01A;Teva Pharma S.L.U.;""
732562;BYANNLI 1000MG JRG PRE LP+AGUJ;MEDICAMENTO;N05A;Janssen-Cilag International N.V;""
732699;ANTIDOL 1000MG 10STICK;MEDICAMENTO;N02B;Laboratorios Cinfa S.A.;""
732740;CANDESART HCTZ CINF3212.5MG28;MEDICAMENTO;C09D;Laboratorios Cinfa S.A.;""
732870;KERENDIA 10 MG 28 COMP;MEDICAMENTO;C03D;Bayer Ag;""
733290;SEPIA OFFICINALIS DT 30CH;PARAFARMACIA;"";"";""
733342;RINODUO 13750 MCG 120 DOSIS;MEDICAMENTO;R01A;Laboratorio Aldo Union S.L.;""
734040;ATORVASTATINA NORM 80MG28CO;MEDICAMENTO;C10A;Laboratorios Normon S.A.;""
735811;CARBOCAL D 60 COMPRIMIDOS;MEDICAMENTO;A12A;Farmasierra Laboratorios S.L.;""
737616;HOMEOVOX 60 COMP;PARAFARMACIA;"";"";""
741520;AFLUON SPRAY NASAL 10 ML;MEDICAMENTO;R01A;Cooper Consumer Health B.V.;""
741629;DEPO PROGEVERA 150 MG VIAL;MEDICAMENTO;G03D;Pfizer S.L.;""
742239;FLUOXETINA NORMON 20 MG 28 CAP;MEDICAMENTO;N06A;Laboratorios Normon S.A.;""
743039;DERMOFIX 2% POLVO 30 G;MEDICAMENTO;D01A;Ferrer Internacional S.A.;""
744082;ATORVASTATINA NORMON 60MG 28CO;MEDICAMENTO;C10A;Laboratorios Normon S.A.;""
748195;IGNATIA AMARA DT 30CH;PARAFARMACIA;"";"";""
750539;RISPERIDONA CINFA 0.5MG 28COM;MEDICAMENTO;N05A;Laboratorios Cinfa S.A.;""
751940;NUX VOMICA DT 9CH;PARAFARMACIA;"";"";""
753657;APROVEL 300 MG 28 COMP;MEDICAMENTO;C09C;Sanofi Winthrop Industrie;""
753673;CARBOCAL 600 MG 60 COMP;MEDICAMENTO;A12A;Farmasierra Laboratorios S.L.;""
755587;URSOBILANE 300 MG 60 CAPS;MEDICAMENTO;A05A;Laboratorio Estedi S.L.;""
756029;IBUPROFENO RAPID 400MG 20CAP;MEDICAMENTO;M01A;Laboratorio Stada S.L.;""
756056;FEBRECTAL AD 6 SUPO;MEDICAMENTO;N02B;Laboratorios Almirall S.L.;""
756072;FEBRECTAL INF 6 SUPO;MEDICAMENTO;N02B;Laboratorios Almirall S.L.;""
756411;FENERGAN CR 60 G;MEDICAMENTO;D04A;Teofarma S.R.L.;""
756650;FENTANEST 5X3 ML (H);MEDICAMENTO;N01A;Kern Pharma S.L.;""
756826;THYMULINE BOIRON C30 GLOBULOS 1 ENVASE 4 g;PARAFARMACIA;"";"";""
758234;AXHIDROX 2.2 MG CR 50GR;MEDICAMENTO;D11A;Industrial Farmaceutica Cantabria S.A.;""
758350;GANIRELIX 0.25 MG 0.5 ML 1 JGA;MEDICAMENTO;H01C;Gedeon Richter Plc.;""
758543;ISDIBEN 20 MG 50 CAPS;MEDICAMENTO;D10B;Isdin S.A.;""
758604;ARROX PLUS 4010MG 30 COMP;MEDICAMENTO;C10B;Laboratorios Alter S.A.;""
758615;IBIS 6MGML COLIRIO SOL 5ML;MEDICAMENTO;S01G;Menarini International Operations Luxembourg S.A.;""
758717;TRIGON DEPOT 40MGML 3 VIAL1ML;MEDICAMENTO;H02A;Bristol Myers Squibb S.A.;""
758840;TIAPRIZAL 100MG 20COM;MEDICAMENTO;N05A;Neuraxpharm Spain S.L.;""
758842;ALZERTA DOS 4.6 MG24 H 16 PAR;MEDICAMENTO;N06D;Esteve Pharmaceuticals S.A.;""
759116;BIMOTIL 13.7GR SOL ORAL 30 SOB;MEDICAMENTO;A06A;Italfarmaco S.A.;""
759231;HOMEOPLASMINE POMADA 40 G;PARAFARMACIA;"";"";""
759253;UTROGESTAN 200 MG 15 CAPS;MEDICAMENTO;G03D;Besins Healthcare Ireland Limited;""
759451;OSCILLOCOCCINUM 30 UNIDOSIS;PARAFARMACIA;"";"";""
759452;LIMOVAN 7.5 MG 28 COMP;MEDICAMENTO;N05C;Sanofi Aventis S.A.;""
759498;REFLEX GEL 50 G;MEDICAMENTO;M02A;Reckitt Benckiser Healthcare S.A.;""
759811;PROZAC 20 MG 28 CAPS;MEDICAMENTO;N06A;Lilly S.A.;""
760148;QUVIVIQ 50 MG 30 COM;MEDICAMENTO;N05C;Idorsia Pharmaceuticals Deutschland Gmbh;""
760710;FURACIN PDA 100 G;MEDICAMENTO;D08A;Seid S.A.;""
761619;CLARELUX 500MCGG ESP CUT 100G;MEDICAMENTO;D07A;Pierre Fabre Iberica S.A.;""
762104;CANDESARTAN NORMON 8MG 30COM;MEDICAMENTO;C09C;Laboratorios Normon S.A.;""
762175;JENTADUETO DIFARMED 2,5 mg/850 mg 60 COMPRIMIDOS RECUBIERTOS;MEDICAMENTO;A10B;Boehringer Ingelheim International Gmbh;""
762176;JENTADUETO DIFARMED 2,5 mg/1000 mg 60 COMPRIMIDOS RECUBIERTOS;MEDICAMENTO;A10B;Boehringer Ingelheim International Gmbh;""
762304;IBUPROFENO PENSA 600MG 40COMP;MEDICAMENTO;M01A;Towa Pharmaceutical S.A.;""
762334;DABIGATRAN CINFA 110MG 60CA;MEDICAMENTO;B01A;Laboratorios Cinfa S.A.;""
762413;IBIS 20 MG 20 COMP BUCODISP;MEDICAMENTO;R06A;Menarini International Operations Luxembourg S.A.;""
762435;LATANEST 5MCGML SOL 5ML;MEDICAMENTO;S01E;Esteve Pharmaceuticals S.A.;""
762444;TERROSA 20 MCG80 MCL SOL INY;MEDICAMENTO;H05A;Gedeon Richter Plc.;""
762466;ESPIRONOLACTONA ORION 25MG50CO;MEDICAMENTO;C03D;Orion Corporation;""
762505;RECIGARUM 1.5MG 100COM;MEDICAMENTO;N07B;Adamed Laboratorios S.L.U.;""
762538;BETADINE BUCAL 200 ML;MEDICAMENTO;R02A;Cooper Consumer Health B.V.;""
762633;GELIDINA GEL 30 G;MEDICAMENTO;D07A;Laboratorios Ern S.A.;""
762653;METFORMINA STADA 1000MG 60COM;MEDICAMENTO;A10B;Laboratorio Stada S.L.;""
762655;METFORMINA STADA 850MG50COM;MEDICAMENTO;A10B;Laboratorio Stada S.L.;""
762711;MELATONINA NOXAREM 3 MG 10 COM;MEDICAMENTO;N05C;Vemedia Manufacturing B.V.;""
762778;EBACINA FORTE 20MG 10COM;MEDICAMENTO;R06A;Laboratorios Cinfa S.A.;""
762839;NEXIUM MUPS DIFARMED 40 mg 28 COMPRIMIDOS GASTRORRESISTENTES;MEDICAMENTO;A02B;Vianex S.A.;""
763210;ROCLANDA 50+200 MCGML 2.5ML;MEDICAMENTO;S01E;Santen Oy;""
763294;PAROXETINA NORMON 40MG 28COM;MEDICAMENTO;N06A;Laboratorios Normon S.A.;""
763406;ALMAX FORTE COLA 750MG 48COM;MEDICAMENTO;A02A;Almirall S.A.;""
763452;PROLUTEX 25 MG SOL JRG PRE 7VI;MEDICAMENTO;G03D;Ibsa Farmaceutici Italia S.R.L.;""
763453;PROLUTEX 25 MG SOL JRG PRE14VI;MEDICAMENTO;G03D;Ibsa Farmaceutici Italia S.R.L.;""
763628;FENTANILO MATRIX NORMON 25MCG5;MEDICAMENTO;N02A;Laboratorios Normon S.A.;""
763715;DAITAL 60.4MG 30COM;MEDICAMENTO;G04C;Laboratorios Alter S.A.;""
763742;DIFENATIL INFA 100MGML60ML;MEDICAMENTO;N02B;Laboratorios Normon S.A.;""
763743;DIFENATIL INFA 100MGML90ML;MEDICAMENTO;N02B;Laboratorios Normon S.A.;""
763874;GANFORT 0.50.3 30X0.4ML DIF;MEDICAMENTO;S01E;Abbvie Deutschland Gmbh & Co. Kg;""
763950;MICTONORM FORTE 45MG28CAPS DIF;MEDICAMENTO;G04B;Apogepha Arzneimittel Gmbh;""
763988;VARENICLINA NORMON 0.5MG 56COM;MEDICAMENTO;N07B;Laboratorios Normon S.A.;""
764108;VOLTADOL PARCHES 140MG 10UN;MEDICAMENTO;M02A;Haleon Spain S.A.;""
764109;ATENZA 45 MG 30 COM;MEDICAMENTO;N06B;Exeltis Healthcare S.L.;""
764112;DALINGO 330MG 30 COMPRIMIDOS;MEDICAMENTO;N02B;Laboratorios Gebro Pharma S.A.;""
764205;ATOMOXETINA TARBIS 40MG 28CAP;MEDICAMENTO;N06B;Tarbis Farma S.L.;""
764251;AMOXICILINA SDZ2505MGML100ML;MEDICAMENTO;J01C;Sandoz Farmaceutica S.A.;""
764375;COLECALCIF NORMON 10.000UIML;MEDICAMENTO;A11C;Laboratorios Normon S.A.;""
764380;OMEREFLUX 20MG 14CAP;MEDICAMENTO;A02B;Laboratorios Normon S.A.;""
764396;DABIGATRAN TEVA 150MG 60CAP;MEDICAMENTO;B01A;Galenicum Health S.L.U.;""
764425;CATIOLANZE 50MCGML 30UN 0.3ML;MEDICAMENTO;S01E;Santen Oy;""
764427;RYEQO 40 10.5 MG 28 COM;MEDICAMENTO;H01C;Gedeon Richter Plc.;""
764535;AZELASFLUTI TEVA 13750MCG120;MEDICAMENTO;R01A;Teva B.V.;""
764549;SILDENAFILO NORMON 50MG 12COM;MEDICAMENTO;G04B;Laboratorios Normon S.A.;""
764555;VOLTAREN COLI 5 ML;MEDICAMENTO;S01B;Laboratoires Thea;""
764556;ZANDRAQET 1.5MG 100 COMP;MEDICAMENTO;N07B;Adamed Laboratorios S.L.U.;""
764610;DOLQUINE 300 MG 30 COMP;MEDICAMENTO;P01B;Products And Technology S.L.;""
764775;CARIBAN 1010 MG 36 CAP;MEDICAMENTO;R06A;Italfarmaco S.A.;""
764821;MOUNJARO KWIKPEN 7.5MGDO2.4ML;MEDICAMENTO;A10B;Eli Lilly Nederland B.V.;""
764825;MOUNJARO KWIKPEN 15MGDO 2.4ML;MEDICAMENTO;A10B;Eli Lilly Nederland B.V.;""
764826;COMBIGAN DIFARMED 2 mg/ml + 5 mg/ml COLIRIO EN SOLUCION 1 FRASCO 5 ml;MEDICAMENTO;S01E;Abbvie;""
764854;BYTEQI 0.5MG+1MG 53COM;MEDICAMENTO;N07B;Neuraxpharm Spain S.L.;""
764866;PHARMAGRIP CONG 60010MG 10SOB;MEDICAMENTO;N02B;Laboratorios Cinfa S.A.;""
764869;ABILIFY MAINTENA 960 MG;MEDICAMENTO;N05A;Otsuka Pharmaceutical Netherlands B.V.;""
764876;NICORETTE SUPERMINT 2MG 40COMP;MEDICAMENTO;N07B;Jntl Consumer Health (Spain) S.L.;""
764879;NICORETTE SUPERMINT 4MG 40COMP;MEDICAMENTO;N07B;Jntl Consumer Health (Spain) S.L.;""
764972;BILAXTEN FLAS 20MG 30 COMP BU;MEDICAMENTO;R06A;Faes Farma S.A.;""
764979;AMLODIPINO VIR 10MG 28COM;MEDICAMENTO;C08C;Industria Quimica Y Farmaceutica Vir S.A.;""
764987;VOLTADUO 20 COMP;MEDICAMENTO;N02B;Haleon Spain S.A.;""
765082;ALCOSIN 20MG 30COM;MEDICAMENTO;C10A;Industria Quimica Y Farmaceutica Vir S.A.;""
765083;ALCOTINA 20MG 30COM;MEDICAMENTO;C10A;Industria Quimica Y Farmaceutica Vir S.A.;""
765188;LYFNUA 45 MG 56 COMP;MEDICAMENTO;R05D;Merck Sharp & Dohme B.V.;""
765207;ANTIDOL DUAL 500200MG 20COM;MEDICAMENTO;N02B;Laboratorios Cinfa S.A.;""
765216;LAMICTAL 200 MG 30 CO DISP DIF;MEDICAMENTO;N03A;Laboratoire Glaxosmithkline;""
765337;FLUTICASONA TEVA 27.5MCG120;MEDICAMENTO;R01A;Teva B.V.;""
765466;NAPROXENO SOD NORMON 550MG10CO;MEDICAMENTO;M01A;Laboratorios Normon S.A.;""
765467;NAPROXENO SOD NORMON 550MG40CO;MEDICAMENTO;M01A;Laboratorios Normon S.A.;""
765592;ACIDO FOLICO ARISTO 5MG 84COM;MEDICAMENTO;B03B;Aristo Pharma Gmbh;""
765667;EUTIROX 38 MCG 100 COMPRIMIDOS;MEDICAMENTO;H03A;Merck S.L.;""
765668;EUTIROX 63 MCG 100 COMPRIMIDOS;MEDICAMENTO;H03A;Merck S.L.;""
765768;TODACITAN EFG 1.5 MG 100CO DIF;MEDICAMENTO;N07B;Aflofarm Farmacja Polska Sp. Z O.O.;""
765832;DONEPEZILO TECNIGEN 5MG 56COM;MEDICAMENTO;N06D;Tecnimede España Industria Farmaceutica S.A.;""
765997;METFORMINA STADAF 850MG 60COM;MEDICAMENTO;A10B;Laboratorio Stada S.L.;""
766001;ADENURIC 80 MG 28 COM;MEDICAMENTO;M04A;Menarini International Operations Luxembourg S.A.;""
766062;BILAXTEN FLAS 10MG 30COMP BUCO;MEDICAMENTO;R06A;Faes Farma S.A.;""
766215;VAXIGRIP TRIVALENTE 1JGA PRE;MEDICAMENTO;J07B;Sanofi Winthrop Industrie;""
766272;INEGY DIFARMED 10 mg/20 mg 28 COMPRIMIDOS;MEDICAMENTO;C10B;Organon N.V.;""
766374;ENANDOL 25MG 16 COMP;MEDICAMENTO;M01A;Menarini Consumer Healthcare S.A.U.;""
766382;DIFENATIL 650MG 20COM;MEDICAMENTO;N02B;Laboratorios Normon S.A.;""
766388;FORTASEC 2 MG 12 CAPS;MEDICAMENTO;A07D;Jntl Consumer Health (Spain) S.L.;""
766413;ASTRILAX FLAS 20 MG 10 COMP;MEDICAMENTO;R06A;Faes Farma S.A.;""
766414;ASTRILAX FLAS 20 MG 20 COMP;MEDICAMENTO;R06A;Faes Farma S.A.;""
766417;ASTRILAX 20 MG 20 COMP;MEDICAMENTO;R06A;Faes Farma S.A.;""
766455;DICLOKERN FORTE GEL23.2MGG150;MEDICAMENTO;M02A;Kern Pharma S.L.;""
766517;COLECALCIFEROL NORMO25.000UI 4;MEDICAMENTO;A11C;Laboratorios Normon S.A.;""
766669;ZARELIS RETARD 37.5 MG 30 COMP;MEDICAMENTO;N06A;Italfarmaco S.A.;""
766695;TWICOR DIFARMED 10 mg/10 mg 30 COMPRIMIDOS RECUBIERTOS;MEDICAMENTO;C10B;Mylan Eood;""
766765;NASOALDO 50 MG 115 DOSIS;MEDICAMENTO;R01A;Laboratorio Aldo Union S.L.;""
767089;TAMSULOSINA CINFA 0.4 MG 30CAP;MEDICAMENTO;G04C;Laboratorios Cinfa S.A.;""
767228;HEMODREN PDA RECTAL 15 G;MEDICAMENTO;C05A;Laboratorios Llorens S.L.;""
767412;RXULTI 0.5MG 28 COM;MEDICAMENTO;N05A;Otsuka Pharmaceutical Netherlands B.V.;""
767513;ZOELY DIFARMED 2,5 mg/1,5 mg 1 x 28 COMPRIMIDOS RECUBIERTOS (24+4);MEDICAMENTO;G03A;Theramex Ireland Limited;""
767619;QUETIAPINA NORMON 50MG 60COMP;MEDICAMENTO;N05A;Laboratorios Normon S.A.;""
767821;DIFENATIL 500 MG;MEDICAMENTO;N02B;Laboratorios Normon S.A.;""
769737;HIRUDOID GEL 40G;MEDICAMENTO;C05B;Laboratorio Stada S.L.;""
776435;PANTECTA 20 MG 28 COMP;MEDICAMENTO;A02B;Takeda Gmbh;""
777755;LARGACTIL 100 MG 30 COMP;MEDICAMENTO;N05A;Neuraxpharm Spain S.L.;""
778779;TAMIFLU 75 MG 10 CAPS DURAS;MEDICAMENTO;J05A;Roche Registration Gmbh;""
779165;INISTON ANTITUSIVO NF 200 ML;MEDICAMENTO;R05D;Jntl Consumer Health (Spain) S.L.;""
779280;CELECREM 1MGG CR 60 G;MEDICAMENTO;D07A;Galenicum Derma S.L.U.;""
780536;LINITUL PDA 30 G;MEDICAMENTO;D03A;Alfasigma Espana S.L.;""
781591;ZITROMAX 250 MG 6 CAPS;MEDICAMENTO;J01F;Pfizer S.L.;""
783415;MANIDON 80 MG 30 GRAG;MEDICAMENTO;C08D;Viatris Healthcare Limited;""
783423;MANIDON 80 MG 60 GRAG;MEDICAMENTO;C08D;Viatris Healthcare Limited;""
785105;MENADERM SIMPLE CREMA 60 G;MEDICAMENTO;D07A;Laboratorios Menarini S.A.;""
786814;FAMOTIDINA ARISTO 40MG 14COM;MEDICAMENTO;A02B;Aristo Pharma Iberia S.L.;""
787945;SEVREDOL 10 MG 12 COMP;MEDICAMENTO;N02A;Mundipharma Pharmaceuticals S.L.;""
789693;MOSEGOR 0.5MG10ML SOLU 200ML;MEDICAMENTO;N02C;Ethyx Pharmaceuticals;""
793604;LUMINAL 100 MG 50 COMP;MEDICAMENTO;N03A;Kern Pharma S.L.;""
793802;CIPROXINA SIMPLE GOTAS 5 ML;MEDICAMENTO;S02A;Novartis Farmaceutica S.A.;""
795070;NIQUITIN CLEAR 21 MG 14 PARCHE;MEDICAMENTO;N07B;Perrigo Espana S.A.;""
799908;RHINOVIN AD SPRAY 10ML;MEDICAMENTO;R01A;Haleon Spain S.A.;""
802033;AREMIS 50 MG 30 COMP;MEDICAMENTO;N06A;Esteve Pharmaceuticals S.A.;""
803031;CANESMYCOSPOR ONICOSET 10 mg/g + 400 mg/g POMADA 1 TUBO 10 g;MEDICAMENTO;D01A;Bayer Hispania S.L.;""
805382;MIRTAZAPINA STADA 30 MG 30 CO;MEDICAMENTO;N06A;Laboratorio Stada S.L.;""
805762;DIPRODERM 0.05% SOLU 60 ML;MEDICAMENTO;D07A;Organon Salud S.L.;""
809277;PRANZO SOLU 200 ML;MEDICAMENTO;A15Z;Laboratorios Vinas S.A.;""
811844;PSICOCEN 50MG CAP;MEDICAMENTO;N05A;Especialidades Farmaceuticas Centrum S.A.;""
817585;ACICLOVIR STADA CR 50MG 2G;MEDICAMENTO;D06B;Laboratorio Stada S.L.;""
818971;RIVOTRIL GOT 10 ML;MEDICAMENTO;N03A;Cheplapharm Arzneimittel Gmbh;""
827600;STUGERON 75 MG 30 CAPS;MEDICAMENTO;N07C;Esteve Pharmaceuticals S.A.;""
827873;SERTRALINA STADA 100 MG 30 CO;MEDICAMENTO;N06A;Laboratorio Stada S.L.;""
828277;SERTRALINA STADA 50 MG 30 CO;MEDICAMENTO;N06A;Laboratorio Stada S.L.;""
831131;SYNALAR OTICO GOT 10 ML;MEDICAMENTO;S02C;Tora Laboratories S.L.U.;""
831446;LAMISIL SPRAY 30 ML;MEDICAMENTO;D01A;Novartis Farmaceutica S.A.;""
833350;ENALAPRIL NORMON 5 MG 10 COMP;MEDICAMENTO;C09A;Laboratorios Normon S.A.;""
835926;VALDISPERT COMPLEX 50 COMP;MEDICAMENTO;N05C;Vemedia Pharma Hispania S.A.;""
840645;SINGULAIR 4 MG 28 SOBR GRANUL;MEDICAMENTO;R03D;Organon Salud S.L.;""
842492;URBASON 4 MG 10 COMP;MEDICAMENTO;H02A;Fidia Farmaceutici S.P.A.;""
843102;YODUK 200 MCG 50 COMP;MEDICAMENTO;H03C;Casen Recordati S.L.;""
845800;PAUSEDAL 25 MG 60 COMP;MEDICAMENTO;N05A;Laboratorios Alter S.A.;""
849844;FORSTEO 20 MCG PLUMA;MEDICAMENTO;H05A;Eli Lilly Nederland B.V.;""
852582;EVRA 3 PARCHES TRANSDERMICOS;MEDICAMENTO;G03A;Gedeon Richter Plc.;""
857037;PROTOPIC 0.03% PDA 30 G;MEDICAMENTO;D11A;Leo Pharma A/S;""
858936;MOTIVAN 20 MG 56 COMP;MEDICAMENTO;N06A;Glaxosmithkline S.A.;""
859991;APOCARD 100 MG 30 COMP;MEDICAMENTO;C01B;Viatris Healthcare Limited;""
861776;TH-VITALIA COLOR TINTE N´┐¢6;PARAFARMACIA;"";"";""
861787;TH-VITALIA COLOR TINTE N´┐¢9;PARAFARMACIA;"";"";""
861794;TH-VITALIA COLOR TINTE N´┐¢901;PARAFARMACIA;"";"";""
862623;AMLODIPINO KERN 5 MG 30 COMP;MEDICAMENTO;C08C;Kern Pharma S.L.;""
866228;ACEOTO PLUS GOT 10 ML;MEDICAMENTO;S02C;Zambon S.A.U.;""
866624;AROMASIL 25 MG 30 COMP;MEDICAMENTO;L02B;Pfizer S.L.;""
866665;ACEITE RICINO ORRAVAN 25 ML;MEDICAMENTO;A06A;Laboratorio Reig Jofre, S.A.;""
868166;XILONIBSA AEROSOL 10% 50 G;MEDICAMENTO;N01B;Laboratorios Inibsa S.A.;""
872291;CIALIS 20 MG 4 COMP;MEDICAMENTO;G04B;Eli Lilly Nederland B.V.;""
872390;AMBROXOL NORMON JBE 200 ML;MEDICAMENTO;R05C;Laboratorios Normon S.A.;""
874776;TANAKENE SOLU 50 ML;MEDICAMENTO;N06D;Faes Farma S.A.;""
875914;BETADINE 4% SOL JABONOSA 500ML;MEDICAMENTO;D08A;Cooper Consumer Health B.V.;""
880666;SOLIAN 200 MG 60 COMP;MEDICAMENTO;N05A;Sanofi Aventis S.A.;""
881078;PANTOK 10 MG 28 COMP;MEDICAMENTO;C10A;Lacer S.A.;""
886200;GELOCATIL GRIPE 20 COMP;MEDICAMENTO;N02B;Ferrer Internacional S.A.;""
888016;LEXXEMA 0.1% PDA 60 G;MEDICAMENTO;D07A;Italfarmaco S.A.;""
889949;ZYPREXA VELOTAB 5MG 28COM;MEDICAMENTO;N05A;Cheplapharm Registration Gmbh;""
891168;TRANSTEC 35 MCG 5 PARCHES;MEDICAMENTO;N02A;Grünenthal Pharma S.A.;""
897983;ARIXTRA 2.5 MG0.5 ML 10 JGA;MEDICAMENTO;B01A;Viatris Healthcare Limited;""
901249;DOLO VOLTAREN 46.5 MG 20 COMP;MEDICAMENTO;M01A;Novartis Farmaceutica S.A.;""
902205;LISINOPRIL STADA 5 MG 60 COM;MEDICAMENTO;C09A;Laboratorio Stada S.L.;""
911610;INALADUO 25250 INHALAD 120 DO;MEDICAMENTO;R03A;Glaxosmithkline S.A.;""
911693;DOLOCATIL CODEINA 65030M 20CO;MEDICAMENTO;N02A;Ferrer Internacional S.A.;""
915900;INDAPAMIDA NORMON 2.5 MG 30 CO;MEDICAMENTO;C03B;Laboratorios Normon S.A.;""
917575;BUSULFANO 2 MG 100 COMP;MEDICAMENTO;L01A;Aspen Pharma Trading Limited;""
926519;ANAGASTRA 40 MG 28 COMP;MEDICAMENTO;A02B;Takeda Gmbh;""
932822;PREVENCOR 10 MG 28 COMP;MEDICAMENTO;C10A;Viatris Healthcare Limited;""
935056;METAMIZOL NORMON 575 MG 10CAPS;MEDICAMENTO;N02B;Laboratorios Normon S.A.;""
936518;CODEISAN JBE 250 ML;MEDICAMENTO;R05D;Teva Pharma S.L.U.;""
936526;TROMALYT 300 MG 28 CAPS;MEDICAMENTO;B01A;Viatris Healthcare Limited;""
936831;PROCTOLOG PDA RECTAL 15 G;MEDICAMENTO;C05A;Desma Laboratorio Farmaceutico S.L.;""
939942;FLUIMUCIL 4% SOL ORAL 200ML I;MEDICAMENTO;R05C;Zambon S.A.U.;""
954925;ACTRON COMPUESTO 20 COMP EFER;MEDICAMENTO;N02B;Bayer Hispania S.L.;""
959791;LINITUL 5.5X8 CM;MEDICAMENTO;D09A;Alfasigma Espana S.L.;""
959833;ANAFRANIL 25 MG 2x20 GRAG;MEDICAMENTO;N06A;Alfasigma S.P.A.;""
960633;RELERT 20 MG 4 COMP;MEDICAMENTO;N02C;Viatris Healthcare Limited;""
961805;ANTIDOL 500 MG 20 COMP;MEDICAMENTO;N02B;Laboratorios Cinfa S.A.;""
964312;QUOCIN 120 mg/ml + 60 mg/ml COLODION 1 FRASCO 20 ml;MEDICAMENTO;D11A;Isdin S.A.;""
965673;RHINOSPRAY EUCALIPTUS 10 ML;MEDICAMENTO;R01A;Opella Healthcare Spain S.L.;""
971408;EULITOP RETARD 400 MG 30 COMP;MEDICAMENTO;C10A;Aurovitas Spain, S.A.U.;""
971523;BETATUL 250 MG 10 SOBR;MEDICAMENTO;D09A;Cooper Consumer Health B.V.;""
971879;STREPSILS VITAMINA C 24 PAST;MEDICAMENTO;R02A;Reckitt Benckiser Healthcare S.A.;""
974337;DOXIUM FTE 500 MG 60 CAPS;MEDICAMENTO;C05B;Esteve Pharmaceuticals S.A.;""
974352;SIBELIUM 5 MG 60 COMP;MEDICAMENTO;N07C;Esteve Pharmaceuticals S.A.;""
977769;VERUFIL 15 ML;MEDICAMENTO;D11A;Laboratorio Stada S.L.;""
978486;BIODRAMINA 20 MG 12 CHICLE;MEDICAMENTO;R06A;Uriach Consumer Healthcare S.L.;""
978536;KETOISDIN 5 OVULOS;MEDICAMENTO;G01A;Isdin S.A.;""
980110;ANEXATE 0.5 MG 5X5 ML (H);MEDICAMENTO;V03A;Cheplapharm Arzneimittel Gmbh;""
985911;SINTONAL 20 COMP;MEDICAMENTO;N05C;Boehringer Ingelheim Espana S.A.;""
987537;BRONCOMEDICAL SULFO 180ML;MEDICAMENTO;R05F;Medical S.A.;""
988220;GASTRODENOL 120 MG 50 COMP;MEDICAMENTO;A02B;Tora Laboratories S.L.U.;""
988881;NAPROSYN 500 MG 40 COMP;MEDICAMENTO;M01A;Atnahs Pharma Netherlands Bv.;""
991620;LEVELINA SOLU 30 ML;MEDICAMENTO;D01A;Laboratorios Ern S.A.;""
992412;LUBRILAX 30 ML;MEDICAMENTO;A06A;Laboratorios Normon S.A.;""
993006;FUROSEMIDA CINFA 40 MG 10 COMP;MEDICAMENTO;C03C;Laboratorios Cinfa S.A.;""
993097;IRUXOL NEO PDA 30 G;MEDICAMENTO;D03B;Smith & Nephew Gmbh;""
994327;ZAMENE 6 MG 20 COMP;MEDICAMENTO;H02A;Laboratorios Menarini S.A.;""
997247;SUNIDERMA CR 60 G;MEDICAMENTO;D07A;Laboratoires Bailleul S.A.;""
997585;BACTROBAN PDA 15 G;MEDICAMENTO;D06A;Glaxosmithkline S.A.;""
999795;FUCIDINE PDA 15 G;MEDICAMENTO;D06A;Laboratorios Leo Pharma S.A.;""
999796;FUCIDINE PDA 30 G;MEDICAMENTO;D06A;Laboratorios Leo Pharma S.A.;""
999999;AMBROXOL RATIOPHARM EFG 3 mg/ml JARABE 1 FRASCO 200 ml;MEDICAMENTO;R05C;Ratiopharm Espana S.A.;""
ACTIB001;SAME 30 CAPSULAS;PARAFARMACIA;"";"";""
ACTIB002;NPRO MULTIPROBIOTA 30 CAPSULAS;PARAFARMACIA;"";"";""
ACTIB003;MAGVITAL 20 VIALES;PARAFARMACIA;"";"";""
ACTIB004;HYDRASTIS CANADENSIS 30CH GRANULOS;PARAFARMACIA;"";"";""
